disaster_id,coordinates,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,source,iso3,eventtype,GDACS ID,Name,Exposed Population 100km,Max Volc. Explosivity Index VEI,Population Exposure Index PEI
VO_IDN_20190801_76,"[105.423, -6.102]",Green Eruption Krakatau in Indonesia at: 13 Apr 2020 00:00.,Green,1,Green,0.5,Indonesia,8/1/2019,2020-04-13T00:00:00,0,DARWIN,IDN,VO,VO 262000,Krakatau (),About 7380000 people within 100km,6,4
VO_PNG_20190618_77,"[145.037, -4.08]",Green Eruption Manam in Papua New Guinea at: 27 Mar 2020 00:00.,Green,1,Green,0.5,Papua New Guinea,6/18/2019,2020-03-27T00:00:00,0,JRC,PNG,VO,VO 251020,Manam (),About 200000 people within 100km,4,3
VO_MEX_20190726_78,"[-98.622, 19.023]",Green Eruption Popocatepetl in Mexico at: 23 Feb 2020 00:00.,Green,1,Green,0.5,Mexico,7/26/2019,2020-02-23T00:00:00,0,WASHINGTON,MEX,VO,VO 341090,Popocatepetl (),About 27990000 people within 100km,5,5
VO_GTM_20191129_79,"[-90.88, 14.473]",Green Eruption Fuego in Guatemala at: 09 Jan 2020 00:00.,Green,1,Green,0.5,Guatemala,11/29/2019,2020-01-09T00:00:00,0,JRC,GTM,VO,VO 342090,Fuego (),About 8730000 people within 100km,4,5
VO_ECU_20191121_80,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20190719_81,"[14.999, 37.748]",Green Eruption Etna in Italy at: 28 Aug 2020 00:00.,Green,1,Green,0.5,Italy,7/19/2019,2020-08-28T00:00:00,0,TOULOUSE,ITA,VO,VO 211060,Etna (),About 2750000 people within 100km,5,5
VO_IDN_20190611_82,"[98.392, 3.17]",Green Eruption Sinabung in Indonesia at: 14 Aug 2020 00:00.,Green,1,Green,0.5,Indonesia,6/11/2019,2020-08-14T00:00:00,0,DARWIN,IDN,VO,VO 261080,Sinabung (),About 8200000 people within 100km,2,5
VO_ITA_20190703_83,"[15.213, 38.789]",Green Eruption Stromboli in Italy at: 20 Jul 2020 00:00.,Green,1,Green,0.5,Italy,7/3/2019,2020-07-20T00:00:00,0,JRC,ITA,VO,VO 211040,Stromboli (),About 1000000 people within 100km,3,3
VO_PER_20190617_84,"[-71.857, -15.787]",Green Eruption Sabancaya in Peru at: 29 Jun 2020 00:00.,Green,1,Green,0.5,Peru,6/17/2019,2020-06-29T00:00:00,0,BUENOS AIRES,PER,VO,VO 354006,Sabancaya (),About 1090000 people within 100km,3,3
VO_IDN_20191014_85,"[110.446, -7.54]",Green Eruption Merapi in Indonesia at: 22 Jun 2020 00:00.,Green,1,Green,0.5,Indonesia,10/14/2019,2020-06-22T00:00:00,0,DARWIN,IDN,VO,VO 263250,Merapi (),About 24400000 people within 100km,4,7
VO_IDN_20190801_86,"[105.423, -6.102]",Green Eruption Krakatau in Indonesia at: 13 Apr 2020 00:00.,Green,1,Green,0.5,Indonesia,8/1/2019,2020-04-13T00:00:00,0,DARWIN,IDN,VO,VO 262000,Krakatau (),About 7380000 people within 100km,6,4
VO_PNG_20190618_87,"[145.037, -4.08]",Green Eruption Manam in Papua New Guinea at: 27 Mar 2020 00:00.,Green,1,Green,0.5,Papua New Guinea,6/18/2019,2020-03-27T00:00:00,0,JRC,PNG,VO,VO 251020,Manam (),About 200000 people within 100km,4,3
VO_IDN_20200118_88,"[112.922, -8.108]",Green Eruption Semeru in Indonesia at: 05 Mar 2020 00:00.,Green,1,Green,0.5,Indonesia,1/18/2020,2020-03-05T00:00:00,0,DARWIN,IDN,VO,VO 263300,Semeru (),About 19740000 people within 100km,3,5
VO_MEX_20190726_89,"[-98.622, 19.023]",Green Eruption Popocatepetl in Mexico at: 23 Feb 2020 00:00.,Green,1,Green,0.5,Mexico,7/26/2019,2020-02-23T00:00:00,0,WASHINGTON,MEX,VO,VO 341090,Popocatepetl (),About 27990000 people within 100km,5,5
VO_ECU_20191121_90,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20190719_91,"[14.999, 37.748]",Green Eruption Etna in Italy at: 28 Aug 2020 00:00.,Green,1,Green,0.5,Italy,7/19/2019,2020-08-28T00:00:00,0,TOULOUSE,ITA,VO,VO 211060,Etna (),About 2750000 people within 100km,5,5
VO_IDN_20190611_92,"[98.392, 3.17]",Green Eruption Sinabung in Indonesia at: 14 Aug 2020 00:00.,Green,1,Green,0.5,Indonesia,6/11/2019,2020-08-14T00:00:00,0,DARWIN,IDN,VO,VO 261080,Sinabung (),About 8200000 people within 100km,2,5
VO_ITA_20190703_93,"[15.213, 38.789]",Green Eruption Stromboli in Italy at: 20 Jul 2020 00:00.,Green,1,Green,0.5,Italy,7/3/2019,2020-07-20T00:00:00,0,JRC,ITA,VO,VO 211040,Stromboli (),About 1000000 people within 100km,3,3
VO_PER_20190617_94,"[-71.857, -15.787]",Green Eruption Sabancaya in Peru at: 29 Jun 2020 00:00.,Green,1,Green,0.5,Peru,6/17/2019,2020-06-29T00:00:00,0,BUENOS AIRES,PER,VO,VO 354006,Sabancaya (),About 1090000 people within 100km,3,3
VO_IDN_20191014_95,"[110.446, -7.54]",Green Eruption Merapi in Indonesia at: 22 Jun 2020 00:00.,Green,1,Green,0.5,Indonesia,10/14/2019,2020-06-22T00:00:00,0,DARWIN,IDN,VO,VO 263250,Merapi (),About 24400000 people within 100km,4,7
VO_IDN_20190801_96,"[105.423, -6.102]",Green Eruption Krakatau in Indonesia at: 13 Apr 2020 00:00.,Green,1,Green,0.5,Indonesia,8/1/2019,2020-04-13T00:00:00,0,DARWIN,IDN,VO,VO 262000,Krakatau (),About 7380000 people within 100km,6,4
VO_PNG_20190618_97,"[145.037, -4.08]",Green Eruption Manam in Papua New Guinea at: 27 Mar 2020 00:00.,Green,1,Green,0.5,Papua New Guinea,6/18/2019,2020-03-27T00:00:00,0,JRC,PNG,VO,VO 251020,Manam (),About 200000 people within 100km,4,3
VO_IDN_20200118_98,"[112.922, -8.108]",Green Eruption Semeru in Indonesia at: 05 Mar 2020 00:00.,Green,1,Green,0.5,Indonesia,1/18/2020,2020-03-05T00:00:00,0,DARWIN,IDN,VO,VO 263300,Semeru (),About 19740000 people within 100km,3,5
VO_ECU_20191121_99,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20190719_100,"[14.999, 37.748]",Green Eruption Etna in Italy at: 28 Aug 2020 00:00.,Green,1,Green,0.5,Italy,7/19/2019,2020-08-28T00:00:00,0,TOULOUSE,ITA,VO,VO 211060,Etna (),About 2750000 people within 100km,5,5
VO_IDN_20190611_101,"[98.392, 3.17]",Green Eruption Sinabung in Indonesia at: 14 Aug 2020 00:00.,Green,1,Green,0.5,Indonesia,6/11/2019,2020-08-14T00:00:00,0,DARWIN,IDN,VO,VO 261080,Sinabung (),About 8200000 people within 100km,2,5
VO_ITA_20190703_102,"[15.213, 38.789]",Green Eruption Stromboli in Italy at: 20 Jul 2020 00:00.,Green,1,Green,0.5,Italy,7/3/2019,2020-07-20T00:00:00,0,JRC,ITA,VO,VO 211040,Stromboli (),About 1000000 people within 100km,3,3
VO_PER_20190617_103,"[-71.857, -15.787]",Green Eruption Sabancaya in Peru at: 29 Jun 2020 00:00.,Green,1,Green,0.5,Peru,6/17/2019,2020-06-29T00:00:00,0,BUENOS AIRES,PER,VO,VO 354006,Sabancaya (),About 1090000 people within 100km,3,3
VO_IDN_20191014_104,"[110.446, -7.54]",Green Eruption Merapi in Indonesia at: 22 Jun 2020 00:00.,Green,1,Green,0.5,Indonesia,10/14/2019,2020-06-22T00:00:00,0,DARWIN,IDN,VO,VO 263250,Merapi (),About 24400000 people within 100km,4,7
VO_IDN_20190801_105,"[105.423, -6.102]",Green Eruption Krakatau in Indonesia at: 13 Apr 2020 00:00.,Green,1,Green,0.5,Indonesia,8/1/2019,2020-04-13T00:00:00,0,DARWIN,IDN,VO,VO 262000,Krakatau (),About 7380000 people within 100km,6,4
VO_PNG_20190618_106,"[145.037, -4.08]",Green Eruption Manam in Papua New Guinea at: 27 Mar 2020 00:00.,Green,1,Green,0.5,Papua New Guinea,6/18/2019,2020-03-27T00:00:00,0,JRC,PNG,VO,VO 251020,Manam (),About 200000 people within 100km,4,3
VO_ECU_20191121_107,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20190719_108,"[14.999, 37.748]",Green Eruption Etna in Italy at: 28 Aug 2020 00:00.,Green,1,Green,0.5,Italy,7/19/2019,2020-08-28T00:00:00,0,TOULOUSE,ITA,VO,VO 211060,Etna (),About 2750000 people within 100km,5,5
VO_IDN_20190611_109,"[98.392, 3.17]",Green Eruption Sinabung in Indonesia at: 14 Aug 2020 00:00.,Green,1,Green,0.5,Indonesia,6/11/2019,2020-08-14T00:00:00,0,DARWIN,IDN,VO,VO 261080,Sinabung (),About 8200000 people within 100km,2,5
VO_ITA_20190703_110,"[15.213, 38.789]",Green Eruption Stromboli in Italy at: 20 Jul 2020 00:00.,Green,1,Green,0.5,Italy,7/3/2019,2020-07-20T00:00:00,0,JRC,ITA,VO,VO 211040,Stromboli (),About 1000000 people within 100km,3,3
VO_PER_20190617_111,"[-71.857, -15.787]",Green Eruption Sabancaya in Peru at: 29 Jun 2020 00:00.,Green,1,Green,0.5,Peru,6/17/2019,2020-06-29T00:00:00,0,BUENOS AIRES,PER,VO,VO 354006,Sabancaya (),About 1090000 people within 100km,3,3
VO_IDN_20191014_112,"[110.446, -7.54]",Green Eruption Merapi in Indonesia at: 22 Jun 2020 00:00.,Green,1,Green,0.5,Indonesia,10/14/2019,2020-06-22T00:00:00,0,DARWIN,IDN,VO,VO 263250,Merapi (),About 24400000 people within 100km,4,7
VO_ECU_20191121_113,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20190719_114,"[14.999, 37.748]",Green Eruption Etna in Italy at: 28 Aug 2020 00:00.,Green,1,Green,0.5,Italy,7/19/2019,2020-08-28T00:00:00,0,TOULOUSE,ITA,VO,VO 211060,Etna (),About 2750000 people within 100km,5,5
VO_IDN_20190611_115,"[98.392, 3.17]",Green Eruption Sinabung in Indonesia at: 14 Aug 2020 00:00.,Green,1,Green,0.5,Indonesia,6/11/2019,2020-08-14T00:00:00,0,DARWIN,IDN,VO,VO 261080,Sinabung (),About 8200000 people within 100km,2,5
VO_ITA_20190703_116,"[15.213, 38.789]",Green Eruption Stromboli in Italy at: 20 Jul 2020 00:00.,Green,1,Green,0.5,Italy,7/3/2019,2020-07-20T00:00:00,0,JRC,ITA,VO,VO 211040,Stromboli (),About 1000000 people within 100km,3,3
VO_PER_20190617_117,"[-71.857, -15.787]",Green Eruption Sabancaya in Peru at: 29 Jun 2020 00:00.,Green,1,Green,0.5,Peru,6/17/2019,2020-06-29T00:00:00,0,BUENOS AIRES,PER,VO,VO 354006,Sabancaya (),About 1090000 people within 100km,3,3
VO_IDN_20191014_118,"[110.446, -7.54]",Green Eruption Merapi in Indonesia at: 22 Jun 2020 00:00.,Green,1,Green,0.5,Indonesia,10/14/2019,2020-06-22T00:00:00,0,DARWIN,IDN,VO,VO 263250,Merapi (),About 24400000 people within 100km,4,7
VO_IDN_20200529_119,"[114.242, -8.058]",Green Eruption Ijen in Indonesia at: 29 May 2020 10:00.,Green,1,Green,0.5,Indonesia,5/29/2020,2020-05-29T10:00:00,0,JRC,IDN,VO,VO 263350,Ijen (263350),About 7100000 people within 100km,2,5
VO_ECU_20191121_120,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20190719_121,"[14.999, 37.748]",Green Eruption Etna in Italy at: 28 Aug 2020 00:00.,Green,1,Green,0.5,Italy,7/19/2019,2020-08-28T00:00:00,0,TOULOUSE,ITA,VO,VO 211060,Etna (),About 2750000 people within 100km,5,5
VO_IDN_20190611_122,"[98.392, 3.17]",Green Eruption Sinabung in Indonesia at: 14 Aug 2020 00:00.,Green,1,Green,0.5,Indonesia,6/11/2019,2020-08-14T00:00:00,0,DARWIN,IDN,VO,VO 261080,Sinabung (),About 8200000 people within 100km,2,5
VO_ITA_20190703_123,"[15.213, 38.789]",Green Eruption Stromboli in Italy at: 20 Jul 2020 00:00.,Green,1,Green,0.5,Italy,7/3/2019,2020-07-20T00:00:00,0,JRC,ITA,VO,VO 211040,Stromboli (),About 1000000 people within 100km,3,3
VO_PER_20190617_124,"[-71.857, -15.787]",Green Eruption Sabancaya in Peru at: 29 Jun 2020 00:00.,Green,1,Green,0.5,Peru,6/17/2019,2020-06-29T00:00:00,0,BUENOS AIRES,PER,VO,VO 354006,Sabancaya (),About 1090000 people within 100km,3,3
VO_ECU_20191121_125,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20190719_126,"[14.999, 37.748]",Green Eruption Etna in Italy at: 28 Aug 2020 00:00.,Green,1,Green,0.5,Italy,7/19/2019,2020-08-28T00:00:00,0,TOULOUSE,ITA,VO,VO 211060,Etna (),About 2750000 people within 100km,5,5
VO_IDN_20190611_127,"[98.392, 3.17]",Green Eruption Sinabung in Indonesia at: 14 Aug 2020 00:00.,Green,1,Green,0.5,Indonesia,6/11/2019,2020-08-14T00:00:00,0,DARWIN,IDN,VO,VO 261080,Sinabung (),About 8200000 people within 100km,2,5
VO_GTM_20200729_128,"[-90.601, 14.382]",Green Eruption Pacaya in Guatemala at: 29 Jul 2020 00:00.,Green,1,Green,0.5,Guatemala,7/29/2020,2020-07-29T00:00:00,0,JRC,GTM,VO,VO 342110,Pacaya (342110),About 7860000 people within 100km,3,6
VO_ECU_20191121_129,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20190719_130,"[14.999, 37.748]",Green Eruption Etna in Italy at: 28 Aug 2020 00:00.,Green,1,Green,0.5,Italy,7/19/2019,2020-08-28T00:00:00,0,TOULOUSE,ITA,VO,VO 211060,Etna (),About 2750000 people within 100km,5,5
VO_ITA_20200928_131,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_ECU_20191121_132,"[-78.341, -2.005]",Green Eruption Sangay in Ecuador at: 06 Oct 2020 00:00.,Green,1,Green,0.5,Ecuador,11/21/2019,2020-10-06T00:00:00,0,WASHINGTON,ECU,VO,VO 352090,Sangay (352090),About 1530000 people within 100km,3,3
VO_ITA_20200928_133,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_ITA_20200928_134,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_IDN_20201106_135,"[110.446, -7.54]",Green Eruption Merapi in Indonesia at: 28 Jan 2021 00:00.,Green,1,Green,0.5,Indonesia,11/6/2020,2021-01-28T00:00:00,0,DARWIN,IDN,VO,VO 1000004,Merapi (263250),About 24400000 people within 100km,4,7
VO_IDN_20201130_136,"[123.505, -8.272]",Green Eruption Lewotolo in Indonesia at: 06 Dec 2020 00:00.,Green,1,Green,0.5,Indonesia,11/30/2020,2020-12-06T00:00:00,0,DARWIN,IDN,VO,VO 1000006,Lewotolo (264230),About 460000 people within 100km,3,4
VO_VUT_20201127_137,"[169.447, -19.532]",Green Eruption Yasur in Vanuatu at: 27 Nov 2020 00:00.,Green,1,Green,0.5,Vanuatu,11/27/2020,2020-11-27T00:00:00,0,JRC,VUT,VO,VO 1000005,Yasur (257100),About 37000 people within 100km,3,3
VO_ITA_20200928_138,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_IDN_20201106_139,"[110.446, -7.54]",Green Eruption Merapi in Indonesia at: 28 Jan 2021 00:00.,Green,1,Green,0.5,Indonesia,11/6/2020,2021-01-28T00:00:00,0,DARWIN,IDN,VO,VO 1000004,Merapi (263250),About 24400000 people within 100km,4,7
VO_ITA_20200928_140,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_IDN_20201106_141,"[110.446, -7.54]",Green Eruption Merapi in Indonesia at: 28 Jan 2021 00:00.,Green,1,Green,0.5,Indonesia,11/6/2020,2021-01-28T00:00:00,0,DARWIN,IDN,VO,VO 1000004,Merapi (263250),About 24400000 people within 100km,4,7
VO_ITA_20200928_142,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_PHL_20210219_143,"[120.993, 14.002]",Orange Eruption Taal in Philippines at: 08 Jul 2021 00:00.,Orange,2,ORANGE,1.5,Philippines,2/19/2021,2021-07-08T00:00:00,0,TOKYO,PHL,VO,VO 1000012,Taal (273070),About 29950000 people within 100km,6,7
VO_ITA_20200928_144,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_PHL_20210219_145,"[120.993, 14.002]",Orange Eruption Taal in Philippines at: 08 Jul 2021 00:00.,Orange,2,ORANGE,1.5,Philippines,2/19/2021,2021-07-08T00:00:00,0,TOKYO,PHL,VO,VO 1000012,Taal (273070),About 29950000 people within 100km,6,7
VO_GTM_20210304_146,"[-90.601, 14.382]",Green Eruption Pacaya in Guatemala at: 23 Apr 2021 00:00.,Green,1,Green,0.5,Guatemala,3/4/2021,2021-04-23T00:00:00,0,JRC,GTM,VO,VO 1000014,Pacaya (342110),About 7860000 people within 100km,3,6
VO_ITA_20200928_147,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_PHL_20210219_148,"[120.993, 14.002]",Orange Eruption Taal in Philippines at: 08 Jul 2021 00:00.,Orange,2,ORANGE,1.5,Philippines,2/19/2021,2021-07-08T00:00:00,0,TOKYO,PHL,VO,VO 1000012,Taal (273070),About 29950000 people within 100km,6,7
VO_ITA_20200928_149,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_PHL_20210219_150,"[120.993, 14.002]",Orange Eruption Taal in Philippines at: 08 Jul 2021 00:00.,Orange,2,ORANGE,1.5,Philippines,2/19/2021,2021-07-08T00:00:00,0,TOKYO,PHL,VO,VO 1000012,Taal (273070),About 29950000 people within 100km,6,7
VO_COD_20210523_151,"[29.25, -1.52]",Red Eruption Nyiragongo in Democratic Republic of Congo at: 04 Jun 2021 00:00.,Red,3,RED,2.5,Democratic Republic of Congo,5/23/2021,2021-06-04T00:00:00,0,TOULOUSE,COD,VO,VO 1000023,Nyiragongo (223030),About 11140000 people within 100km,2,5
VO_ITA_20200928_152,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_PHL_20210219_153,"[120.993, 14.002]",Orange Eruption Taal in Philippines at: 08 Jul 2021 00:00.,Orange,2,ORANGE,1.5,Philippines,2/19/2021,2021-07-08T00:00:00,0,TOKYO,PHL,VO,VO 1000012,Taal (273070),About 29950000 people within 100km,6,7
VO_ITA_20200928_154,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_ITA_20200928_155,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_ITA_20200928_156,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
VO_ESP_20210919_157,"[-17.83, 28.57]",Orange Eruption La Palma in Spain at: 15 Dec 2021 00:00.,Orange,2,ORANGE,1.5,Spain,9/19/2021,2021-12-15T00:00:00,0,TOULOUSE,ESP,VO,VO 1000031,La Palma (383010),About 130000 people within 100km,2,4
VO_USA_20210930_158,"[-155.287, 19.421]",Green Eruption Kilauea in United States at: 30 Sep 2021 00:00.,Green,1,Green,0.5,United States,9/30/2021,2021-09-30T00:00:00,0,WASHINGTON,USA,VO,VO 1000032,Kilauea (332010),About 190000 people within 100km,4,3
VO_ITA_20200928_159,"[14.999, 37.748]",Green Eruption Etna in Italy at: 21 Feb 2022 11:27.,Green,1,Green,0.5,Italy,9/28/2020,2022-02-21T11:27:00,0,TOULOUSE,ITA,VO,VO 1000000,Etna (211060),About 2750000 people within 100km,5,5
