disaster_id,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,source,iso3,eventtype,GDACS ID,People affected,Countries,Duration (days),Burned area
WF_AUS_20220627_879,Green,1,Green,0.5,Australia,6/27/2022,2022-07-05T00:00:00,5304,GWIS,AUS,WF,WF 1007034,0 in the burned area,Australia,8,5304 ha
WF_AGO_20220627_880,Green,1,Green,0.5,Angola,6/27/2022,2022-07-05T00:00:00,8433,GWIS,AGO,WF,WF 1007035,0 in the burned area,Angola,8,8433 ha
WF_AGO_20220627_881,Green,1,Green,0.5,Angola,6/27/2022,2022-07-05T00:00:00,5908,GWIS,AGO,WF,WF 1007036,0 in the burned area,Angola,8,5908 ha
WF_COD_20220627_882,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,5746,GWIS,COD,WF,WF 1007037,0 in the burned area,The Democratic Republic of Congo,8,5746 ha
WF_TZA_20220627_883,Green,1,Green,0.5,Tanzania,6/27/2022,2022-07-05T00:00:00,5554,GWIS,TZA,WF,WF 1007038,0 in the burned area,Tanzania,8,5554 ha
WF_COD_20220626_884,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,9366,GWIS,COD,WF,WF 1007039,0 in the burned area,The Democratic Republic of Congo,9,9366 ha
WF_COD_20220626_885,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,5338,GWIS,COD,WF,WF 1007040,0 in the burned area,The Democratic Republic of Congo,9,5338 ha
WF_COD_20220626_886,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,6410,GWIS,COD,WF,WF 1007041,0 in the burned area,The Democratic Republic of Congo,9,6410 ha
WF_AGO_20220626_887,Green,1,Green,0.5,Angola,6/26/2022,2022-07-05T00:00:00,7749,GWIS,AGO,WF,WF 1007042,0 in the burned area,Angola,9,7749 ha
WF_COD_20220626_888,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,5099,GWIS,COD,WF,WF 1007043,134 in the burned area,The Democratic Republic of Congo,9,5099 ha
WF_USA_20220626_889,Green,1,Green,0.5,United States,6/26/2022,2022-07-05T00:00:00,5304,GWIS,USA,WF,WF 1007044,0 in the burned area,United States,9,5304 ha
WF_AGO_20220626_890,Green,1,Green,0.5,Angola,6/26/2022,2022-07-05T00:00:00,5626,GWIS,AGO,WF,WF 1007045,0 in the burned area,Angola,9,5626 ha
WF_COD_20220627_891,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,10045,GWIS,COD,WF,WF 1006859,347 in the burned area,The Democratic Republic of Congo,8,10045 ha
WF_COD_20220626_892,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,10511,GWIS,COD,WF,WF 1006852,0 in the burned area,The Democratic Republic of Congo,9,10511 ha
WF_USA_20220626_893,Green,1,Green,0.5,United States,6/26/2022,2022-07-05T00:00:00,11033,GWIS,USA,WF,WF 1006853,0 in the burned area,United States,9,11033 ha
WF_RUS_20220624_894,Green,1,Green,0.5,Russian Federation,6/24/2022,2022-07-05T00:00:00,5816,GWIS,RUS,WF,WF 1006857,0 in the burned area,Russian Federation,11,5816 ha
WF_COD_20220627_895,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,9866,GWIS,COD,WF,WF 1006824,724 in the burned area,The Democratic Republic of Congo,8,9866 ha
WF_COD_20220627_896,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,11265,GWIS,COD,WF,WF 1006825,0 in the burned area,The Democratic Republic of Congo,8,11265 ha
WF_USA_20220626_897,Green,1,Green,0.5,United States,6/26/2022,2022-07-05T00:00:00,25149,GWIS,USA,WF,WF 1006828,0 in the burned area,United States,9,25149 ha
WF_COD_20220626_898,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,18090,GWIS,COD,WF,WF 1006829,0 in the burned area,The Democratic Republic of Congo,9,18090 ha
WF_AGO_20220628_899,Green,1,Green,0.5,Angola,6/28/2022,2022-07-05T00:00:00,6574,GWIS,AGO,WF,WF 1006832,0 in the burned area,Angola,7,6574 ha
WF_BOL_20220627_900,Green,1,Green,0.5,Bolivia,6/27/2022,2022-07-05T00:00:00,7938,GWIS,BOL,WF,WF 1006835,0 in the burned area,Bolivia,8,7938 ha
WF_COD_20220627_901,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,14545,GWIS,COD,WF,WF 1006841,0 in the burned area,The Democratic Republic of Congo,8,14545 ha
WF_COD_20220627_902,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,13510,GWIS,COD,WF,WF 1006803,0 in the burned area,The Democratic Republic of Congo,8,13510 ha
WF_COD_20220627_903,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,24822,GWIS,COD,WF,WF 1006811,0 in the burned area,The Democratic Republic of Congo,8,24822 ha
WF_AUS_20220627_904,Green,1,Green,0.5,Australia,6/27/2022,2022-07-05T00:00:00,7587,GWIS,AUS,WF,WF 1006812,0 in the burned area,Australia,8,7587 ha
WF_COD_20220627_905,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,15891,GWIS,COD,WF,WF 1006815,0 in the burned area,The Democratic Republic of Congo,8,15891 ha
WF_COD_20220628_906,Green,1,Green,0.5,The Democratic Republic of Congo,6/28/2022,2022-07-05T00:00:00,9737,GWIS,COD,WF,WF 1006883,0 in the burned area,The Democratic Republic of Congo,7,9737 ha
WF_COD_20220627_907,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,11806,GWIS,COD,WF,WF 1006888,6994 in the burned area,The Democratic Republic of Congo,8,11806 ha
WF_COD_20220627_908,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,8561,GWIS,COD,WF,WF 1006890,0 in the burned area,The Democratic Republic of Congo,8,8561 ha
WF_USA_20220627_909,Green,1,Green,0.5,United States,6/27/2022,2022-07-05T00:00:00,12496,GWIS,USA,WF,WF 1006872,0 in the burned area,United States,8,12496 ha
WF_USA_20220627_910,Green,1,Green,0.5,United States,6/27/2022,2022-07-05T00:00:00,11633,GWIS,USA,WF,WF 1006873,0 in the burned area,United States,8,11633 ha
WF_COD_20220627_911,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,9346,GWIS,COD,WF,WF 1006869,812 in the burned area,The Democratic Republic of Congo,8,9346 ha
WF_AGO_20220626_912,Green,1,Green,0.5,Angola,6/26/2022,2022-07-05T00:00:00,14110,GWIS,AGO,WF,WF 1006878,0 in the burned area,Angola,9,14110 ha
WF_USA_20220627_913,Green,1,Green,0.5,United States,6/27/2022,2022-07-05T00:00:00,8824,GWIS,USA,WF,WF 1006892,0 in the burned area,United States,8,8824 ha
WF_COD_20220627_914,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,5929,GWIS,COD,WF,WF 1006893,0 in the burned area,The Democratic Republic of Congo,8,5929 ha
WF_COD_20220627_915,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,9433,GWIS,COD,WF,WF 1006894,0 in the burned area,The Democratic Republic of Congo,8,9433 ha
WF_COD_20220627_916,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,13319,GWIS,COD,WF,WF 1006895,86 in the burned area,The Democratic Republic of Congo,8,13319 ha
WF_AGO_20220626_917,Green,1,Green,0.5,Angola,6/26/2022,2022-07-05T00:00:00,5771,GWIS,AGO,WF,WF 1006910,0 in the burned area,Angola,9,5771 ha
WF_COD_20220626_918,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,7762,GWIS,COD,WF,WF 1006913,0 in the burned area,The Democratic Republic of Congo,9,7762 ha
WF_COD_20220626_919,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,7542,GWIS,COD,WF,WF 1006915,0 in the burned area,The Democratic Republic of Congo,9,7542 ha
WF_RUS_20220624_920,Green,1,Green,0.5,Russian Federation,6/24/2022,2022-07-05T00:00:00,7936,GWIS,RUS,WF,WF 1006916,0 in the burned area,Russian Federation,11,7936 ha
WF_CAN_20220629_921,Green,1,Green,0.5,Canada,6/29/2022,2022-07-05T00:00:00,9665,GWIS,CAN,WF,WF 1006919,0 in the burned area,Canada,6,9665 ha
WF_CAN_20220629_922,Green,1,Green,0.5,Canada,6/29/2022,2022-07-05T00:00:00,12763,GWIS,CAN,WF,WF 1006921,0 in the burned area,Canada,6,12763 ha
WF_AGO_20220628_923,Green,1,Green,0.5,Angola,6/28/2022,2022-07-05T00:00:00,6059,GWIS,AGO,WF,WF 1006923,0 in the burned area,Angola,7,6059 ha
WF_COD_20220627_924,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,6180,GWIS,COD,WF,WF 1006927,0 in the burned area,The Democratic Republic of Congo,8,6180 ha
WF_COD_20220627_925,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,8912,GWIS,COD,WF,WF 1006930,0 in the burned area,The Democratic Republic of Congo,8,8912 ha
WF_COD_20220627_926,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,7613,GWIS,COD,WF,WF 1006933,1624 in the burned area,The Democratic Republic of Congo,8,7613 ha
WF_COD_20220627_927,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,13900,GWIS,COD,WF,WF 1006934,0 in the burned area,The Democratic Republic of Congo,8,13900 ha
WF_COD_20220627_928,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,34909,GWIS,COD,WF,WF 1006937,0 in the burned area,The Democratic Republic of Congo,8,34909 ha
WF_COD_20220627_929,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,10329,GWIS,COD,WF,WF 1006938,0 in the burned area,The Democratic Republic of Congo,8,10329 ha
WF_COD_20220627_930,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,5553,GWIS,COD,WF,WF 1006940,0 in the burned area,The Democratic Republic of Congo,8,5553 ha
WF_TZA_20220626_931,Green,1,Green,0.5,Tanzania,6/26/2022,2022-07-05T00:00:00,6514,GWIS,TZA,WF,WF 1006943,6 in the burned area,Tanzania,9,6514 ha
WF_COD_20220626_932,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,7785,GWIS,COD,WF,WF 1006944,76 in the burned area,The Democratic Republic of Congo,9,7785 ha
WF_COD_20220626_933,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,8470,GWIS,COD,WF,WF 1006945,0 in the burned area,The Democratic Republic of Congo,9,8470 ha
WF_COD_20220626_934,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,13866,GWIS,COD,WF,WF 1006946,0 in the burned area,The Democratic Republic of Congo,9,13866 ha
WF_COD_20220626_935,Green,1,Green,0.5,The Democratic Republic of Congo,6/26/2022,2022-07-05T00:00:00,8855,GWIS,COD,WF,WF 1006950,8 in the burned area,The Democratic Republic of Congo,9,8855 ha
WF_TZA_20220630_936,Green,1,Green,0.5,Tanzania,6/30/2022,2022-07-05T00:00:00,12007,GWIS,TZA,WF,WF 1006953,0 in the burned area,Tanzania,5,12007 ha
WF_CAN_20220628_937,Green,1,Green,0.5,Canada,6/28/2022,2022-07-05T00:00:00,10577,GWIS,CAN,WF,WF 1006958,0 in the burned area,Canada,7,10577 ha
WF_COD_20220627_938,Green,1,Green,0.5,The Democratic Republic of Congo,6/27/2022,2022-07-05T00:00:00,6202,GWIS,COD,WF,WF 1006959,0 in the burned area,The Democratic Republic of Congo,8,6202 ha
WF_CAN_20220626_939,Green,1,Green,0.5,Canada,6/26/2022,2022-07-05T00:00:00,15030,GWIS,CAN,WF,WF 1006970,0 in the burned area,Canada,9,15030 ha
WF_CAN_20220730_940,Green,1,Green,0.5,Canada,7/30/2022,2022-08-18T00:00:00,10078,GWIS,CAN,WF,WF 1008002,27 in the burned area,Canada,19,10078 ha
WF_BWA_20220728_941,Green,1,Green,0.5,Botswana,7/28/2022,2022-08-16T00:00:00,124325,GWIS,BWA,WF,WF 1007678,0 in the burned area,Botswana,19,124325 ha
WF_COD_20220726_942,Green,1,Green,0.5,The Democratic Republic of Congo,7/26/2022,2022-08-14T00:00:00,7466,GWIS,COD,WF,WF 1008284,82 in the burned area,The Democratic Republic of Congo,19,7466 ha
WF_COD_20220729_943,Green,1,Green,0.5,The Democratic Republic of Congo,7/29/2022,2022-08-14T00:00:00,20961,GWIS,COD,WF,WF 1008124,5886 in the burned area,The Democratic Republic of Congo,16,20961 ha
WF_AGO_20220725_944,Green,1,Green,0.5,Angola,7/25/2022,2022-08-13T00:00:00,11126,GWIS,AGO,WF,WF 1008129,0 in the burned area,Angola,19,11126 ha
WF_COD_20220731_945,Green,1,Green,0.5,The Democratic Republic of Congo,7/31/2022,2022-08-13T00:00:00,7655,GWIS,COD,WF,WF 1008123,0 in the burned area,The Democratic Republic of Congo,13,7655 ha
WF_AGO_20220725_946,Green,1,Green,0.5,Angola,7/25/2022,2022-08-13T00:00:00,10862,GWIS,AGO,WF,WF 1008069,0 in the burned area,Angola,19,10862 ha
WF_COD_20220725_947,Green,1,Green,0.5,The Democratic Republic of Congo,7/25/2022,2022-08-12T00:00:00,9517,GWIS,COD,WF,WF 1008070,330 in the burned area,The Democratic Republic of Congo,18,9517 ha
WF_COD_20220729_948,Green,1,Green,0.5,The Democratic Republic of Congo,7/29/2022,2022-08-12T00:00:00,15501,GWIS,COD,WF,WF 1008021,1489 in the burned area,The Democratic Republic of Congo,14,15501 ha
WF_AGO_20220724_949,Green,1,Green,0.5,Angola,7/24/2022,2022-08-12T00:00:00,9833,GWIS,AGO,WF,WF 1008133,0 in the burned area,Angola,19,9833 ha
WF_COD_20220730_950,Green,1,Green,0.5,The Democratic Republic of Congo,7/30/2022,2022-08-12T00:00:00,6818,GWIS,COD,WF,WF 1008153,37 in the burned area,The Democratic Republic of Congo,13,6818 ha
WF_COD_20220725_951,Green,1,Green,0.5,The Democratic Republic of Congo,7/25/2022,2022-08-12T00:00:00,16674,GWIS,COD,WF,WF 1008235,890 in the burned area,The Democratic Republic of Congo,18,16674 ha
WF_COD_20220725_952,Green,1,Green,0.5,The Democratic Republic of Congo,7/25/2022,2022-08-12T00:00:00,26319,GWIS,COD,WF,WF 1008086,2120 in the burned area,The Democratic Republic of Congo,18,26319 ha
WF_COD_20220725_953,Green,1,Green,0.5,The Democratic Republic of Congo,7/25/2022,2022-08-12T00:00:00,7381,GWIS,COD,WF,WF 1008067,55 in the burned area,The Democratic Republic of Congo,18,7381 ha
WF_COD_20220727_954,Green,1,Green,0.5,The Democratic Republic of Congo,7/27/2022,2022-08-11T00:00:00,7499,GWIS,COD,WF,WF 1008157,0 in the burned area,The Democratic Republic of Congo,15,7499 ha
WF_COD_20220726_955,Green,1,Green,0.5,The Democratic Republic of Congo,7/26/2022,2022-08-11T00:00:00,12209,GWIS,COD,WF,WF 1008043,1671 in the burned area,The Democratic Republic of Congo,16,12209 ha
WF_AGO_20220724_956,Green,1,Green,0.5,Angola,7/24/2022,2022-08-11T00:00:00,10831,GWIS,AGO,WF,WF 1007809,0 in the burned area,Angola,18,10831 ha
WF_RUS_20220727_957,Green,1,Green,0.5,Russian Federation,7/27/2022,2022-08-10T00:00:00,7019,GWIS,RUS,WF,WF 1008041,0 in the burned area,Russian Federation,14,7019 ha
WF_RUS_20220727_958,Green,1,Green,0.5,Russian Federation,7/27/2022,2022-08-10T00:00:00,14081,GWIS,RUS,WF,WF 1008042,0 in the burned area,Russian Federation,14,14081 ha
WF_RUS_20220725_959,Green,1,Green,0.5,Russian Federation,7/25/2022,2022-08-10T00:00:00,11860,GWIS,RUS,WF,WF 1008045,0 in the burned area,Russian Federation,16,11860 ha
WF_RUS_20220728_960,Green,1,Green,0.5,Russian Federation,7/28/2022,2022-08-10T00:00:00,13802,GWIS,RUS,WF,WF 1008063,0 in the burned area,Russian Federation,13,13802 ha
WF_RUS_20220727_961,Green,1,Green,0.5,Russian Federation,7/27/2022,2022-08-10T00:00:00,10605,GWIS,RUS,WF,WF 1008065,0 in the burned area,Russian Federation,14,10605 ha
WF_RUS_20220726_962,Green,1,Green,0.5,Russian Federation,7/26/2022,2022-08-10T00:00:00,18142,GWIS,RUS,WF,WF 1008066,0 in the burned area,Russian Federation,15,18142 ha
WF_RUS_20220728_963,Green,1,Green,0.5,Russian Federation,7/28/2022,2022-08-10T00:00:00,9085,GWIS,RUS,WF,WF 1008166,0 in the burned area,Russian Federation,13,9085 ha
WF_RUS_20220727_964,Green,1,Green,0.5,Russian Federation,7/27/2022,2022-08-10T00:00:00,6874,GWIS,RUS,WF,WF 1008167,0 in the burned area,Russian Federation,14,6874 ha
WF_COD_20220725_965,Green,1,Green,0.5,The Democratic Republic of Congo,7/25/2022,2022-08-10T00:00:00,8563,GWIS,COD,WF,WF 1008131,770 in the burned area,The Democratic Republic of Congo,16,8563 ha
WF_AUS_20220722_966,Green,1,Green,0.5,Australia,7/22/2022,2022-08-10T00:00:00,38663,GWIS,AUS,WF,WF 1008237,0 in the burned area,Australia,19,38663 ha
WF_RUS_20220727_967,Green,1,Green,0.5,Russian Federation,7/27/2022,2022-08-10T00:00:00,6180,GWIS,RUS,WF,WF 1008156,0 in the burned area,Russian Federation,14,6180 ha
WF_AGO_20220727_968,Green,1,Green,0.5,Angola,7/27/2022,2022-08-10T00:00:00,5980,GWIS,AGO,WF,WF 1008106,18 in the burned area,Angola,14,5980 ha
WF_RUS_20220727_969,Green,1,Green,0.5,Russian Federation,7/27/2022,2022-08-10T00:00:00,8400,GWIS,RUS,WF,WF 1008126,0 in the burned area,Russian Federation,14,8400 ha
WF_RUS_20220725_970,Green,1,Green,0.5,Russian Federation,7/25/2022,2022-08-10T00:00:00,23671,GWIS,RUS,WF,WF 1007437,0 in the burned area,Russian Federation,16,23671 ha
WF_COD_20220725_971,Green,1,Green,0.5,The Democratic Republic of Congo,7/25/2022,2022-08-09T00:00:00,5715,GWIS,COD,WF,WF 1008130,0 in the burned area,The Democratic Republic of Congo,15,5715 ha
WF_COD_20220721_972,Green,1,Green,0.5,The Democratic Republic of Congo,7/21/2022,2022-08-09T00:00:00,5752,GWIS,COD,WF,WF 1008107,225 in the burned area,The Democratic Republic of Congo,19,5752 ha
WF_AGO_20220721_973,Green,1,Green,0.5,Angola,7/21/2022,2022-08-09T00:00:00,7884,GWIS,AGO,WF,WF 1008088,0 in the burned area,Angola,19,7884 ha
WF_ZMB_20220731_974,Green,1,Green,0.5,Zambia,7/31/2022,2022-08-09T00:00:00,6164,GWIS,ZMB,WF,WF 1008152,81 in the burned area,Zambia,9,6164 ha
WF_AGO_20220723_975,Green,1,Green,0.5,Angola,7/23/2022,2022-08-09T00:00:00,5568,GWIS,AGO,WF,WF 1008134,474 in the burned area,Angola,17,5568 ha
WF_COD_20220730_976,Green,1,Green,0.5,The Democratic Republic of Congo,7/30/2022,2022-08-09T00:00:00,6657,GWIS,COD,WF,WF 1008154,428 in the burned area,The Democratic Republic of Congo,10,6657 ha
WF_RUS_20220728_977,Green,1,Green,0.5,Russian Federation,7/28/2022,2022-08-09T00:00:00,8838,GWIS,RUS,WF,WF 1008155,0 in the burned area,Russian Federation,12,8838 ha
WF_RUS_20220727_978,Green,1,Green,0.5,Russian Federation,7/27/2022,2022-08-09T00:00:00,5307,GWIS,RUS,WF,WF 1008158,0 in the burned area,Russian Federation,13,5307 ha
WF_COD_20220725_979,Green,1,Green,0.5,The Democratic Republic of Congo,7/25/2022,2022-08-09T00:00:00,5278,GWIS,COD,WF,WF 1008159,0 in the burned area,The Democratic Republic of Congo,15,5278 ha
WF_COD_20220721_980,Green,1,Green,0.5,The Democratic Republic of Congo,7/21/2022,2022-08-09T00:00:00,7450,GWIS,COD,WF,WF 1008010,1890 in the burned area,The Democratic Republic of Congo,19,7450 ha
WF_AUS_20220725_981,Green,1,Green,0.5,Australia,7/25/2022,2022-08-09T00:00:00,13632,GWIS,AUS,WF,WF 1007698,0 in the burned area,Australia,15,13632 ha
WF_COD_20220722_982,Green,1,Green,0.5,The Democratic Republic of Congo,7/22/2022,2022-08-09T00:00:00,7007,GWIS,COD,WF,WF 1007737,1405 in the burned area,The Democratic Republic of Congo,18,7007 ha
WF_AGO_20220722_983,Green,1,Green,0.5,Angola,7/22/2022,2022-08-08T00:00:00,8647,GWIS,AGO,WF,WF 1007738,0 in the burned area,Angola,17,8647 ha
WF_AGO_20220722_984,Green,1,Green,0.5,Angola,7/22/2022,2022-08-08T00:00:00,8413,GWIS,AGO,WF,WF 1007726,200 in the burned area,Angola,17,8413 ha
WF_AGO_20220722_985,Green,1,Green,0.5,Angola,7/22/2022,2022-08-08T00:00:00,7318,GWIS,AGO,WF,WF 1008008,39 in the burned area,Angola,17,7318 ha
WF_USA_20220730_986,Green,1,Green,0.5,United States,7/30/2022,2022-08-08T00:00:00,7818,GWIS,USA,WF,WF 1008003,2 in the burned area,United States,9,7818 ha
WF_RUS_20220720_987,Green,1,Green,0.5,Russian Federation,7/20/2022,2022-08-08T00:00:00,15016,GWIS,RUS,WF,WF 1007796,0 in the burned area,Russian Federation,19,15016 ha
WF_USA_20220729_988,Green,1,Green,0.5,United States,7/29/2022,2022-08-08T00:00:00,25601,GWIS,USA,WF,WF 1007785,70 in the burned area,United States,10,25601 ha
WF_COD_20220722_989,Green,1,Green,0.5,"The Democratic Republic of Congo, Zambia",7/22/2022,2022-08-08T00:00:00,6282,GWIS,COD,WF,WF 1008160,0 in the burned area,"The Democratic Republic of Congo, Zambia",17,6282 ha
WF_COD_20220724_990,Green,1,Green,0.5,The Democratic Republic of Congo,7/24/2022,2022-08-08T00:00:00,12255,GWIS,COD,WF,WF 1008132,1044 in the burned area,The Democratic Republic of Congo,15,12255 ha
WF_COD_20220720_991,Green,1,Green,0.5,The Democratic Republic of Congo,7/20/2022,2022-08-08T00:00:00,25406,GWIS,COD,WF,WF 1008089,2361 in the burned area,The Democratic Republic of Congo,19,25406 ha
WF_AGO_20220721_992,Green,1,Green,0.5,Angola,7/21/2022,2022-08-08T00:00:00,5361,GWIS,AGO,WF,WF 1008087,0 in the burned area,Angola,18,5361 ha
WF_RUS_20220727_993,Green,1,Green,0.5,Russian Federation,7/27/2022,2022-08-08T00:00:00,5119,GWIS,RUS,WF,WF 1008127,0 in the burned area,Russian Federation,12,5119 ha
WF_AGO_20220725_994,Green,1,Green,0.5,Angola,7/25/2022,2022-08-08T00:00:00,5009,GWIS,AGO,WF,WF 1008128,0 in the burned area,Angola,14,5009 ha
WF_RUS_20220728_995,Green,1,Green,0.5,Russian Federation,7/28/2022,2022-08-08T00:00:00,6790,GWIS,RUS,WF,WF 1008125,0 in the burned area,Russian Federation,11,6790 ha
WF_AGO_20220719_996,Green,1,Green,0.5,Angola,7/19/2022,2022-08-07T00:00:00,5089,GWIS,AGO,WF,WF 1008108,0 in the burned area,Angola,19,5089 ha
WF_ZMB_20220719_997,Green,1,Green,0.5,Zambia,7/19/2022,2022-08-07T00:00:00,5404,GWIS,ZMB,WF,WF 1008109,0 in the burned area,Zambia,19,5404 ha
WF_ZMB_20220725_998,Green,1,Green,0.5,"Zambia, Angola",7/25/2022,2022-08-07T00:00:00,5423,GWIS,ZMB,WF,WF 1008068,0 in the burned area,"Zambia, Angola",13,5423 ha
WF_TZA_20220731_999,Green,1,Green,0.5,Tanzania,7/31/2022,2022-08-07T00:00:00,6299,GWIS,TZA,WF,WF 1008083,0 in the burned area,Tanzania,7,6299 ha
WF_AGO_20220728_1000,Green,1,Green,0.5,Angola,7/28/2022,2022-08-07T00:00:00,5891,GWIS,AGO,WF,WF 1008084,0 in the burned area,Angola,10,5891 ha
WF_AGO_20220720_1001,Green,1,Green,0.5,Angola,7/20/2022,2022-08-07T00:00:00,9277,GWIS,AGO,WF,WF 1008242,68 in the burned area,Angola,18,9277 ha
WF_RUS_20220719_1002,Green,1,Green,0.5,Russian Federation,7/19/2022,2022-08-07T00:00:00,10544,GWIS,RUS,WF,WF 1008025,0 in the burned area,Russian Federation,19,10544 ha
WF_RUS_20220719_1003,Green,1,Green,0.5,Russian Federation,7/19/2022,2022-08-07T00:00:00,9525,GWIS,RUS,WF,WF 1008026,0 in the burned area,Russian Federation,19,9525 ha
WF_AGO_20220728_1004,Green,1,Green,0.5,Angola,7/28/2022,2022-08-07T00:00:00,7345,GWIS,AGO,WF,WF 1008064,0 in the burned area,Angola,10,7345 ha
WF_COD_20220722_1005,Green,1,Green,0.5,"The Democratic Republic of Congo, Zambia",7/22/2022,2022-08-07T00:00:00,8580,GWIS,COD,WF,WF 1008071,0 in the burned area,"The Democratic Republic of Congo, Zambia",16,8580 ha
WF_CAN_20220730_1006,Green,1,Green,0.5,Canada,7/30/2022,2022-08-07T00:00:00,6156,GWIS,CAN,WF,WF 1008062,0 in the burned area,Canada,8,6156 ha
WF_ZMB_20220723_1007,Green,1,Green,0.5,Zambia,7/23/2022,2022-08-07T00:00:00,11277,GWIS,ZMB,WF,WF 1007722,5 in the burned area,Zambia,15,11277 ha
WF_AGO_20220723_1008,Green,1,Green,0.5,Angola,7/23/2022,2022-08-07T00:00:00,19145,GWIS,AGO,WF,WF 1007723,4 in the burned area,Angola,15,19145 ha
WF_COD_20220722_1009,Green,1,Green,0.5,The Democratic Republic of Congo,7/22/2022,2022-08-07T00:00:00,7381,GWIS,COD,WF,WF 1007740,563 in the burned area,The Democratic Republic of Congo,16,7381 ha
WF_COD_20220725_1010,Green,1,Green,0.5,The Democratic Republic of Congo,7/25/2022,2022-08-06T00:00:00,7849,GWIS,COD,WF,WF 1007696,0 in the burned area,The Democratic Republic of Congo,12,7849 ha
WF_RUS_20220718_1011,Green,1,Green,0.5,Russian Federation,7/18/2022,2022-08-06T00:00:00,7794,GWIS,RUS,WF,WF 1008052,0 in the burned area,Russian Federation,19,7794 ha
WF_AGO_20220725_1012,Green,1,Green,0.5,Angola,7/25/2022,2022-08-06T00:00:00,5317,GWIS,AGO,WF,WF 1007789,0 in the burned area,Angola,12,5317 ha
WF_ZMB_20220720_1013,Green,1,Green,0.5,Zambia,7/20/2022,2022-08-06T00:00:00,6230,GWIS,ZMB,WF,WF 1007811,456 in the burned area,Zambia,17,6230 ha
WF_AUS_20220721_1014,Green,1,Green,0.5,Australia,7/21/2022,2022-08-06T00:00:00,34721,GWIS,AUS,WF,WF 1008135,0 in the burned area,Australia,16,34721 ha
WF_ZMB_20220718_1015,Green,1,Green,0.5,Zambia,7/18/2022,2022-08-06T00:00:00,7124,GWIS,ZMB,WF,WF 1008073,0 in the burned area,Zambia,19,7124 ha
WF_COD_20220718_1016,Green,1,Green,0.5,The Democratic Republic of Congo,7/18/2022,2022-08-06T00:00:00,6877,GWIS,COD,WF,WF 1008074,669 in the burned area,The Democratic Republic of Congo,19,6877 ha
WF_COD_20220719_1017,Green,1,Green,0.5,The Democratic Republic of Congo,7/19/2022,2022-08-06T00:00:00,5262,GWIS,COD,WF,WF 1008090,12 in the burned area,The Democratic Republic of Congo,18,5262 ha
