disaster_id,coordinates,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,source,iso3,eventtype,Death,Displaced,GDACS_ID
FL_TUR_20030117_663,"[26.715, 41.591]",GREEN Flood in Türkiye from: 17 Jan 2003 00 to: 03 Mar 2003 23.,GREEN,1,GREEN,1,Türkiye,1/17/2003,2003-03-03T23:59:59,6.09,DFO,TUR,FL,0,-,FL 2174
FL_ZWE_20030225_664,"[31.16, -16.346]",GREEN Flood in Zimbabwe from: 25 Feb 2003 00 to: 28 Feb 2003 23.,GREEN,1,GREEN,1,Zimbabwe,2/25/2003,2003-02-28T23:59:59,4.75,DFO,ZWE,FL,2,18000,FL 2171
FL_PAK_20030215_665,"[73.775, 34.404]",GREEN Flood in Pakistan from: 15 Feb 2003 00 to: 24 Feb 2003 23.,GREEN,1,GREEN,1,Pakistan,2/15/2003,2003-02-24T23:59:59,5.43,DFO,PAK,FL,27,-,FL 2163
FL_LBN_20030221_666,"[35.774, 33.545]",GREEN Flood in Lebanon from: 21 Feb 2003 00 to: 24 Feb 2003 23.,GREEN,1,GREEN,1,Lebanon,2/21/2003,2003-02-24T23:59:59,4.4,DFO,LBN,FL,0,-,FL 2164
FL_AUS_20030221_667,"[127.857, -18.229]",GREEN Flood in Australia from: 21 Feb 2003 00 to: 24 Feb 2003 23.,GREEN,1,GREEN,1,Australia,2/21/2003,2003-02-24T23:59:59,4.56,DFO,AUS,FL,0,-,FL 2165
FL_AUS_20030221_668,"[149.7, -32.59]",GREEN Flood in Australia from: 21 Feb 2003 00 to: 24 Feb 2003 23.,GREEN,1,GREEN,1,Australia,2/21/2003,2003-02-24T23:59:59,5.36,DFO,AUS,FL,0,100,FL 2166
FL_USA_20030222_669,"[-80.651, 37.679]",GREEN Flood in USA from: 22 Feb 2003 00 to: 23 Feb 2003 23.,GREEN,1,GREEN,1,USA,2/22/2003,2003-02-23T23:59:59,5.22,DFO,USA,FL,2,-,FL 2168
FL_PAK_20030216_670,"[68.068, 27.525]",GREEN Flood in Pakistan from: 16 Feb 2003 00 to: 22 Feb 2003 23.,GREEN,1,GREEN,1,Pakistan,2/16/2003,2003-02-22T23:59:59,6.48,DFO,PAK,FL,20,3000,FL 2160
FL_CAN_20030215_671,"[-56.033, 48.983]",GREEN Flood in Canada from: 15 Feb 2003 00 to: 21 Feb 2003 23.,GREEN,1,GREEN,1,Canada,2/15/2003,2003-02-21T23:59:59,3.85,DFO,CAN,FL,0,1100,FL 2157
FL_ZMB_20030115_672,"[21.701, -12.176]",GREEN Flood in Zambia from: 15 Jan 2003 00 to: 01 Jul 2003 23.,GREEN,1,GREEN,1,Zambia,1/15/2003,2003-07-01T23:59:59,8.31,DFO,ZMB,FL,7,20000,FL 2161
FL_BLR_20030322_673,"[25.203, 52.577]",GREEN Flood in Belarus from: 22 Mar 2003 00 to: 05 May 2003 23.,GREEN,1,GREEN,1,Belarus,3/22/2003,2003-05-05T23:59:59,7.11,DFO,BLR,FL,0,-,FL 2193
FL_BRA_20030111_674,"[-50.482, -11.878]",GREEN Flood in Brazil from: 11 Jan 2003 00 to: 22 Apr 2003 23.,GREEN,1,GREEN,1,Brazil,1/11/2003,2003-04-22T23:59:59,7.15,DFO,BRA,FL,0,-,FL 2173
FL_RUS_20030325_675,"[133.058, 44.384]",GREEN Flood in Russia from: 25 Mar 2003 00 to: 11 Apr 2003 23.,GREEN,1,GREEN,1,Russia,3/25/2003,2003-04-11T23:59:59,5.74,DFO,RUS,FL,0,-,FL 2191
FL_UKR_20030322_676,"[33.319, 48.241]",GREEN Flood in Ukraine from: 22 Mar 2003 00 to: 04 Apr 2003 23.,GREEN,1,GREEN,1,Ukraine,3/22/2003,2003-04-04T23:59:59,6.49,DFO,UKR,FL,0,130,FL 2187
FL_CAN_20030331_677,"[-63.986, 45.105]",GREEN Flood in Canada from: 31 Mar 2003 00 to: 03 Apr 2003 23.,GREEN,1,GREEN,1,Canada,3/31/2003,2003-04-03T23:59:59,4.73,DFO,CAN,FL,2,170,FL 2198
FL_IDN_20030331_678,"[121.709, -8.784]",GREEN Flood in Indonesia from: 31 Mar 2003 00 to: 01 Apr 2003 23.,GREEN,1,GREEN,1,Indonesia,3/31/2003,2003-04-01T23:59:59,2.84,DFO,IDN,FL,39,-,FL 2197
FL_USA_20030319_679,"[-81.776, 35.152]",GREEN Flood in USA from: 19 Mar 2003 00 to: 31 Mar 2003 23.,GREEN,1,GREEN,1,USA,3/19/2003,2003-03-31T23:59:59,6.55,DFO,USA,FL,0,-,FL 2183
FL_NZL_20030327_680,"[173.329, -34.945]",GREEN Flood in New Zealand from: 27 Mar 2003 00 to: 29 Mar 2003 23.,GREEN,1,GREEN,1,New Zealand,3/27/2003,2003-03-29T23:59:59,3.61,DFO,NZL,FL,1,50,FL 2192
FL_AFG_20030317_681,"[67.362, 36.748]",GREEN Flood in Afghanistan from: 17 Mar 2003 00 to: 28 Mar 2003 23.,GREEN,1,GREEN,1,Afghanistan,3/17/2003,2003-03-28T23:59:59,5.19,DFO,AFG,FL,14,2000,FL 2184
FL_MOZ_20030326_682,"[34.906, -19.764]",GREEN Flood in Mozambique from: 26 Mar 2003 00 to: 28 Mar 2003 23.,GREEN,1,GREEN,1,Mozambique,3/26/2003,2003-03-28T23:59:59,3.32,DFO,MOZ,FL,2,15000,FL 2194
FL_IRN_20030326_683,"[51.619, 31.512]",GREEN Flood in Iran from: 26 Mar 2003 00 to: 27 Mar 2003 23.,GREEN,1,GREEN,1,Iran,3/26/2003,2003-03-27T23:59:59,3.79,DFO,IRN,FL,0,-,FL 2195
FL_IRN_20030327_684,"[57.583, 37.111]",GREEN Flood in Iran from: 27 Mar 2003 00 to: 27 Mar 2003 23.,GREEN,1,GREEN,1,Iran,3/27/2003,2003-03-27T23:59:59,2.96,DFO,IRN,FL,0,800,FL 2196
FL_ZAF_20030323_685,"[20.115, -33.757]",GREEN Flood in South Africa from: 23 Mar 2003 00 to: 26 Mar 2003 23.,GREEN,1,GREEN,1,South Africa,3/23/2003,2003-03-26T23:59:59,3.42,DFO,ZAF,FL,1,500,FL 2188
FL_IDN_20030320_686,"[119.784, -3.094]",GREEN Flood in Indonesia from: 20 Mar 2003 00 to: 25 Mar 2003 23.,GREEN,1,GREEN,1,Indonesia,3/20/2003,2003-03-25T23:59:59,3.82,DFO,IDN,FL,12,-,FL 2190
FL_AUS_20030222_687,"[138.398, -29.213]",GREEN Flood in Australia from: 22 Feb 2003 00 to: 24 Mar 2003 23.,GREEN,1,GREEN,1,Australia,2/22/2003,2003-03-24T23:59:59,7.59,DFO,AUS,FL,0,-,FL 2170
FL_COL_20030318_688,"[-75.517, 5.211]",GREEN Flood in Columbia from: 18 Mar 2003 00 to: 22 Mar 2003 23.,GREEN,1,GREEN,1,Columbia,3/18/2003,2003-03-22T23:59:59,4.21,DFO,COL,FL,24,-,FL 2186
FL_ZMB_20030115_689,"[21.701, -12.176]",GREEN Flood in Zambia from: 15 Jan 2003 00 to: 01 Jul 2003 23.,GREEN,1,GREEN,1,Zambia,1/15/2003,2003-07-01T23:59:59,8.31,DFO,ZMB,FL,7,20000,FL 2161
FL_AZE_20030416_690,"[47.193, 40.942]",GREEN Flood in Azerbaijan from: 16 Apr 2003 00 to: 04 Jun 2003 23.,GREEN,1,GREEN,1,Azerbaijan,4/16/2003,2003-06-04T23:59:59,6.19,DFO,AZE,FL,0,-,FL 2206
FL_KEN_20030421_691,"[35.198, -0.139]",RED Flood in Kenya from: 21 Apr 2003 00 to: 04 Jun 2003 23.,RED,3,RED,3,Kenya,4/21/2003,2003-06-04T23:59:59,7.32,DFO,KEN,FL,77,1000000,FL 2213
FL_RUS_20030416_692,"[64.739, 55.454]",GREEN Flood in Russia from: 16 Apr 2003 00 to: 28 May 2003 23.,GREEN,1,GREEN,1,Russia,4/16/2003,2003-05-28T23:59:59,7.13,DFO,RUS,FL,0,-,FL 2208
FL_RUS_20030415_693,"[35.708, 52.553]",GREEN Flood in Russia from: 15 Apr 2003 00 to: 18 May 2003 23.,GREEN,1,GREEN,1,Russia,4/15/2003,2003-05-18T23:59:59,7.13,DFO,RUS,FL,0,600,FL 2209
FL_RUS_20030401_694,"[42.899, 49.241]",GREEN Flood in Russia from: 01 Apr 2003 00 to: 14 May 2003 23.,GREEN,1,GREEN,1,Russia,4/1/2003,2003-05-14T23:59:59,8.1,DFO,RUS,FL,1,8000,FL 2199
FL_RUS_20030423_695,"[79.316, 57.821]",GREEN Flood in Russia from: 23 Apr 2003 00 to: 13 May 2003 23.,GREEN,1,GREEN,1,Russia,4/23/2003,2003-05-13T23:59:59,7.26,DFO,RUS,FL,0,500,FL 2214
FL_ARG_20030428_696,"[-60.497, -31.579]",ORANGE Flood in Argentina from: 28 Apr 2003 00 to: 10 May 2003 23.,ORANGE,2,ORANGE,2,Argentina,4/28/2003,2003-05-10T23:59:59,6.86,DFO,ARG,FL,24,161500,FL 2216
FL_BLR_20030322_697,"[25.203, 52.577]",GREEN Flood in Belarus from: 22 Mar 2003 00 to: 05 May 2003 23.,GREEN,1,GREEN,1,Belarus,3/22/2003,2003-05-05T23:59:59,7.11,DFO,BLR,FL,0,-,FL 2193
FL_USA_20030429_698,"[-148.177, 64.977]",GREEN Flood in USA from: 29 Apr 2003 00 to: 04 May 2003 23.,GREEN,1,GREEN,1,USA,4/29/2003,2003-05-04T23:59:59,4.61,DFO,USA,FL,0,-,FL 2219
FL_PNG_20030414_699,"[143.696, -4.402]",GREEN Flood in Papua New Guinea from: 14 Apr 2003 00 to: 04 May 2003 23.,GREEN,1,GREEN,1,Papua New Guinea,4/14/2003,2003-05-04T23:59:59,5.7,DFO,PNG,FL,0,-,FL 2220
FL_COM_20030425_700,"[43.741, -12.315]",GREEN Flood in Comoros Islands from: 25 Apr 2003 00 to: 27 Apr 2003 23.,GREEN,1,GREEN,1,Comoros Islands,4/25/2003,2003-04-27T23:59:59,2.8,DFO,COM,FL,0,300,FL 2218
FL_TJK_20030413_701,"[69.205, 38.043]",GREEN Flood in Tajikistan from: 13 Apr 2003 00 to: 25 Apr 2003 23.,GREEN,1,GREEN,1,Tajikistan,4/13/2003,2003-04-25T23:59:59,4.81,DFO,TJK,FL,1,6000,FL 2204
FL_AFG_20030423_702,"[68.874, 33.951]",GREEN Flood in Afghanistan from: 23 Apr 2003 00 to: 24 Apr 2003 23.,GREEN,1,GREEN,1,Afghanistan,4/23/2003,2003-04-24T23:59:59,3.46,DFO,AFG,FL,0,2000,FL 2215
FL_AFG_20030421_703,"[69.216, 36.724]",GREEN Flood in Afghanistan from: 21 Apr 2003 00 to: 22 Apr 2003 23.,GREEN,1,GREEN,1,Afghanistan,4/21/2003,2003-04-22T23:59:59,3.48,DFO,AFG,FL,0,-,FL 2212
FL_HTI_20030416_704,"[-65.827, 18.253]",GREEN Flood in Haiti from: 16 Apr 2003 00 to: 22 Apr 2003 23.,GREEN,1,GREEN,1,Haiti,4/16/2003,2003-04-22T23:59:59,3.9,DFO,HTI,FL,4,300,FL 2207
FL_BRA_20030111_705,"[-50.482, -11.878]",GREEN Flood in Brazil from: 11 Jan 2003 00 to: 22 Apr 2003 23.,GREEN,1,GREEN,1,Brazil,1/11/2003,2003-04-22T23:59:59,7.15,DFO,BRA,FL,0,-,FL 2173
FL_ZMB_20030115_706,"[21.701, -12.176]",GREEN Flood in Zambia from: 15 Jan 2003 00 to: 01 Jul 2003 23.,GREEN,1,GREEN,1,Zambia,1/15/2003,2003-07-01T23:59:59,8.31,DFO,ZMB,FL,7,20000,FL 2161
FL_RUS_20030527_707,"[128.13, 62.879]",GREEN Flood in Russia from: 27 May 2003 00 to: 20 Jun 2003 23.,GREEN,1,GREEN,1,Russia,5/27/2003,2003-06-20T23:59:59,6.19,DFO,RUS,FL,0,400,FL 2238
FL_AFG_20030526_708,"[68.915, 36.438]",GREEN Flood in Afghanistan from: 26 May 2003 00 to: 06 Jun 2003 23.,GREEN,1,GREEN,1,Afghanistan,5/26/2003,2003-06-06T23:59:59,5.09,DFO,AFG,FL,0,400,FL 2236
FL_KEN_20030421_709,"[35.198, -0.139]",RED Flood in Kenya from: 21 Apr 2003 00 to: 04 Jun 2003 23.,RED,3,RED,3,Kenya,4/21/2003,2003-06-04T23:59:59,7.32,DFO,KEN,FL,77,1000000,FL 2213
FL_AZE_20030416_710,"[47.193, 40.942]",GREEN Flood in Azerbaijan from: 16 Apr 2003 00 to: 04 Jun 2003 23.,GREEN,1,GREEN,1,Azerbaijan,4/16/2003,2003-06-04T23:59:59,6.19,DFO,AZE,FL,0,-,FL 2206
FL_MDA_20030529_711,"[28.607, 47.381]",GREEN Flood in Moldova from: 29 May 2003 00 to: 31 May 2003 23.,GREEN,1,GREEN,1,Moldova,5/29/2003,2003-05-31T23:59:59,4.07,DFO,MDA,FL,3,-,FL 2239
FL_USA_20030525_712,"[-78.496, 37.223]",GREEN Flood in USA from: 25 May 2003 00 to: 30 May 2003 23.,GREEN,1,GREEN,1,USA,5/25/2003,2003-05-30T23:59:59,5.03,DFO,USA,FL,1,-,FL 2237
FL_PHL_20030526_713,"[120.74, 15.596]",GREEN Flood in Philippines from: 26 May 2003 00 to: 30 May 2003 23.,GREEN,1,GREEN,1,Philippines,5/26/2003,2003-05-30T23:59:59,5.24,DFO,PHL,FL,41,8357,FL 2235
FL_NGA_20030528_714,"[8.434, 11.81]",GREEN Flood in Nigeria from: 28 May 2003 00 to: 29 May 2003 23.,GREEN,1,GREEN,1,Nigeria,5/28/2003,2003-05-29T23:59:59,3.2,DFO,NGA,FL,1,800,FL 2250
FL_RUS_20030416_715,"[64.739, 55.454]",GREEN Flood in Russia from: 16 Apr 2003 00 to: 28 May 2003 23.,GREEN,1,GREEN,1,Russia,4/16/2003,2003-05-28T23:59:59,7.13,DFO,RUS,FL,0,-,FL 2208
FL_LKA_20030517_716,"[80.788, 6.619]",ORANGE Flood in Sri Lanka from: 17 May 2003 00 to: 26 May 2003 23.,ORANGE,2,ORANGE,2,Sri Lanka,5/17/2003,2003-05-26T23:59:59,5.43,DFO,LKA,FL,266,300000,FL 2232
FL_BGD_20030611_717,"[90.854, 26.171]",RED Flood in Bangladesh from: 11 Jun 2003 00 to: 10 Oct 2003 23.,RED,3,RED,3,Bangladesh,6/11/2003,2003-10-10T23:59:59,8.23,DFO,BGD,FL,600,9500000,FL 2248
FL_CHN_20030623_718,"[118.401, 28.831]",RED Flood in China from: 23 Jun 2003 00 to: 28 Jul 2003 23.,RED,3,RED,3,China,6/23/2003,2003-07-28T23:59:59,7.74,DFO,CHN,FL,430,1500000,FL 2261
FL_BGD_20030619_719,"[91.933, 21.924]",GREEN Flood in Bangladesh from: 19 Jun 2003 00 to: 03 Jul 2003 23.,GREEN,1,GREEN,1,Bangladesh,6/19/2003,2003-07-03T23:59:59,4.8,DFO,BGD,FL,55,20000,FL 2257
FL_URY_20030628_720,"[-56.004, -34.433]",GREEN Flood in Uruguay from: 28 Jun 2003 00 to: 02 Jul 2003 23.,GREEN,1,GREEN,1,Uruguay,6/28/2003,2003-07-02T23:59:59,4.54,DFO,URY,FL,1,300,FL 2268
FL_ZMB_20030115_721,"[21.701, -12.176]",GREEN Flood in Zambia from: 15 Jan 2003 00 to: 01 Jul 2003 23.,GREEN,1,GREEN,1,Zambia,1/15/2003,2003-07-01T23:59:59,8.31,DFO,ZMB,FL,7,20000,FL 2161
FL_NZL_20030628_722,"[172.993, -41.395]",GREEN Flood in New Zealand from: 28 Jun 2003 00 to: 30 Jun 2003 23.,GREEN,1,GREEN,1,New Zealand,6/28/2003,2003-06-30T23:59:59,3.72,DFO,NZL,FL,0,-,FL 2267
FL_GTM_20030625_723,"[-90.491, 14.621]",GREEN Flood in Guatemala from: 25 Jun 2003 00 to: 30 Jun 2003 23.,GREEN,1,GREEN,1,Guatemala,6/25/2003,2003-06-30T23:59:59,2.96,DFO,GTM,FL,3,40,FL 2263
FL_USA_20030622_724,"[-81.894, 27.267]",GREEN Flood in USA from: 22 Jun 2003 00 to: 28 Jun 2003 23.,GREEN,1,GREEN,1,USA,6/22/2003,2003-06-28T23:59:59,5.12,DFO,USA,FL,0,250,FL 2259
FL_IND_20030620_725,"[73.44, 21.396]",GREEN Flood in India from: 20 Jun 2003 00 to: 26 Jun 2003 23.,GREEN,1,GREEN,1,India,6/20/2003,2003-06-26T23:59:59,5.42,DFO,IND,FL,4,-,FL 2260
FL_PHL_20030625_726,"[124.377, 7.044]",GREEN Flood in Philippines from: 25 Jun 2003 00 to: 26 Jun 2003 23.,GREEN,1,GREEN,1,Philippines,6/25/2003,2003-06-26T23:59:59,3.37,DFO,PHL,FL,2,10000,FL 2264
FL_AFG_20030625_727,"[70.94, 38.199]",GREEN Flood in Afghanistan from: 25 Jun 2003 00 to: 26 Jun 2003 23.,GREEN,1,GREEN,1,Afghanistan,6/25/2003,2003-06-26T23:59:59,3.75,DFO,AFG,FL,0,-,FL 2265
FL_IRN_20030626_728,"[50.776, 36.682]",GREEN Flood in Iran from: 26 Jun 2003 00 to: 26 Jun 2003 23.,GREEN,1,GREEN,1,Iran,6/26/2003,2003-06-26T23:59:59,3.04,DFO,IRN,FL,0,-,FL 2266
FL_USA_20030623_729,"[-97.096, 40.715]",GREEN Flood in USA from: 23 Jun 2003 00 to: 26 Jun 2003 23.,GREEN,1,GREEN,1,USA,6/23/2003,2003-06-26T23:59:59,5.22,DFO,USA,FL,1,-,FL 2262
FL_IND_20030621_730,"[74.927, 12.916]",GREEN Flood in India from: 21 Jun 2003 00 to: 24 Jun 2003 23.,GREEN,1,GREEN,1,India,6/21/2003,2003-06-24T23:59:59,3.49,DFO,IND,FL,4,-,FL 2258
FL_AFG_20030616_731,"[70.615, 37.87]",GREEN Flood in Afghanistan from: 16 Jun 2003 00 to: 21 Jun 2003 23.,GREEN,1,GREEN,1,Afghanistan,6/16/2003,2003-06-21T23:59:59,4.2,DFO,AFG,FL,13,100,FL 2256
FL_RUS_20030527_732,"[128.13, 62.879]",GREEN Flood in Russia from: 27 May 2003 00 to: 20 Jun 2003 23.,GREEN,1,GREEN,1,Russia,5/27/2003,2003-06-20T23:59:59,6.19,DFO,RUS,FL,0,400,FL 2238
FL_UNK_20030616_733,"[125.657, -9.012]",GREEN Flood in East Timor from: 16 Jun 2003 00 to: 20 Jun 2003 23.,GREEN,1,GREEN,1,East Timor,6/16/2003,2003-06-20T23:59:59,4.81,DFO,,FL,2,600,FL 2255
FL_USA_20030613_734,"[-82.363, 38.357]",GREEN Flood in USA from: 13 Jun 2003 00 to: 19 Jun 2003 23.,GREEN,1,GREEN,1,USA,6/13/2003,2003-06-19T23:59:59,5.63,DFO,USA,FL,7,1500,FL 2253
FL_BGD_20030611_735,"[90.854, 26.171]",RED Flood in Bangladesh from: 11 Jun 2003 00 to: 10 Oct 2003 23.,RED,3,RED,3,Bangladesh,6/11/2003,2003-10-10T23:59:59,8.23,DFO,BGD,FL,600,9500000,FL 2248
FL_CHN_20030727_736,"[124.702, 47.944]",GREEN Flood in China from: 27 Jul 2003 00 to: 10 Oct 2003 23.,GREEN,1,GREEN,1,China,7/27/2003,2003-10-10T23:59:59,7.21,DFO,CHN,FL,0,1000,FL 2296
FL_UNK_20030702_737,"[95.504, 20.575]",GREEN Flood in Burma from: 02 Jul 2003 00 to: 01 Sep 2003 23.,GREEN,1,GREEN,1,Burma,7/2/2003,2003-09-01T23:59:59,7.16,DFO,,FL,0,-,FL 2276
FL_PAK_20030715_738,"[72.21, 28.732]",RED Flood in Pakistan from: 15 Jul 2003 00 to: 01 Sep 2003 23.,RED,3,RED,3,Pakistan,7/15/2003,2003-09-01T23:59:59,7.63,DFO,PAK,FL,285,900000,FL 2279
FL_SSD_20030728_739,"[36.459, 15.383]",ORANGE Flood in Sudan and Eritrea from: 28 Jul 2003 00 to: 21 Aug 2003 23.,ORANGE,2,ORANGE,2,Sudan and Eritrea,7/28/2003,2003-08-21T23:59:59,6.68,DFO,SSD,FL,20,325000,FL 2298
FL_NPL_20030703_740,"[84.053, 28.593]",ORANGE Flood in Nepal from: 03 Jul 2003 00 to: 20 Aug 2003 23.,ORANGE,2,ORANGE,2,Nepal,7/3/2003,2003-08-20T23:59:59,6.83,DFO,NPL,FL,217,4000,FL 2275
FL_MNG_20030721_741,"[103.35, 49.324]",GREEN Flood in Mongolia from: 21 Jul 2003 00 to: 10 Aug 2003 23.,GREEN,1,GREEN,1,Mongolia,7/21/2003,2003-08-10T23:59:59,6.77,DFO,MNG,FL,20,400,FL 2287
FL_CHN_20030701_742,"[115.718, 32.517]",RED Flood in China from: 01 Jul 2003 00 to: 07 Aug 2003 23.,RED,3,RED,3,China,7/1/2003,2003-08-07T23:59:59,6.98,DFO,CHN,FL,18,1600000,FL 2269
FL_IND_20030729_743,"[73.96, 21.981]",GREEN Flood in India from: 29 Jul 2003 00 to: 02 Aug 2003 23.,GREEN,1,GREEN,1,India,7/29/2003,2003-08-02T23:59:59,4.81,DFO,IND,FL,2,14000,FL 2299
FL_VNM_20030725_744,"[103.048, 21.871]",GREEN Flood in Vietnam from: 25 Jul 2003 00 to: 01 Aug 2003 23.,GREEN,1,GREEN,1,Vietnam,7/25/2003,2003-08-01T23:59:59,4.98,DFO,VNM,FL,5,-,FL 2297
FL_ETH_20030719_745,"[41.056, 10.902]",GREEN Flood in Ethiopia from: 19 Jul 2003 00 to: 01 Aug 2003 23.,GREEN,1,GREEN,1,Ethiopia,7/19/2003,2003-08-01T23:59:59,5.87,DFO,ETH,FL,2,7000,FL 2285
FL_CHN_20030730_746,"[111.067, 39.043]",GREEN Flood in China from: 30 Jul 2003 00 to: 01 Aug 2003 23.,GREEN,1,GREEN,1,China,7/30/2003,2003-08-01T23:59:59,4.47,DFO,CHN,FL,2,-,FL 2301
FL_RUS_20030729_747,"[94.033, 51.231]",GREEN Flood in Russia from: 29 Jul 2003 00 to: 31 Jul 2003 23.,GREEN,1,GREEN,1,Russia,7/29/2003,2003-07-31T23:59:59,4.39,DFO,RUS,FL,0,600,FL 2302
FL_USA_20030727_748,"[-149.976, 63.912]",GREEN Flood in USA from: 27 Jul 2003 00 to: 31 Jul 2003 23.,GREEN,1,GREEN,1,USA,7/27/2003,2003-07-31T23:59:59,4.82,DFO,USA,FL,0,20,FL 2295
FL_AFG_20030729_749,"[70.588, 35.842]",GREEN Flood in Afghanistan from: 29 Jul 2003 00 to: 30 Jul 2003 23.,GREEN,1,GREEN,1,Afghanistan,7/29/2003,2003-07-30T23:59:59,4.01,DFO,AFG,FL,30,-,FL 2300
FL_CHN_20030623_750,"[118.401, 28.831]",RED Flood in China from: 23 Jun 2003 00 to: 28 Jul 2003 23.,RED,3,RED,3,China,6/23/2003,2003-07-28T23:59:59,7.74,DFO,CHN,FL,430,1500000,FL 2261
FL_USA_20030721_751,"[-80.925, 41.065]",GREEN Flood in USA from: 21 Jul 2003 00 to: 28 Jul 2003 23.,GREEN,1,GREEN,1,USA,7/21/2003,2003-07-28T23:59:59,4.99,DFO,USA,FL,3,1000,FL 2286
FL_NGA_20030727_752,"[9.135, 6.929]",GREEN Flood in Nigeria from: 27 Jul 2003 00 to: 27 Jul 2003 23.,GREEN,1,GREEN,1,Nigeria,7/27/2003,2003-07-27T23:59:59,3.42,DFO,NGA,FL,2,3000,FL 2294
FL_KGZ_20030721_753,"[77.103, 43.675]",GREEN Flood in Kyrgyzstan from: 21 Jul 2003 00 to: 25 Jul 2003 23.,GREEN,1,GREEN,1,Kyrgyzstan,7/21/2003,2003-07-25T23:59:59,5.82,DFO,KGZ,FL,1,-,FL 2288
FL_VEN_20030721_754,"[-63.329, 10.419]",GREEN Flood in Venezuela from: 21 Jul 2003 00 to: 25 Jul 2003 23.,GREEN,1,GREEN,1,Venezuela,7/21/2003,2003-07-25T23:59:59,4.67,DFO,VEN,FL,0,860,FL 2289
FL_NGA_20030723_755,"[8.943, 6.286]",GREEN Flood in Nigeria from: 23 Jul 2003 00 to: 25 Jul 2003 23.,GREEN,1,GREEN,1,Nigeria,7/23/2003,2003-07-25T23:59:59,4.39,DFO,NGA,FL,5,-,FL 2290
FL_CHN_20030723_756,"[110.141, 21.211]",GREEN Flood in China from: 23 Jul 2003 00 to: 25 Jul 2003 23.,GREEN,1,GREEN,1,China,7/23/2003,2003-07-25T23:59:59,5.18,DFO,CHN,FL,14,30000,FL 2291
FL_NGA_20030722_757,"[11.174, 10.2]",GREEN Flood in Nigeria from: 22 Jul 2003 00 to: 24 Jul 2003 23.,GREEN,1,GREEN,1,Nigeria,7/22/2003,2003-07-24T23:59:59,3.66,DFO,NGA,FL,0,160,FL 2293
FL_CHN_20030824_758,"[107.985, 35.681]",ORANGE Flood in China from: 24 Aug 2003 00 to: 12 Nov 2003 23.,ORANGE,2,ORANGE,2,China,8/24/2003,2003-11-12T23:59:59,7.88,DFO,CHN,FL,123,670000,FL 2332
FL_SEN_20030809_759,"[0.786, 26.379]",GREEN Flood in Senegal from: 09 Aug 2003 00 to: 05 Nov 2003 23.,GREEN,1,GREEN,1,Senegal,8/9/2003,2003-11-05T23:59:59,6.85,DFO,SEN,FL,10,5300,FL 2315
FL_TCD_20030803_760,"[20.25, 10.996]",GREEN Flood in Chad from: 03 Aug 2003 00 to: 02 Nov 2003 23.,GREEN,1,GREEN,1,Chad,8/3/2003,2003-11-02T23:59:59,7.65,DFO,TCD,FL,0,-,FL 2303
FL_IND_20030827_761,"[85.894, 20.626]",RED Flood in India from: 27 Aug 2003 00 to: 20 Oct 2003 23.,RED,3,RED,3,India,8/27/2003,2003-10-20T23:59:59,6.81,DFO,IND,FL,67,3000000,FL 2338
FL_NGA_20030805_762,"[4.735, 12.395]",GREEN Flood in Nigeria from: 05 Aug 2003 00 to: 12 Oct 2003 23.,GREEN,1,GREEN,1,Nigeria,8/5/2003,2003-10-12T23:59:59,6.98,DFO,NGA,FL,7,10000,FL 2311
FL_CHN_20030727_763,"[124.702, 47.944]",GREEN Flood in China from: 27 Jul 2003 00 to: 10 Oct 2003 23.,GREEN,1,GREEN,1,China,7/27/2003,2003-10-10T23:59:59,7.21,DFO,CHN,FL,0,1000,FL 2296
FL_BGD_20030611_764,"[90.854, 26.171]",RED Flood in Bangladesh from: 11 Jun 2003 00 to: 10 Oct 2003 23.,RED,3,RED,3,Bangladesh,6/11/2003,2003-10-10T23:59:59,8.23,DFO,BGD,FL,600,9500000,FL 2248
FL_KEN_20030826_765,"[34.244, 0.227]",GREEN Flood in Kenya from: 26 Aug 2003 00 to: 12 Sep 2003 23.,GREEN,1,GREEN,1,Kenya,8/26/2003,2003-09-12T23:59:59,4.65,DFO,KEN,FL,1,2100,FL 2334
FL_ETH_20030819_766,"[-115.508, 35.529]",GREEN Flood in Ethiopia from: 19 Aug 2003 00 to: 09 Sep 2003 23.,GREEN,1,GREEN,1,Ethiopia,8/19/2003,2003-09-09T23:59:59,5.88,DFO,ETH,FL,0,7000,FL 2324
FL_UNK_20030702_767,"[95.504, 20.575]",GREEN Flood in Burma from: 02 Jul 2003 00 to: 01 Sep 2003 23.,GREEN,1,GREEN,1,Burma,7/2/2003,2003-09-01T23:59:59,7.16,DFO,,FL,0,-,FL 2276
FL_PAK_20030715_768,"[72.21, 28.732]",RED Flood in Pakistan from: 15 Jul 2003 00 to: 01 Sep 2003 23.,RED,3,RED,3,Pakistan,7/15/2003,2003-09-01T23:59:59,7.63,DFO,PAK,FL,285,900000,FL 2279
FL_USA_20030830_769,"[-96.329, 38.51]",GREEN Flood in USA from: 30 Aug 2003 00 to: 31 Aug 2003 23.,GREEN,1,GREEN,1,USA,8/30/2003,2003-08-31T23:59:59,3.67,DFO,USA,FL,6,-,FL 2341
