disaster_id,coordinates,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,source,iso3,eventtype,Death,Displaced,GDACS_ID
FL_YEM_20220825_2164,"[44.8836135, 13.0577821]",Green Flood in Yemen from: 25 Aug 2022 01 to: 18 Sep 2022 01.,Green,1,Green,0.5,Yemen,8/25/2022,2022-09-18T01:00:00,0,GLOFAS,YEM,FL,3,-,FL 1101681
FL_COL_20220819_2165,"[-73.8525627, 7.0673313]",Green Flood in Colombia from: 19 Aug 2022 01 to: 14 Sep 2022 01.,Green,1,Green,0.5,Colombia,8/19/2022,2022-09-14T01:00:00,0,GLOFAS,COL,FL,5,3000,FL 1101610
FL_MEX_20220801_2166,"[-117.0430865, 34.033625]",Green Flood in Mexico from: 01 Aug 2022 01 to: 10 Sep 2022 01.,Green,1,Green,0.5,Mexico,8/1/2022,2022-09-10T01:00:00,0,GLOFAS,MEX,FL,12,531,FL 1101568
FL_ETH_20220801_2167,"[34.5877344, 8.2503656]",Orange Flood in Ethiopia from: 01 Aug 2022 01 to: 08 Nov 2022 01.,Orange,2,Orange,1.5,Ethiopia,8/1/2022,2022-11-08T01:00:00,0,GLOFAS,ETH,FL,0,185200,FL 1101733
FL_NGA_20220910_2168,"[6.028898, 4.7629786]",Red Flood in Nigeria from: 10 Sep 2022 01 to: 26 Oct 2022 01.,Red,3,Red,2.5,Nigeria,9/10/2022,2022-10-26T01:00:00,0,GLOFAS,NGA,FL,605,1306000,FL 1101659
FL_BRA_20220930_2169,"[-44.1588654, -18.5264844]",Green Flood in Brazil from: 30 Sep 2022 01 to: 02 Oct 2022 01.,Green,1,Green,0.5,Brazil,9/30/2022,2022-10-02T01:00:00,0,GLOFAS,BRA,FL,0,2178,FL 1101746
FL_GBR_20220930_2170,"[-3.1302903, 54.590493]",Green Flood in United Kingdom from: 30 Sep 2022 01 to: 01 Oct 2022 01.,Green,1,Green,0.5,United Kingdom,9/30/2022,2022-10-01T01:00:00,0,GLOFAS,GBR,FL,0,-,FL 1101690
FL_IDN_20220925_2171,"[115.9423113, -2.4927715]",Green Flood in Indonesia from: 25 Sep 2022 01 to: 30 Sep 2022 01.,Green,1,Green,0.5,Indonesia,9/25/2022,2022-09-30T01:00:00,0,GLOFAS,IDN,FL,6,-,FL 1101682
FL_FRA_20220928_2172,"[-0.728247400084667, 43.18718655]",Green Flood in France from: 28 Sep 2022 01 to: 30 Sep 2022 01.,Green,1,Green,0.5,France,9/28/2022,2022-09-30T01:00:00,0,GLOFAS,FRA,FL,0,-,FL 1101683
FL_HRV_20220927_2173,"[14.4412309, 45.3271752]",Green Flood in Croatia from: 27 Sep 2022 01 to: 29 Sep 2022 01.,Green,1,Green,0.5,Croatia,9/27/2022,2022-09-29T01:00:00,0,GLOFAS,HRV,FL,1,-,FL 1101684
FL_COD_20221101_2174,"[28.8594885, -2.5055839]",Green Flood in Democratic Republic of the Congo from: 01 Nov 2022 01 to: 06 Jan 2023 01.,Green,1,Green,0.5,Democratic Republic of the Congo,11/1/2022,2023-01-06T01:00:00,0,GLOFAS,COD,FL,16,300,FL 1101735
FL_BRA_20221126_2175,"[-44.1588654, -18.5264844]",Green Flood in Brazil from: 26 Nov 2022 01 to: 07 Dec 2022 01.,Green,1,Green,0.5,Brazil,11/26/2022,2022-12-07T01:00:00,0,GLOFAS,BRA,FL,9,9480,FL 1101767
FL_USA_20221222_2176,"[-70.9592096, 42.0334341]",Green Flood in United States from: 22 Dec 2022 01 to: 28 Jan 2023 01.,Green,1,Green,0.5,United States,12/22/2022,2023-01-28T01:00:00,0,GLOFAS,USA,FL,4,500,FL 1101796
FL_PHL_20221210_2177,"[124.997556122154, 11.32782725]",Orange Flood in Philippines from: 10 Dec 2022 01 to: 23 Jan 2023 01.,Orange,2,Orange,1.5,Philippines,12/10/2022,2023-01-23T01:00:00,0,GLOFAS,PHL,FL,63,330071,FL 1101778
FL_GBR_20221229_2178,"[-2.0903183, 49.1948946]",Green Flood in United Kingdom from: 29 Dec 2022 01 to: 18 Jan 2023 01.,Green,1,Green,0.5,United Kingdom,12/29/2022,2023-01-18T01:00:00,0,GLOFAS,GBR,FL,0,80,FL 1101800
FL_IDN_20221208_2179,"[106.4383029, -6.2101427]",Green Flood in Indonesia from: 08 Dec 2022 01 to: 09 Jan 2023 01.,Green,1,Green,0.5,Indonesia,12/8/2022,2023-01-09T01:00:00,0,GLOFAS,IDN,FL,2,18809,FL 1101777
FL_BRA_20221219_2180,"[-54.6162947, -20.4640173]",Green Flood in Brazil from: 19 Dec 2022 01 to: 06 Jan 2023 01.,Green,1,Green,0.5,Brazil,12/19/2022,2023-01-06T01:00:00,0,GLOFAS,BRA,FL,3,242,FL 1101792
FL_COD_20221101_2181,"[28.8594885, -2.5055839]",Green Flood in Democratic Republic of the Congo from: 01 Nov 2022 01 to: 06 Jan 2023 01.,Green,1,Green,0.5,Democratic Republic of the Congo,11/1/2022,2023-01-06T01:00:00,0,GLOFAS,COD,FL,16,300,FL 1101735
FL_AUS_20221229_2182,"[149.1012676, -35.2975906]",Green Flood in Australia from: 29 Dec 2022 01 to: 05 Jan 2023 01.,Green,1,Green,0.5,Australia,12/29/2022,2023-01-05T01:00:00,0,GLOFAS,AUS,FL,0,700,FL 1101802
FL_FRA_20221230_2183,"[-3.5505644, 47.8692882]",Green Flood in France from: 30 Dec 2022 01 to: 02 Jan 2023 01.,Green,1,Green,0.5,France,12/30/2022,2023-01-02T01:00:00,0,GLOFAS,FRA,FL,0,-,FL 1101799
FL_PER_20230116_2184,"[-76.7554964893225, -11.347645]",Green Flood in Peru from: 16 Jan 2023 01 to: 18 Apr 2023 01.,Green,1,Green,0.5,Peru,1/16/2023,2023-04-18T01:00:00,0,GLOFAS,PER,FL,24,2045,FL 1101832
FL_BRA_20230117_2185,"[-57.883586, -21.698078]",Green Flood in Brazil from: 17 Jan 2023 01 to: 19 Feb 2023 01.,Green,1,Green,0.5,Brazil,1/17/2023,2023-02-19T01:00:00,0,GLOFAS,BRA,FL,5,4900,FL 1101822
FL_PER_20230116_2186,"[-76.7554964893225, -11.347645]",Green Flood in Peru from: 16 Jan 2023 01 to: 18 Apr 2023 01.,Green,1,Green,0.5,Peru,1/16/2023,2023-04-18T01:00:00,0,GLOFAS,PER,FL,24,2045,FL 1101832
FL_USA_20230208_2187,"[-119.7762733, 39.2029633]",Green Flood in United States from: 08 Feb 2023 01 to: 15 Mar 2023 01.,Green,1,Green,0.5,United States,2/8/2023,2023-03-15T01:00:00,0,GLOFAS,USA,FL,6,9460,FL 1101852
FL_PER_20230116_2188,"[-76.7554964893225, -11.347645]",Green Flood in Peru from: 16 Jan 2023 01 to: 18 Apr 2023 01.,Green,1,Green,0.5,Peru,1/16/2023,2023-04-18T01:00:00,0,GLOFAS,PER,FL,24,2045,FL 1101832
FL_MEX_20230329_2189,"[-96.1324578221904, 17.0351314]",Green Flood in Mexico from: 29 Mar 2023 01 to: 15 Apr 2023 01.,Green,1,Green,0.5,Mexico,3/29/2023,2023-04-15T01:00:00,0,GLOFAS,MEX,FL,1,-,FL 1101912
FL_SOM_20230320_2190,"[42.2849308, 2.3372449]",Orange Flood in Somalia from: 20 Mar 2023 01 to: 14 Apr 2023 01.,Orange,2,Orange,1.5,Somalia,3/20/2023,2023-04-14T01:00:00,0,GLOFAS,SOM,FL,30,140000,FL 1101908
FL_FRA_20230430_2191,"[-1.5504787, 43.3557594]",Green Flood in France from: 30 Apr 2023 01 to: 14 May 2023 01.,Green,1,Green,0.5,France,4/30/2023,2023-05-14T01:00:00,0,GLOFAS,FRA,FL,0,-,FL 1101974
FL_CAN_20230429_2192,"[-139.095461120838, 64.0570088]",Green Flood in Canada from: 29 Apr 2023 01 to: 10 May 2023 01.,Green,1,Green,0.5,Canada,4/29/2023,2023-05-10T01:00:00,0,GLOFAS,CAN,FL,0,184,FL 1101967
FL_COL_20230516_2193,"[-73.6201517, 4.1347644]",Green Flood in Colombia from: 16 May 2023 01 to: 13 Jun 2023 01.,Green,1,Green,0.5,Colombia,5/16/2023,2023-06-13T01:00:00,0,GLOFAS,COL,FL,2,370,FL 1102018
FL_ECU_20230522_2194,"[-78.5211518905379, -0.23845875]",Green Flood in Ecuador from: 22 May 2023 01 to: 06 Jun 2023 01.,Green,1,Green,0.5,Ecuador,5/22/2023,2023-06-06T01:00:00,0,GLOFAS,ECU,FL,3,46,FL 1102049
FL_USA_20230526_2195,"[-93.7559378, 32.4707862]",Green Flood in United States from: 26 May 2023 01 to: 06 Jun 2023 01.,Green,1,Green,0.5,United States,5/26/2023,2023-06-06T01:00:00,0,GLOFAS,USA,FL,0,-,FL 1102028
FL_ESP_20230520_2196,"[-1.1157373, 38.613652]",Green Flood in Spain from: 20 May 2023 01 to: 06 Jun 2023 01.,Green,1,Green,0.5,Spain,5/20/2023,2023-06-06T01:00:00,0,GLOFAS,ESP,FL,0,12,FL 1102016
FL_USA_20230616_2197,"[-115.642799, 36.257191]",Green Flood in United States from: 16 Jun 2023 01 to: 24 Aug 2023 01.,Green,1,Green,0.5,United States,6/16/2023,2023-08-24T01:00:00,0,GLOFAS,USA,FL,5,14525,FL 1102075
FL_CHN_20230627_2198,"[120.0760437, 30.1533727]",Orange Flood in China from: 27 Jun 2023 01 to: 23 Jul 2023 01.,Orange,2,Green,0.5,China,6/27/2023,2023-07-23T01:00:00,0,GLOFAS,CHN,FL,15,284100,FL 1102095
FL_IND_20230613_2199,"[73.1380709542654, 18.4928092]",Green Flood in India from: 13 Jun 2023 01 to: 20 Jul 2023 01.,Green,1,Green,0.5,India,6/13/2023,2023-07-20T01:00:00,0,GLOFAS,IND,FL,74,42686,FL 1102069
FL_IDN_20230629_2200,"[113.2244162, -8.135205]",Green Flood in Indonesia from: 29 Jun 2023 01 to: 15 Jul 2023 01.,Green,1,Green,0.5,Indonesia,6/29/2023,2023-07-15T01:00:00,0,GLOFAS,IDN,FL,11,1287,FL 1102109
FL_USA_20230616_2201,"[-115.642799, 36.257191]",Green Flood in United States from: 16 Jun 2023 01 to: 24 Aug 2023 01.,Green,1,Green,0.5,United States,6/16/2023,2023-08-24T01:00:00,0,GLOFAS,USA,FL,5,14525,FL 1102075
FL_CHN_20230731_2202,"[108.9423443, 34.2607713]",Green Flood in China from: 31 Jul 2023 01 to: 15 Aug 2023 01.,Green,1,Green,0.5,China,7/31/2023,2023-08-15T01:00:00,0,GLOFAS,CHN,FL,44,43686,FL 1102148
FL_LAO_20230730_2203,"[105.715594649149, 16.50019585]",Green Flood in Laos from: 30 Jul 2023 01 to: 07 Aug 2023 01.,Green,1,Green,0.5,Laos,7/30/2023,2023-08-07T01:00:00,0,GLOFAS,LAO,FL,0,-,FL 1102162
FL_MRT_20230730_2204,"[-14.2603202, 16.5955353]",Green Flood in Mauritania from: 30 Jul 2023 01 to: 06 Aug 2023 01.,Green,1,Green,0.5,Mauritania,7/30/2023,2023-08-06T01:00:00,0,GLOFAS,MRT,FL,1,200,FL 1102157
FL_COD_20230927_2205,"[21.074106, 1.5048009]",Green Flood in Democratic Republic of Congo from: 27 Sep 2023 01 to: 08 Oct 2023 01.,Green,1,Green,0.5,Democratic Republic of Congo,9/27/2023,2023-10-08T01:00:00,0,GLOFAS,COD,FL,3,-,FL 1102244
FL_VNM_20230925_2206,"[107.1881076, 11.0355624]",Green Flood in Vietnam from: 25 Sep 2023 01 to: 04 Oct 2023 01.,Green,1,Green,0.5,Vietnam,9/25/2023,2023-10-04T01:00:00,0,GLOFAS,VNM,FL,1,-,FL 1102239
FL_GTM_20230925_2207,"[-91.5060031, 14.533149]",Green Flood in Guatemala from: 25 Sep 2023 01 to: 04 Oct 2023 01.,Green,1,Green,0.5,Guatemala,9/25/2023,2023-10-04T01:00:00,0,GLOFAS,GTM,FL,9,-,FL 1102236
FL_KEN_20231023_2208,"[38.4313975, 1.4419683]",Orange Flood in Kenya from: 23 Oct 2023 01 to: 06 Dec 2023 01.,Orange,2,Orange,1.5,Kenya,10/23/2023,2023-12-06T01:00:00,0,GLOFAS,KEN,FL,136,462160,FL 1102288
FL_SOM_20231004_2209,"[49.083416, 8.3676771]",Orange Flood in Somalia from: 04 Oct 2023 01 to: 06 Dec 2023 01.,Orange,2,Orange,1.5,Somalia,10/4/2023,2023-12-06T01:00:00,0,GLOFAS,SOM,FL,87,458126,FL 1102258
FL_GBR_20231019_2210,"[-2.76912892386411, 51.39663045]",Green Flood in United Kingdom from: 19 Oct 2023 01 to: 12 Nov 2023 01.,Green,1,Green,0.5,United Kingdom,10/19/2023,2023-11-12T01:00:00,0,GLOFAS,GBR,FL,1,1620,FL 1102284
FL_COL_20231024_2211,"[-74.1529850885827, 4.82745365]",Green Flood in Colombia from: 24 Oct 2023 01 to: 07 Nov 2023 01.,Green,1,Green,0.5,Colombia,10/24/2023,2023-11-07T01:00:00,0,GLOFAS,COL,FL,0,-,FL 1102295
FL_BRA_20231027_2212,"[-44.576389, -20.075556]",Green Flood in Brazil from: 27 Oct 2023 01 to: 05 Nov 2023 01.,Green,1,Green,0.5,Brazil,10/27/2023,2023-11-05T01:00:00,0,GLOFAS,BRA,FL,0,121,FL 1102294
FL_ITA_20231030_2213,"[10.896283, 43.8163799]",Green Flood in Italy from: 30 Oct 2023 01 to: 04 Nov 2023 01.,Green,1,Green,0.5,Italy,10/30/2023,2023-11-04T01:00:00,0,GLOFAS,ITA,FL,10,510,FL 1102301
FL_MEX_20231006_2214,"[-94.1623630522383, 18.0899541]",Green Flood in Mexico from: 06 Oct 2023 01 to: 03 Nov 2023 01.,Green,1,Green,0.5,Mexico,10/6/2023,2023-11-03T01:00:00,0,GLOFAS,MEX,FL,1,100,FL 1102262
FL_MWI_20231030_2215,"[35.1011087936239, -16.7199917]",Green Flood in Malawi from: 30 Oct 2023 01 to: 01 Nov 2023 01.,Green,1,Green,0.5,Malawi,10/30/2023,2023-11-01T01:00:00,0,GLOFAS,MWI,FL,1,219,FL 1102305
FL_AUT_20231030_2216,"[11.4798884, 47.0380876]",Green Flood in Austria from: 30 Oct 2023 01 to: 31 Oct 2023 01.,Green,1,Green,0.5,Austria,10/30/2023,2023-10-31T01:00:00,0,GLOFAS,AUT,FL,0,-,FL 1102304
FL_ECU_20231029_2217,"[-78.5441477, 0.9136965]",Green Flood in Ecuador from: 29 Oct 2023 01 to: 31 Oct 2023 01.,Green,1,Green,0.5,Ecuador,10/29/2023,2023-10-31T01:00:00,0,GLOFAS,ECU,FL,2,-,FL 1102303
FL_ARG_20231126_2218,"[-58.2320232, -32.4851849]",Green Flood in Argentina from: 26 Nov 2023 01 to: 14 Dec 2023 01.,Green,1,Green,0.5,Argentina,11/26/2023,2023-12-14T01:00:00,0,GLOFAS,ARG,FL,2,2340,FL 1102365
FL_IDN_20231130_2219,"[111.4130521, -6.9691528]",Green Flood in Indonesia from: 30 Nov 2023 01 to: 14 Dec 2023 01.,Green,1,Green,0.5,Indonesia,11/30/2023,2023-12-14T01:00:00,0,GLOFAS,IDN,FL,1,1322,FL 1102369
FL_COD_20231113_2220,"[28.8594885, -2.5055839]",Green Flood in Democratic Republic of Congo from: 13 Nov 2023 01 to: 12 Dec 2023 01.,Green,1,Green,0.5,Democratic Republic of Congo,11/13/2023,2023-12-12T01:00:00,0,GLOFAS,COD,FL,19,16680,FL 1102347
FL_BRA_20231128_2221,"[-42.419415, -22.2752762]",Green Flood in Brazil from: 28 Nov 2023 01 to: 10 Dec 2023 01.,Green,1,Green,0.5,Brazil,11/28/2023,2023-12-10T01:00:00,0,GLOFAS,BRA,FL,2,359,FL 1102360
FL_SOM_20231004_2222,"[49.083416, 8.3676771]",Orange Flood in Somalia from: 04 Oct 2023 01 to: 06 Dec 2023 01.,Orange,2,Orange,1.5,Somalia,10/4/2023,2023-12-06T01:00:00,0,GLOFAS,SOM,FL,87,458126,FL 1102258
FL_KEN_20231023_2223,"[38.4313975, 1.4419683]",Orange Flood in Kenya from: 23 Oct 2023 01 to: 06 Dec 2023 01.,Orange,2,Orange,1.5,Kenya,10/23/2023,2023-12-06T01:00:00,0,GLOFAS,KEN,FL,136,462160,FL 1102288
FL_ETH_20231101_2224,"[43.5360531, 7.2629844]",Orange Flood in Ethiopia from: 01 Nov 2023 01 to: 06 Dec 2023 01.,Orange,2,Orange,1.5,Ethiopia,11/1/2023,2023-12-06T01:00:00,0,GLOFAS,ETH,FL,53,347600,FL 1102308
FL_HRV_20231130_2225,"[15.2255172, 45.2658579]",Green Flood in Croatia from: 30 Nov 2023 01 to: 04 Dec 2023 01.,Green,1,Green,0.5,Croatia,11/30/2023,2023-12-04T01:00:00,0,GLOFAS,HRV,FL,0,-,FL 1102377
FL_AGO_20231128_2226,"[13.8656195, -8.3196672]",Green Flood in Angola from: 28 Nov 2023 01 to: 03 Dec 2023 01.,Green,1,Green,0.5,Angola,11/28/2023,2023-12-03T01:00:00,0,GLOFAS,AGO,FL,17,3466,FL 1102362
FL_ESP_20231130_2227,"[-17.8726427695137, 28.72179185]",Green Flood in Spain from: 30 Nov 2023 01 to: 02 Dec 2023 01.,Green,1,Green,0.5,Spain,11/30/2023,2023-12-02T01:00:00,0,GLOFAS,ESP,FL,0,-,FL 1102367
FL_AUS_20231128_2228,"[147.2869493, -31.8759835]",Green Flood in Australia from: 28 Nov 2023 01 to: 30 Nov 2023 01.,Green,1,Green,0.5,Australia,11/28/2023,2023-11-30T01:00:00,0,GLOFAS,AUS,FL,0,-,FL 1102364
FL_PRT_20231130_2229,"[-7.72151335401534, 39.2076447]",Green Flood in Portugal from: 30 Nov 2023 01 to: 30 Nov 2023 01.,Green,1,Green,0.5,Portugal,11/30/2023,2023-11-30T01:00:00,0,GLOFAS,PRT,FL,0,-,FL 1102375
FL_GHA_20231127_2230,"[0.0680208, 5.7682993]",Green Flood in Ghana from: 27 Nov 2023 01 to: 29 Nov 2023 01.,Green,1,Green,0.5,Ghana,11/27/2023,2023-11-29T01:00:00,0,GLOFAS,GHA,FL,0,200,FL 1102366
FL_PER_20231226_2231,"[-77.6659419, -8.5319341]",Green Flood in Peru from: 26 Dec 2023 01 to: 12 Mar 2024 01.,Green,1,Green,0.5,Peru,12/26/2023,2024-03-12T01:00:00,0,GLOFAS,PER,FL,21,727,FL 1102417
FL_BDI_20231226_2232,"[29.9324519, -3.426449]",Green Flood in Burundi from: 26 Dec 2023 01 to: 10 Feb 2024 01.,Green,1,Green,0.5,Burundi,12/26/2023,2024-02-10T01:00:00,0,GLOFAS,BDI,FL,1,3647,FL 1102409
FL_FRA_20231230_2233,"[-1.5541362, 47.2186371]",Orange Flood in France from: 30 Dec 2023 12 to: 03 Jan 2024 13.,Orange,2,Orange,1.5,France,12/30/2023,2024-01-03T13:00:00,0,GLOFAS,FRA,FL,1,743,FL 1102408
FL_DEU_20231218_2234,"[9.075962, 52.8398531]",Orange Flood in Germany from: 18 Dec 2023 11 to: 03 Jan 2024 12.,Orange,2,Orange,1.5,Germany,12/18/2023,2024-01-03T12:00:00,0,GLOFAS,DEU,FL,0,-,FL 1102407
FL_BRA_20231223_2235,"[-46.8707514, -17.2174056]",Green Flood in Brazil from: 23 Dec 2023 01 to: 03 Jan 2024 01.,Green,1,Green,0.5,Brazil,12/23/2023,2024-01-03T01:00:00,0,GLOFAS,BRA,FL,3,-,FL 1102420
FL_DOM_20231231_2236,"[-71.1356532688521, 19.80866325]",Green Flood in Dominican Republic from: 31 Dec 2023 01 to: 02 Jan 2024 01.,Green,1,Green,0.5,Dominican Republic,12/31/2023,2024-01-02T01:00:00,0,GLOFAS,DOM,FL,0,-,FL 1102421
FL_MDV_20231231_2237,"[73.5107387, 4.1779879]",Green Flood in Maldives from: 31 Dec 2023 01 to: 02 Jan 2024 01.,Green,1,Green,0.5,Maldives,12/31/2023,2024-01-02T01:00:00,0,GLOFAS,MDV,FL,0,54,FL 1102424
FL_PER_20231226_2238,"[-77.6659419, -8.5319341]",Green Flood in Peru from: 26 Dec 2023 01 to: 12 Mar 2024 01.,Green,1,Green,0.5,Peru,12/26/2023,2024-03-12T01:00:00,0,GLOFAS,PER,FL,21,727,FL 1102417
FL_AUS_20240101_2239,"[148.2493858, -41.3236306]",Green Flood in Australia from: 01 Jan 2024 01 to: 23 Feb 2024 01.,Green,1,Green,0.5,Australia,1/1/2024,2024-02-23T01:00:00,0,GLOFAS,AUS,FL,0,286,FL 1102425
FL_BDI_20231226_2240,"[29.9324519, -3.426449]",Green Flood in Burundi from: 26 Dec 2023 01 to: 10 Feb 2024 01.,Green,1,Green,0.5,Burundi,12/26/2023,2024-02-10T01:00:00,0,GLOFAS,BDI,FL,1,3647,FL 1102409
FL_PHL_20240129_2241,"[125.8556637, 7.368797]",Green Flood in Philippines from: 29 Jan 2024 01 to: 09 Feb 2024 01.,Green,1,Green,0.5,Philippines,1/29/2024,2024-02-09T01:00:00,0,GLOFAS,PHL,FL,3,12659,FL 1102455
FL_USA_20240109_2242,"[-118.191604, 33.7690164]",Green Flood in United States from: 09 Jan 2024 01 to: 03 Feb 2024 01.,Green,1,Green,0.5,United States,1/9/2024,2024-02-03T01:00:00,0,GLOFAS,USA,FL,1,405,FL 1102430
FL_CAN_20240129_2243,"[-122.808078, 50.3203804]",Green Flood in Canada from: 29 Jan 2024 01 to: 31 Jan 2024 01.,Green,1,Green,0.5,Canada,1/29/2024,2024-01-31T01:00:00,0,GLOFAS,CAN,FL,0,-,FL 1102456
FL_ECU_20240129_2244,"[-79.8451737346907, 0.0693259]",Green Flood in Ecuador from: 29 Jan 2024 01 to: 31 Jan 2024 01.,Green,1,Green,0.5,Ecuador,1/29/2024,2024-01-31T01:00:00,0,GLOFAS,ECU,FL,0,-,FL 1102454
FL_BRA_20240113_2245,"[-48.534204, -25.8187096]",Green Flood in Brazil from: 13 Jan 2024 01 to: 31 Jan 2024 01.,Green,1,Green,0.5,Brazil,1/13/2024,2024-01-31T01:00:00,0,GLOFAS,BRA,FL,18,726,FL 1102437
FL_BOL_20240115_2246,"[-66.1578102, -17.3849986]",Green Flood in Bolivia from: 15 Jan 2024 01 to: 31 Jan 2024 01.,Green,1,Green,0.5,Bolivia,1/15/2024,2024-01-31T01:00:00,0,GLOFAS,BOL,FL,6,1200,FL 1102440
FL_IDN_20240203_2247,"[136.5084106, -4.4910206]",Orange Flood in Indonesia from: 03 Feb 2024 01 to: 12 Jun 2024 01.,Orange,2,Green,0.5,Indonesia,2/3/2024,2024-06-12T01:00:00,0,GLOFAS,IDN,FL,79,84943,FL 1102458
FL_BRA_20240208_2248,"[-48.5496098, -27.5973002]",Green Flood in Brazil from: 08 Feb 2024 01 to: 13 Apr 2024 01.,Green,1,Green,0.5,Brazil,2/8/2024,2024-04-13T01:00:00,0,GLOFAS,BRA,FL,12,14229,FL 1102465
FL_BDI_20240226_2249,"[29.4706207141304, -3.87550755]",Green Flood in Burundi from: 26 Feb 2024 01 to: 14 Mar 2024 01.,Green,1,Green,0.5,Burundi,2/26/2024,2024-03-14T01:00:00,0,GLOFAS,BDI,FL,0,836,FL 1102508
FL_PER_20231226_2250,"[-77.6659419, -8.5319341]",Green Flood in Peru from: 26 Dec 2023 01 to: 12 Mar 2024 01.,Green,1,Green,0.5,Peru,12/26/2023,2024-03-12T01:00:00,0,GLOFAS,PER,FL,21,727,FL 1102417
FL_ITA_20240224_2251,"[14.2254818, 40.8438464]",Green Flood in Italy from: 24 Feb 2024 01 to: 11 Mar 2024 01.,Green,1,Green,0.5,Italy,2/24/2024,2024-03-11T01:00:00,0,GLOFAS,ITA,FL,3,901,FL 1102494
FL_PNG_20240226_2252,"[144.0729039, -4.0562906]",Green Flood in Papua New Guinea from: 26 Feb 2024 01 to: 07 Mar 2024 01.,Green,1,Green,0.5,Papua New Guinea,2/26/2024,2024-03-07T01:00:00,0,GLOFAS,PNG,FL,5,-,FL 1102523
FL_IDN_20240203_2253,"[136.5084106, -4.4910206]",Orange Flood in Indonesia from: 03 Feb 2024 01 to: 12 Jun 2024 01.,Orange,2,Green,0.5,Indonesia,2/3/2024,2024-06-12T01:00:00,0,GLOFAS,IDN,FL,79,84943,FL 1102458
FL_BDI_20240317_2254,"[29.1943658, -2.9666868]",Orange Flood in Burundi from: 17 Mar 2024 01 to: 03 May 2024 01.,Orange,2,Green,0.5,Burundi,3/17/2024,2024-05-03T01:00:00,0,GLOFAS,BDI,FL,5,209486,FL 1102544
FL_TZA_20240328_2255,"[39.2803583, -6.8160837]",Orange Flood in Tanzania from: 28 Mar 2024 01 to: 28 Apr 2024 18.,Orange,2,Orange,1.5,Tanzania,3/28/2024,2024-04-28T18:00:00,0,GLOFAS,TZA,FL,169,1660,FL 1102555
FL_RUS_20240328_2256,"[90.7250374065156, 56.61144985]",Green Flood in Russia from: 28 Mar 2024 01 to: 18 Apr 2024 01.,Green,1,Green,0.5,Russia,3/28/2024,2024-04-18T01:00:00,0,GLOFAS,RUS,FL,0,8292,FL 1102552
FL_BRA_20240208_2257,"[-48.5496098, -27.5973002]",Green Flood in Brazil from: 08 Feb 2024 01 to: 13 Apr 2024 01.,Green,1,Green,0.5,Brazil,2/8/2024,2024-04-13T01:00:00,0,GLOFAS,BRA,FL,12,14229,FL 1102465
FL_AUS_20240330_2258,"[115.8605855, -31.9558933]",Green Flood in Australia from: 30 Mar 2024 01 to: 12 Apr 2024 01.,Green,1,Green,0.5,Australia,3/30/2024,2024-04-12T01:00:00,0,GLOFAS,AUS,FL,1,-,FL 1102554
FL_KAZ_20240328_2259,"[50.806203, 47.6605827]",Orange Flood in Kazakhstan from: 28 Mar 2024 01 to: 10 Apr 2024 10.,Orange,2,Orange,1.5,Kazakhstan,3/28/2024,2024-04-10T10:00:00,0,GLOFAS,KAZ,FL,2,104694,FL 1102548
FL_PER_20240324_2260,"[-76.1846602, -10.5906217]",Green Flood in Peru from: 24 Mar 2024 01 to: 06 Apr 2024 01.,Green,1,Green,0.5,Peru,3/24/2024,2024-04-06T01:00:00,0,GLOFAS,PER,FL,0,79,FL 1102543
FL_ECU_20240301_2261,"[-78.5411138897882, -1.0570033]",Green Flood in Ecuador from: 01 Mar 2024 01 to: 04 Apr 2024 01.,Green,1,Green,0.5,Ecuador,3/1/2024,2024-04-04T01:00:00,0,GLOFAS,ECU,FL,1,56,FL 1102515
FL_MAR_20240330_2262,"[-5.3742776, 35.570175]",Green Flood in Morocco from: 30 Mar 2024 01 to: 01 Apr 2024 01.,Green,1,Green,0.5,Morocco,3/30/2024,2024-04-01T01:00:00,0,GLOFAS,MAR,FL,0,13,FL 1102549
FL_FRA_20240329_2263,"[4.3373194, 47.6241674]",Green Flood in France from: 29 Mar 2024 01 to: 01 Apr 2024 01.,Green,1,Green,0.5,France,3/29/2024,2024-04-01T01:00:00,0,GLOFAS,FRA,FL,0,501,FL 1102550
FL_ITA_20240330_2264,"[8.6204535, 45.875366]",Green Flood in Italy from: 30 Mar 2024 01 to: 01 Apr 2024 01.,Green,1,Green,0.5,Italy,3/30/2024,2024-04-01T01:00:00,0,GLOFAS,ITA,FL,0,15,FL 1102551
FL_PAK_20240329_2265,"[71.2678805, 33.712802]",Green Flood in Pakistan from: 29 Mar 2024 01 to: 31 Mar 2024 01.,Green,1,Green,0.5,Pakistan,3/29/2024,2024-03-31T01:00:00,0,GLOFAS,PAK,FL,10,-,FL 1102553
FL_COL_20240314_2266,"[-75.1544544, 5.253198]",Green Flood in Colombia from: 14 Mar 2024 01 to: 30 Mar 2024 01.,Green,1,Green,0.5,Colombia,3/14/2024,2024-03-30T01:00:00,0,GLOFAS,COL,FL,0,15,FL 1102531
