disaster_id,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,source,iso3,eventtype,GDACS ID,Duration,Impact
DR_DEU_20170721_2,"Green Drought in Germany, Denmark, France, Latvia, Poland, Sweden from: 21 Jul 2017  to: 09 Feb 2019 .",Green,1,Green,0.25,"Germany, Denmark, France, Latvia, Poland, Sweden",7/21/2017,2019-02-09T15:07:00,80936,GDO,DEU,DR,DR 1012168,569 days (at 18 Feb 2019),Minor impact for agricultural drought in 80936 km2
DR_UZB_20171121_7,Green Drought in Uzbekistan from: 21 Nov 2017  to: 06 Sep 2018 .,Green,1,Green,0.75,Uzbekistan,11/21/2017,2018-09-06T09:57:00,18686,GDO,UZB,DR,DR 1012172,289 days (at 15 Sep 2018),Minor impact for agricultural drought in 18686 km2
DR_BRA_20171221_9,Green Drought in Brazil from: 21 Dec 2017  to: 06 Sep 2018 .,Green,1,Green,0.5,Brazil,12/21/2017,2018-09-06T09:57:00,87604,GDO,BRA,DR,DR 1012174,259 days (at 15 Sep 2018),Minor impact for agricultural drought in 87604 km2
DR_AUS_20180221_15,Orange Drought in Australia from: 21 Feb 2018  to: 24 Nov 2018 .,Orange,2,Orange,1,Australia,2/21/2018,2018-11-24T16:27:00,142608,GDO,AUS,DR,DR 1012191,277 days (at 23 Dec 2018),Medium impact for agricultural drought in 142608 km2
DR_MDG_20180321_20,Orange Drought in Madagascar from: 21 Mar 2018  to: 13 Sep 2018 .,Orange,2,Orange,1.5,Madagascar,3/21/2018,2018-09-13T13:57:00,68692,GDO,MDG,DR,DR 1012304,177 days (at 22 Sep 2018),Medium impact for agricultural drought in 68692 km2
DR_ALB_20180421_24,"Green Drought in Albania, Austria, Bosnia  and  Herzegovina, Bulgaria, Belarus, Greece, Croatia, Hungary, Kazakhstan, Moldova, Montenegro, Macedonia, Romania, Serbia, Russia, Slovenia, Slovakia, Türkiye, Ukraine from: 21 Apr 2018  to: 24 Nov 2018 .",Green,1,Green,0.5,"Albania, Austria, Bosnia & Herzegovina, Bulgaria, Belarus, Greece, Croatia, Hungary, Kazakhstan, Moldova, Montenegro, Macedonia, Romania, Serbia, Russia, Slovenia, Slovakia, Türkiye, Ukraine",4/21/2018,2018-11-24T16:27:00,1677855,GDO,ALB,DR,DR 1012247,218 days (at 23 Dec 2018),Minor impact for agricultural drought in 1677855 km2
DR_ZAF_20180421_26,Green Drought in South Africa from: 21 Apr 2018  to: 10 Oct 2018 .,Green,1,Green,0.75,South Africa,4/21/2018,2018-10-10T08:17:00,52380,GDO,ZAF,DR,DR 1012219,172 days (at 19 Oct 2018),Minor impact for agricultural drought in 52380 km2
DR_IDN_20180421_30,Green Drought in Indonesia from: 21 Apr 2018  to: 29 Aug 2018 .,Green,1,Green,0.75,Indonesia,4/21/2018,2018-08-29T15:17:00,78469,GDO,IDN,DR,DR 1012212,131 days (at 28 Sep 2018),Minor impact for agricultural drought in 78469 km2
DR_BRA_20180521_32,Green Drought in Brazil from: 21 May 2018  to: 30 Dec 2018 .,Green,1,Green,0.75,Brazil,5/21/2018,2018-12-30T14:05:00,104035,GDO,BRA,DR,DR 1012396,224 days (at 29 Jan 2019),Minor impact for agricultural drought in 104035 km2
DR_USA_20180521_35,Green Drought in United States from: 21 May 2018  to: 28 Oct 2018 .,Green,1,Green,0.5,United States,5/21/2018,2018-10-28T15:37:00,229250,GDO,USA,DR,DR 1012604,161 days (at 27 Nov 2018),Minor impact for agricultural drought in 229250 km2
DR_GMB_20180521_36,"Green Drought in The Gambia, Guinea, Guinea-Bissau, Senegal from: 21 May 2018  to: 10 Oct 2018 .",Green,1,Green,0.75,"The Gambia, Guinea, Guinea-Bissau, Senegal",5/21/2018,2018-10-10T08:17:00,59944,GDO,GMB,DR,DR 1012255,142 days (at 19 Oct 2018),Minor impact for agricultural drought in 59944 km2
DR_BRA_20180511_38,Green Drought in Brazil from: 11 May 2018  to: 10 Oct 2018 .,Green,1,Green,0.25,Brazil,5/11/2018,2018-10-10T08:17:00,220613,GDO,BRA,DR,DR 1012244,152 days (at 19 Oct 2018),Minor impact for agricultural drought in 220613 km2
DR_USA_20180521_43,Green Drought in United States from: 21 May 2018  to: 20 Aug 2018 .,Green,1,Green,0.5,United States,5/21/2018,2018-08-20T10:37:15,41910,GDO,USA,DR,DR 1012333,91 days (at 29 Aug 2018),Minor impact for agricultural drought in 41910 km2
DR_CHN_20180621_44,"Orange Drought in China, India, Myanmar, Nepal from: 21 Jun 2018  to: 16 Feb 2019 .",Orange,2,Orange,1.5,"China, India, Myanmar, Nepal",6/21/2018,2019-02-16T15:47:00,106336,GDO,CHN,DR,DR 1012538,241 days (at 25 Feb 2019),Medium impact for agricultural drought in 106336 km2
DR_BGD_20180621_49,"Green Drought in Bangladesh, India, Myanmar, Nepal from: 21 Jun 2018  to: 16 Nov 2018 .",Green,1,Green,0.75,"Bangladesh, India, Myanmar, Nepal",6/21/2018,2018-11-16T15:57:00,485175,GDO,BGD,DR,DR 1012429,149 days (at 25 Nov 2018),Minor impact for agricultural drought in 485175 km2
DR_RUS_20180621_51,Green Drought in Russia from: 21 Jun 2018  to: 10 Oct 2018 .,Green,1,Green,0.25,Russia,6/21/2018,2018-10-10T08:17:00,150479,GDO,RUS,DR,DR 1012428,111 days (at 19 Oct 2018),Minor impact for agricultural drought in 150479 km2
DR_COD_20180621_55,"Green Drought in Congo, DRC from: 21 Jun 2018  to: 10 Oct 2018 .",Green,1,Green,0.5,"Congo, DRC",6/21/2018,2018-10-10T08:17:00,86129,GDO,COD,DR,DR 1012345,111 days (at 19 Oct 2018),Minor impact for agricultural drought in 86129 km2
DR_PHL_20180721_63,Green Drought in Philippines from: 21 Jul 2018  to: 26 Jan 2019 .,Green,1,Green,0.25,Philippines,7/21/2018,2019-01-26T17:07:00,44740,GDO,PHL,DR,DR 1012676,190 days (at 25 Feb 2019),Minor impact for agricultural drought in 44740 km2
DR_IND_20180721_64,"Orange Drought in India, Pakistan from: 21 Jul 2018  to: 30 Dec 2018 .",Orange,2,Orange,1.75,"India, Pakistan",7/21/2018,2018-12-30T14:05:00,113171,GDO,IND,DR,DR 1012498,163 days (at 29 Jan 2019),Medium impact for agricultural drought in 113171 km2
DR_MDG_20180721_68,Green Drought in Madagascar from: 21 Jul 2018  to: 24 Nov 2018 .,Green,1,Green,0.75,Madagascar,7/21/2018,2018-11-24T16:27:00,51870,GDO,MDG,DR,DR 1012433,127 days (at 23 Dec 2018),Minor impact for agricultural drought in 51870 km2
DR_CHN_20180721_69,Green Drought in China from: 21 Jul 2018  to: 24 Nov 2018 .,Green,1,Green,0.5,China,7/21/2018,2018-11-24T16:27:00,133152,GDO,CHN,DR,DR 1012452,127 days (at 23 Dec 2018),Minor impact for agricultural drought in 133152 km2
DR_MEX_20180721_72,Green Drought in Mexico from: 21 Jul 2018  to: 12 Oct 2018 .,Green,1,Green,0.75,Mexico,7/21/2018,2018-10-12T12:27:00,57097,GDO,MEX,DR,DR 1012447,84 days (at 21 Oct 2018),Minor impact for agricultural drought in 57097 km2
DR_CMR_20180721_74,"Green Drought in Cameroon, Equatorial Guinea from: 21 Jul 2018  to: 10 Oct 2018 .",Green,1,Green,0.25,"Cameroon, Equatorial Guinea",7/21/2018,2018-10-10T08:17:00,38879,GDO,CMR,DR,DR 1012448,81 days (at 19 Oct 2018),Minor impact for agricultural drought in 38879 km2
DR_GTM_20180721_80,"Orange Drought in Guatemala, Mexico from: 21 Jul 2018  to: 06 Sep 2018 .",Orange,2,Orange,1.5,"Guatemala, Mexico",7/21/2018,2018-09-06T09:57:00,35561,GDO,GTM,DR,DR 1012471,47 days (at 15 Sep 2018),Medium impact for agricultural drought in 35561 km2
DR_BLZ_20180721_83,"Orange Drought in Belize, Guatemala, Mexico from: 21 Jul 2018  to: 29 Aug 2018 .",Orange,2,Orange,1.5,"Belize, Guatemala, Mexico",7/21/2018,2018-08-29T15:17:00,113927,GDO,BLZ,DR,DR 1012475,40 days (at 28 Sep 2018),Medium impact for agricultural drought in 113927 km2
DR_KHM_20180821_88,"Orange Drought in Cambodia, Laos, Thailand, Vietnam from: 21 Aug 2018  to: 26 Jan 2019 .",Orange,2,Orange,1.25,"Cambodia, Laos, Thailand, Vietnam",8/21/2018,2019-01-26T17:07:00,178155,GDO,KHM,DR,DR 1012578,159 days (at 25 Feb 2019),Medium impact for agricultural drought in 178155 km2
DR_CAF_20180821_90,"Green Drought in Central African Republic, Chad from: 21 Aug 2018  to: 30 Dec 2018 .",Green,1,Green,0.75,"Central African Republic, Chad",8/21/2018,2018-12-30T14:05:00,97497,GDO,CAF,DR,DR 1012660,132 days (at 29 Jan 2019),Minor impact for agricultural drought in 97497 km2
DR_BLZ_20180821_91,"Green Drought in Belize, Guatemala, Honduras, Mexico from: 21 Aug 2018  to: 30 Dec 2018 .",Green,1,Green,0.5,"Belize, Guatemala, Honduras, Mexico",8/21/2018,2018-12-30T14:05:00,65060,GDO,BLZ,DR,DR 1012677,132 days (at 29 Jan 2019),Minor impact for agricultural drought in 65060 km2
DR_ECU_20180821_97,Green Drought in Ecuador from: 21 Aug 2018  to: 24 Nov 2018 .,Green,1,Green,0.5,Ecuador,8/21/2018,2018-11-24T16:27:00,54569,GDO,ECU,DR,DR 1012534,96 days (at 23 Dec 2018),Minor impact for agricultural drought in 54569 km2
DR_KGZ_20180821_101,"Green Drought in Kyrgyzstan, Kazakhstan, Tajikistan, Uzbekistan from: 21 Aug 2018  to: 19 Oct 2018 .",Green,1,Green,0.5,"Kyrgyzstan, Kazakhstan, Tajikistan, Uzbekistan",8/21/2018,2018-10-19T12:27:00,47602,GDO,KGZ,DR,DR 1012568,60 days (at 28 Oct 2018),Minor impact for agricultural drought in 47602 km2
DR_CHL_20180821_103,Green Drought in Chile from: 21 Aug 2018  to: 12 Oct 2018 .,Green,1,Green,0.25,Chile,8/21/2018,2018-10-12T12:27:00,28903,GDO,CHL,DR,DR 1012571,53 days (at 21 Oct 2018),Minor impact for agricultural drought in 28903 km2
DR_AFG_20180821_104,"Orange Drought in Afghanistan, Pakistan, Tajikistan from: 21 Aug 2018  to: 12 Oct 2018 .",Orange,2,Orange,1.5,"Afghanistan, Pakistan, Tajikistan",8/21/2018,2018-10-12T12:27:00,39891,GDO,AFG,DR,DR 1012536,53 days (at 21 Oct 2018),Medium impact for agricultural drought in 39891 km2
DR_AFG_20180821_107,"Red Drought in Afghanistan, Iran, Pakistan, Tajikistan from: 21 Aug 2018  to: 10 Oct 2018 .",Red,3,Red,2.25,"Afghanistan, Iran, Pakistan, Tajikistan",8/21/2018,2018-10-10T08:17:00,113210,GDO,AFG,DR,DR 1012558,50 days (at 19 Oct 2018),Severe impact for agricultural drought in 113210 km2
DR_BLZ_20180921_118,"Orange Drought in Belize, Guatemala, Honduras, Mexico, Nicaragua from: 21 Sep 2018  to: 03 Mar 2020 .",Orange,2,Orange,1.5,"Belize, Guatemala, Honduras, Mexico, Nicaragua",9/21/2018,2020-03-03T14:37:00,113247,GDO,BLZ,DR,DR 1012649,508 days (at 20 Feb 2020),Medium impact for agricultural drought in 113247 km2
DR_HRV_20180921_119,"Green Drought in Croatia, Hungary, Romania, Serbia from: 21 Sep 2018  to: 08 May 2019 .",Green,1,Green,0.25,"Croatia, Hungary, Romania, Serbia",9/21/2018,2019-05-08T13:57:00,59261,GDO,HRV,DR,DR 1012618,212 days (at 20 May 2019),Minor impact for agricultural drought in 59261 km2
DR_AZE_20180921_132,"Green Drought in Azerbaijan, Russia from: 21 Sep 2018  to: 24 Nov 2018 .",Green,1,Green,0.5,"Azerbaijan, Russia",9/21/2018,2018-11-24T16:27:00,78481,GDO,AZE,DR,DR 1012665,65 days (at 23 Dec 2018),Minor impact for agricultural drought in 78481 km2
DR_GTM_20180911_135,"Orange Drought in Guatemala, Mexico from: 11 Sep 2018  to: 10 Nov 2018 .",Orange,2,Orange,1.5,"Guatemala, Mexico",9/11/2018,2018-11-10T08:57:00,58878,GDO,GTM,DR,DR 1012597,60 days (at 19 Nov 2018),Medium impact for agricultural drought in 58878 km2
DR_ARG_20180921_137,"Green Drought in Argentina, Chile from: 21 Sep 2018  to: 28 Oct 2018 .",Green,1,Green,0.25,"Argentina, Chile",9/21/2018,2018-10-28T15:37:00,31265,GDO,ARG,DR,DR 1012613,38 days (at 27 Nov 2018),Minor impact for agricultural drought in 31265 km2
DR_AGO_20181021_149,"Red Drought in Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe from: 21 Oct 2018  to: 24 Mar 2020 .",Red,3,Red,2,"Angola, Botswana, Mozambique, Namibia, Zambia, Zimbabwe",10/21/2018,2020-03-24T16:37:00,150282,GDO,AGO,DR,DR 1012728,497 days (at 10 Mar 2020),Severe impact for agricultural drought in 150282 km2
DR_PHL_20181021_151,Green Drought in Philippines from: 21 Oct 2018  to: 06 Jan 2020 .,Green,1,Green,0.75,Philippines,10/21/2018,2020-01-06T14:47:00,53992,GDO,PHL,DR,DR 1012686,426 days (at 30 Dec 2019),Minor impact for agricultural drought in 53992 km2
DR_PHL_20181021_152,Orange Drought in Philippines from: 21 Oct 2018  to: 23 Jul 2019 .,Orange,2,Orange,1.25,Philippines,10/21/2018,2019-07-23T08:27:00,31951,GDO,PHL,DR,DR 1013042,263 days (at 20 Jul 2019),Medium impact for agricultural drought in 31951 km2
DR_KHM_20181021_160,"Green Drought in Cambodia, Laos, Thailand, Vietnam from: 21 Oct 2018  to: 30 Dec 2018 .",Green,1,Green,0.75,"Cambodia, Laos, Thailand, Vietnam",10/21/2018,2018-12-30T14:05:00,95172,GDO,KHM,DR,DR 1012698,71 days (at 29 Jan 2019),Minor impact for agricultural drought in 95172 km2
DR_COD_20181021_161,"Orange Drought in Congo, DRC, Central African Republic, Kenya, South Sudan, Uganda from: 21 Oct 2018  to: 30 Dec 2018 .",Orange,2,Orange,1.5,"Congo, DRC, Central African Republic, Kenya, South Sudan, Uganda",10/21/2018,2018-12-30T14:05:00,331753,GDO,COD,DR,DR 1012703,71 days (at 29 Jan 2019),Medium impact for agricultural drought in 331753 km2
DR_KHM_20181121_174,"Green Drought in Cambodia, Laos, Myanmar, Thailand, Vietnam from: 21 Nov 2018  to: 20 Oct 2020 .",Green,1,Green,0.75,"Cambodia, Laos, Myanmar, Thailand, Vietnam",11/21/2018,2020-10-20T00:00:00,206060,GDO,KHM,DR,DR 1012806,690 days (at 20 Oct 2020),Minor impact for agricultural drought in 206060 km2
DR_DOM_20181121_180,"Orange Drought in Dominican Republic, Haiti from: 21 Nov 2018  to: 05 Apr 2019 .",Orange,2,Orange,1.75,"Dominican Republic, Haiti",11/21/2018,2019-04-05T09:27:00,48483,GDO,DOM,DR,DR 1012765,120 days (at 30 Mar 2019),Medium impact for agricultural drought in 48483 km2
DR_TTO_20181121_181,"Green Drought in Trinidad  and  Tobago, Venezuela from: 21 Nov 2018  to: 08 Mar 2019 .",Green,1,Green,0.75,"Trinidad & Tobago, Venezuela",11/21/2018,2019-03-08T16:17:00,53346,GDO,TTO,DR,DR 1012837,82 days (at 20 Feb 2019),Minor impact for agricultural drought in 53346 km2
DR_AFG_20181121_182,"Orange Drought in Afghanistan, Iran, Pakistan from: 21 Nov 2018  to: 16 Feb 2019 .",Orange,2,Orange,1.75,"Afghanistan, Iran, Pakistan",11/21/2018,2019-02-16T15:47:00,116622,GDO,AFG,DR,DR 1012810,88 days (at 25 Feb 2019),Medium impact for agricultural drought in 116622 km2
DR_PER_20181121_183,Orange Drought in Peru from: 21 Nov 2018  to: 16 Feb 2019 .,Orange,2,Orange,1,Peru,11/21/2018,2019-02-16T15:47:00,71910,GDO,PER,DR,DR 1012802,88 days (at 25 Feb 2019),Medium impact for agricultural drought in 71910 km2
DR_BRA_20181121_188,Green Drought in Brazil from: 21 Nov 2018  to: 20 Jan 2019 .,Green,1,Green,0.5,Brazil,11/21/2018,2019-01-20T13:47:00,85043,GDO,BRA,DR,DR 1012756,61 days (at 29 Jan 2019),Minor impact for agricultural drought in 85043 km2
DR_BOL_20181221_196,"Orange Drought in Bolivia, Brazil from: 21 Dec 2018  to: 10 Aug 2020 .",Orange,2,Orange,1.25,"Bolivia, Brazil",12/21/2018,2020-08-10T15:27:00,133215,GDO,BOL,DR,DR 1012926,589 days (at 10 Aug 2020),Medium impact for agricultural drought in 133215 km2
DR_IND_20181221_200,"Red Drought in India, Sri Lanka from: 21 Dec 2018  to: 26 Aug 2019 .",Red,3,Red,2,"India, Sri Lanka",12/21/2018,2019-08-26T13:37:00,85408,GDO,IND,DR,DR 1012873,233 days (at 20 Aug 2019),Severe impact for agricultural drought in 85408 km2
DR_CAN_20181221_202,"Green Drought in Canada, United States from: 21 Dec 2018  to: 23 Jun 2019 .",Green,1,Green,0.25,"Canada, United States",12/21/2018,2019-06-23T12:17:00,110963,GDO,CAN,DR,DR 1013263,182 days (at 20 Jul 2019),Minor impact for agricultural drought in 110963 km2
DR_AUS_20181221_203,Green Drought in Australia from: 21 Dec 2018  to: 24 May 2019 .,Green,1,Green,0.75,Australia,12/21/2018,2019-05-24T14:07:00,107466,GDO,AUS,DR,DR 1012840,141 days (at 20 May 2019),Minor impact for agricultural drought in 107466 km2
DR_KAZ_20181221_205,"Green Drought in Kazakhstan, Russia from: 21 Dec 2018  to: 05 Apr 2019 .",Green,1,Green,0.5,"Kazakhstan, Russia",12/21/2018,2019-04-05T09:27:00,338718,GDO,KAZ,DR,DR 1012928,90 days (at 30 Mar 2019),Minor impact for agricultural drought in 338718 km2
DR_BRA_20181221_207,Green Drought in Brazil from: 21 Dec 2018  to: 05 Apr 2019 .,Green,1,Green,0.5,Brazil,12/21/2018,2019-04-05T09:27:00,396293,GDO,BRA,DR,DR 1012844,90 days (at 30 Mar 2019),Minor impact for agricultural drought in 396293 km2
DR_COL_20181221_209,"Green Drought in Colombia, Venezuela from: 21 Dec 2018  to: 08 Mar 2019 .",Green,1,Green,0.5,"Colombia, Venezuela",12/21/2018,2019-03-08T16:17:00,220945,GDO,COL,DR,DR 1012826,52 days (at 20 Feb 2019),Minor impact for agricultural drought in 220945 km2
DR_USA_20181221_210,Green Drought in United States from: 21 Dec 2018  to: 08 Mar 2019 .,Green,1,Green,0.25,United States,12/21/2018,2019-03-08T16:17:00,28645,GDO,USA,DR,DR 1012848,52 days (at 20 Feb 2019),Minor impact for agricultural drought in 28645 km2
DR_JPN_20190121_231,Green Drought in Japan from: 21 Jan 2019  to: 26 Jun 2019 .,Green,1,Green,0.25,Japan,1/21/2019,2019-06-26T00:00:00,50599,GDO,JPN,DR,DR 1012920,141 days (at 20 Jun 2019),Minor impact for agricultural drought in 50599 km2
DR_DZA_20190121_235,"Green Drought in Algeria, Spain, Morocco from: 21 Jan 2019  to: 26 Apr 2019 .",Green,1,Green,0.5,"Algeria, Spain, Morocco",1/21/2019,2019-04-26T15:37:00,79873,GDO,DZA,DR,DR 1012932,80 days (at 20 Apr 2019),Minor impact for agricultural drought in 79873 km2
DR_BEL_20190211_252,"Green Drought in Belgium, Switzerland, Czech Republic, Germany, France, Luxembourg, Netherlands, Poland from: 11 Feb 2019  to: 24 Oct 2019 .",Green,1,Green,0.5,"Belgium, Switzerland, Czech Republic, Germany, France, Luxembourg, Netherlands, Poland",2/11/2019,2019-10-24T13:47:00,350219,GDO,BEL,DR,DR 1013283,242 days (at 20 Oct 2019),Minor impact for agricultural drought in 350219 km2
DR_RUS_20190221_253,Green Drought in Russia from: 21 Feb 2019  to: 10 Sep 2019 .,Green,1,Green,0.5,Russia,2/21/2019,2019-09-10T14:07:00,97210,GDO,RUS,DR,DR 1012974,192 days (at 10 Sep 2019),Minor impact for agricultural drought in 97210 km2
DR_CAN_20190221_254,Green Drought in Canada from: 21 Feb 2019  to: 26 Aug 2019 .,Green,1,Green,0.25,Canada,2/21/2019,2019-08-26T13:37:00,38961,GDO,CAN,DR,DR 1013252,171 days (at 20 Aug 2019),Minor impact for agricultural drought in 38961 km2
DR_BLR_20190221_256,"Green Drought in Belarus, Estonia, Lithuania, Latvia, Poland, Russia, Ukraine from: 21 Feb 2019  to: 01 Aug 2019 .",Green,1,Green,0.75,"Belarus, Estonia, Lithuania, Latvia, Poland, Russia, Ukraine",2/21/2019,2019-08-01T10:47:00,103606,GDO,BLR,DR,DR 1013150,150 days (at 30 Jul 2019),Minor impact for agricultural drought in 103606 km2
DR_KEN_20190221_258,Red Drought in Kenya from: 21 Feb 2019  to: 16 Jul 2019 .,Red,3,Red,2,Kenya,2/21/2019,2019-07-16T15:27:00,49202,GDO,KEN,DR,DR 1013021,130 days (at 10 Jul 2019),Severe impact for agricultural drought in 49202 km2
DR_IND_20190221_259,Red Drought in India from: 21 Feb 2019  to: 02 Jul 2019 .,Red,3,Red,2,India,2/21/2019,2019-07-02T09:17:00,139078,GDO,IND,DR,DR 1013088,120 days (at 20 Jul 2019),Severe impact for agricultural drought in 139078 km2
DR_ARG_20190221_261,Green Drought in Argentina from: 21 Feb 2019  to: 26 Jun 2019 .,Green,1,Green,0.25,Argentina,2/21/2019,2019-06-26T00:00:00,200057,GDO,ARG,DR,DR 1012950,110 days (at 20 Jun 2019),Minor impact for agricultural drought in 200057 km2
DR_CHL_20190221_263,Green Drought in Chile from: 21 Feb 2019  to: 23 Jun 2019 .,Green,1,Green,0,Chile,2/21/2019,2019-06-23T12:17:00,33894,GDO,CHL,DR,DR 1013071,120 days (at 20 Jul 2019),Minor impact for agricultural drought in 33894 km2
DR_MAR_20190221_264,Green Drought in Morocco from: 21 Feb 2019  to: 16 Jun 2019 .,Green,1,Green,0.5,Morocco,2/21/2019,2019-06-16T11:27:00,9271,GDO,MAR,DR,DR 1012988,100 days (at 10 Jun 2019),Minor impact for agricultural drought in 9271 km2
DR_ARG_20190221_265,"Green Drought in Argentina, Chile from: 21 Feb 2019  to: 16 Jun 2019 .",Green,1,Green,0.75,"Argentina, Chile",2/21/2019,2019-06-16T11:27:00,28023,GDO,ARG,DR,DR 1012959,100 days (at 10 Jun 2019),Minor impact for agricultural drought in 28023 km2
DR_FRA_20190211_267,Green Drought in France from: 11 Feb 2019  to: 08 May 2019 .,Green,1,Green,0.25,France,2/11/2019,2019-05-08T13:57:00,33975,GDO,FRA,DR,DR 1013024,69 days (at 20 May 2019),Minor impact for agricultural drought in 33975 km2
DR_ESP_20190221_270,"Green Drought in Spain, Portugal from: 21 Feb 2019  to: 26 Apr 2019 .",Green,1,Green,0.5,"Spain, Portugal",2/21/2019,2019-04-26T15:37:00,116015,GDO,ESP,DR,DR 1012951,49 days (at 20 Apr 2019),Minor impact for agricultural drought in 116015 km2
DR_BWA_20190321_287,"Red Drought in Botswana, Mozambique, South Africa, Zimbabwe from: 21 Mar 2019  to: 01 Aug 2019 .",Red,3,Red,2.25,"Botswana, Mozambique, South Africa, Zimbabwe",3/21/2019,2019-08-01T10:47:00,102368,GDO,BWA,DR,DR 1013327,122 days (at 30 Jul 2019),Severe impact for agricultural drought in 102368 km2
DR_MEX_20190421_312,"Green Drought in Mexico, United States from: 21 Apr 2019  to: 08 Sep 2019 .",Green,1,Green,0.5,"Mexico, United States",4/21/2019,2019-09-08T10:47:00,172474,GDO,MEX,DR,DR 1013352,122 days (at 30 Aug 2019),Minor impact for agricultural drought in 172474 km2
DR_MEX_20190421_313,Green Drought in Mexico from: 21 Apr 2019  to: 26 Aug 2019 .,Green,1,Green,0.75,Mexico,4/21/2019,2019-08-26T13:37:00,77780,GDO,MEX,DR,DR 1013191,112 days (at 20 Aug 2019),Minor impact for agricultural drought in 77780 km2
DR_IDN_20190421_321,Orange Drought in Indonesia from: 21 Apr 2019  to: 02 Jul 2019 .,Orange,2,Orange,1.25,Indonesia,4/21/2019,2019-07-02T09:17:00,10295,GDO,IDN,DR,DR 1013210,61 days (at 20 Jul 2019),Medium impact for agricultural drought in 10295 km2
DR_CHN_20190521_338,Orange Drought in China from: 21 May 2019  to: 26 Dec 2019 .,Orange,2,Orange,1,China,5/21/2019,2019-12-26T11:17:00,520578,GDO,CHN,DR,DR 1013258,204 days (at 20 Dec 2019),Medium impact for agricultural drought in 520578 km2
DR_ARG_20190521_339,"Green Drought in Argentina, Brazil, Paraguay from: 21 May 2019  to: 06 Nov 2019 .",Green,1,Green,0.5,"Argentina, Brazil, Paraguay",5/21/2019,2019-11-06T16:17:00,561314,GDO,ARG,DR,DR 1013245,153 days (at 30 Oct 2019),Minor impact for agricultural drought in 561314 km2
DR_RUS_20190521_341,Green Drought in Russia from: 21 May 2019  to: 22 Oct 2019 .,Green,1,Green,0.25,Russia,5/21/2019,2019-10-22T08:27:00,60528,GDO,RUS,DR,DR 1013449,133 days (at 10 Oct 2019),Minor impact for agricultural drought in 60528 km2
DR_CHN_20190521_342,Green Drought in China from: 21 May 2019  to: 03 Oct 2019 .,Green,1,Green,0.25,China,5/21/2019,2019-10-03T13:57:00,158199,GDO,CHN,DR,DR 1013218,123 days (at 20 Oct 2019),Minor impact for agricultural drought in 158199 km2
DR_DOM_20190521_343,"Green Drought in Dominican Republic, Haiti from: 21 May 2019  to: 25 Sep 2019 .",Green,1,Green,0.75,"Dominican Republic, Haiti",5/21/2019,2019-09-25T16:17:00,36137,GDO,DOM,DR,DR 1013238,113 days (at 20 Sep 2019),Minor impact for agricultural drought in 36137 km2
DR_BWA_20190521_345,"Orange Drought in Botswana, Lesotho, Mozambique, Swaziland, South Africa from: 21 May 2019  to: 08 Sep 2019 .",Orange,2,Orange,1.75,"Botswana, Lesotho, Mozambique, Swaziland, South Africa",5/21/2019,2019-09-08T10:47:00,276650,GDO,BWA,DR,DR 1013394,92 days (at 30 Aug 2019),Medium impact for agricultural drought in 276650 km2
DR_KAZ_20190521_347,"Green Drought in Kazakhstan, Russia from: 21 May 2019  to: 08 Sep 2019 .",Green,1,Green,0.5,"Kazakhstan, Russia",5/21/2019,2019-09-08T10:47:00,39127,GDO,KAZ,DR,DR 1013220,92 days (at 30 Aug 2019),Minor impact for agricultural drought in 39127 km2
DR_CHN_20190521_348,"Green Drought in China, North Korea, South Korea from: 21 May 2019  to: 08 Sep 2019 .",Green,1,Green,0.75,"China, North Korea, South Korea",5/21/2019,2019-09-08T10:47:00,107809,GDO,CHN,DR,DR 1013224,92 days (at 30 Aug 2019),Minor impact for agricultural drought in 107809 km2
DR_BTN_20190521_354,"Green Drought in Bhutan, China, India, Nepal from: 21 May 2019  to: 23 Jul 2019 .",Green,1,Green,0.75,"Bhutan, China, India, Nepal",5/21/2019,2019-07-23T08:27:00,214708,GDO,BTN,DR,DR 1013230,51 days (at 20 Jul 2019),Minor impact for agricultural drought in 214708 km2
DR_ARG_20190621_365,Orange Drought in Argentina from: 21 Jun 2019  to: 30 Dec 2020 .,Orange,2,Orange,1.25,Argentina,6/21/2019,2020-12-30T00:00:00,84846,GDO,ARG,DR,DR 1013282,549 days (at 30 Dec 2020),Medium impact for agricultural drought in 84846 km2
