Disaster_Event_Id,Alert_Level,Alert_Score,Episode_Alert_Level,Episode_Alert_Score,Country,From_Date,To_Date,Severity,Source,Iso3,Event_Type,GDACS_ID,People_Affected,Duration (days),Burned_Area
WF_RUS_20230425_1585,Green,1,Green,0,Russian Federation,4/25/2023,5/11/2023,16147,GWIS,RUS,WF,WF 1013810,0,16,16147 hectare
WF_RUS_20230428_1586,Green,1,Green,0,Russian Federation,4/28/2023,5/10/2023,110259,GWIS,RUS,WF,WF 1013847,109,12,110259 hectare
WF_RUS_20230427_1587,Green,1,Green,0,Russian Federation,4/27/2023,5/10/2023,49065,GWIS,RUS,WF,WF 1014161,42,13,49065 hectare
WF_RUS_20230428_1588,Green,1,Green,0,Russian Federation,4/28/2023,5/10/2023,7199,GWIS,RUS,WF,WF 1014091,184,12,7199 hectare
WF_RUS_20230425_1589,Green,1,Green,0,Russian Federation,4/25/2023,5/10/2023,18842,GWIS,RUS,WF,WF 1013785,1,15,18842 hectare
WF_AUS_20230420_1590,Green,1,Green,0,Australia,4/20/2023,5/9/2023,19794,GWIS,AUS,WF,WF 1013822,0,19,19794 hectare
WF_RUS_20230427_1591,Green,1,Green,0,Russian Federation,4/27/2023,5/9/2023,31622,GWIS,RUS,WF,WF 1014031,0,12,31622 hectare
WF_MEX_20230422_1592,Green,1,Green,0,Mexico,4/22/2023,5/9/2023,18417,GWIS,MEX,WF,WF 1014009,1441,17,18417 hectare
WF_GTM_20230420_1593,Green,1,Green,0,Guatemala,4/20/2023,5/9/2023,5802,GWIS,GTM,WF,WF 1013982,0,19,5802 hectare
WF_GTM_20230420_1593,Green,1,Green,0,Mexico,4/20/2023,5/9/2023,5802,GWIS,MEX,WF,WF 1013982,0,19,5802 hectare
WF_AUS_20230430_1594,Green,1,Green,0,Australia,4/30/2023,5/9/2023,7666,GWIS,AUS,WF,WF 1014001,0,9,7666 hectare
WF_AUS_20230427_1595,Green,1,Green,0,Australia,4/27/2023,5/9/2023,15022,GWIS,AUS,WF,WF 1014162,0,12,15022 hectare
WF_MEX_20230425_1596,Green,1,Green,0,Mexico,4/25/2023,5/9/2023,5135,GWIS,MEX,WF,WF 1014163,0,14,5135 hectare
WF_AUS_20230423_1597,Green,1,Green,0,Australia,4/23/2023,5/9/2023,7304,GWIS,AUS,WF,WF 1013942,1,16,7304 hectare
WF_AUS_20230419_1598,Green,1,Green,0,Australia,4/19/2023,5/8/2023,6228,GWIS,AUS,WF,WF 1013929,0,19,6228 hectare
WF_MEX_20230430_1599,Green,1,Green,0,Mexico,4/30/2023,5/8/2023,6145,GWIS,MEX,WF,WF 1014131,0,8,6145 hectare
WF_RUS_20230430_1600,Green,1,Green,0,Russian Federation,4/30/2023,5/8/2023,6040,GWIS,RUS,WF,WF 1014129,0,8,6040 hectare
WF_RUS_20230427_1601,Green,1,Green,0,Russian Federation,4/27/2023,5/8/2023,48075,GWIS,RUS,WF,WF 1014093,42,11,48075 hectare
WF_RUS_20230426_1602,Green,1,Green,0,Russian Federation,4/26/2023,5/7/2023,137422,GWIS,RUS,WF,WF 1014094,0,11,137422 hectare
WF_RUS_20230429_1603,Green,1,Green,0,Russian Federation,4/29/2023,5/7/2023,12149,GWIS,RUS,WF,WF 1013962,0,8,12149 hectare
WF_RUS_20230430_1604,Green,1,Green,0,Russian Federation,4/30/2023,5/7/2023,33826,GWIS,RUS,WF,WF 1014130,194,7,33826 hectare
WF_AUS_20230418_1605,Green,1,Green,0,Australia,4/18/2023,5/7/2023,12231,GWIS,AUS,WF,WF 1013609,0,19,12231 hectare
WF_MEX_20230417_1606,Green,1,Green,0,Mexico,4/17/2023,5/6/2023,9183,GWIS,MEX,WF,WF 1013760,283,19,9183 hectare
WF_RUS_20230423_1607,Green,1,Green,0,Russian Federation,4/23/2023,5/6/2023,96719,GWIS,RUS,WF,WF 1014053,12,13,96719 hectare
WF_RUS_20230428_1608,Green,1,Green,0,Russian Federation,4/28/2023,5/6/2023,8348,GWIS,RUS,WF,WF 1014029,88,8,8348 hectare
WF_CAN_20230430_1609,Green,1,Green,0,Canada,4/30/2023,5/6/2023,6428,GWIS,CAN,WF,WF 1014046,3,6,6428 hectare
WF_RUS_20230427_1610,Green,1,Green,0,Russian Federation,4/27/2023,5/6/2023,47162,GWIS,RUS,WF,WF 1014049,42,9,47162 hectare
WF_AUS_20230421_1611,Green,1,Green,0,Australia,4/21/2023,5/6/2023,8751,GWIS,AUS,WF,WF 1013927,0,15,8751 hectare
WF_RUS_20230423_1612,Green,1,Green,0,Russian Federation,4/23/2023,5/6/2023,26960,GWIS,RUS,WF,WF 1013941,1,13,26960 hectare
WF_ZMB_20230425_1613,Green,1,Green,0,Zambia,4/25/2023,5/5/2023,6140,GWIS,ZMB,WF,WF 1013939,0,10,6140 hectare
WF_AUS_20230423_1614,Green,1,Green,0,Australia,4/23/2023,5/5/2023,13133,GWIS,AUS,WF,WF 1013890,0,12,13133 hectare
WF_RUS_20230428_1615,Green,1,Green,0,Russian Federation,4/28/2023,5/5/2023,11929,GWIS,RUS,WF,WF 1013850,0,7,11929 hectare
WF_RUS_20230425_1616,Green,1,Green,0,Russian Federation,4/25/2023,5/5/2023,10556,GWIS,RUS,WF,WF 1013858,0,10,10556 hectare
WF_RUS_20230427_1617,Green,1,Green,0,Russian Federation,4/27/2023,5/5/2023,46704,GWIS,RUS,WF,WF 1014030,42,8,46704 hectare
WF_NIC_20230416_1618,Green,1,Green,0,Nicaragua,4/16/2023,5/5/2023,8144,GWIS,NIC,WF,WF 1014032,0,19,8144 hectare
WF_ZMB_20230416_1619,Green,1,Green,0,Zambia,4/16/2023,5/5/2023,14194,GWIS,ZMB,WF,WF 1014012,0,19,14194 hectare
WF_MEX_20230425_1620,Green,1,Green,0,Mexico,4/25/2023,5/5/2023,5448,GWIS,MEX,WF,WF 1013976,0,10,5448 hectare
WF_RUS_20230430_1621,Green,1,Green,0,Russian Federation,4/30/2023,5/5/2023,31463,GWIS,RUS,WF,WF 1014026,201,5,31463 hectare
WF_RUS_20230430_1622,Green,1,Green,0,China,4/30/2023,5/5/2023,5457,GWIS,CHN,WF,WF 1014027,0,5,5457 hectare
WF_RUS_20230430_1622,Green,1,Green,0,Russian Federation,4/30/2023,5/5/2023,5457,GWIS,RUS,WF,WF 1014027,0,5,5457 hectare
WF_ZMB_20230428_1623,Green,1,Green,0,Zambia,4/28/2023,5/5/2023,10101,GWIS,ZMB,WF,WF 1014048,0,7,10101 hectare
WF_KAZ_20230426_1624,Green,1,Green,0,Kazakhstan,4/26/2023,5/5/2023,8168,GWIS,KAZ,WF,WF 1013974,0,9,8168 hectare
WF_AUS_20230423_1625,Green,1,Green,0,Australia,4/23/2023,5/5/2023,5817,GWIS,AUS,WF,WF 1013981,0,12,5817 hectare
WF_ZMB_20230425_1626,Green,1,Green,0,Zambia,4/25/2023,5/5/2023,6438,GWIS,ZMB,WF,WF 1013978,6,10,6438 hectare
WF_AUS_20230421_1627,Green,1,Green,0,Australia,4/21/2023,5/5/2023,5308,GWIS,AUS,WF,WF 1014010,4,14,5308 hectare
WF_RUS_20230428_1628,Green,1,Green,0,Russian Federation,4/28/2023,5/5/2023,8334,GWIS,RUS,WF,WF 1014005,0,7,8334 hectare
WF_GIN_20230423_1629,Green,1,Green,0,Guinea,4/23/2023,5/5/2023,6556,GWIS,GIN,WF,WF 1013818,5,12,6556 hectare
WF_HND_20230424_1630,Green,1,Green,0,Honduras,4/24/2023,5/5/2023,6864,GWIS,HND,WF,WF 1013812,0,11,6864 hectare
WF_KAZ_20230417_1631,Green,1,Green,0,Kazakhstan,4/17/2023,5/5/2023,24799,GWIS,KAZ,WF,WF 1013630,4,18,24799 hectare
WF_RUS_20230427_1632,Green,1,Green,0,Russian Federation,4/27/2023,5/4/2023,12233,GWIS,RUS,WF,WF 1014006,0,7,12233 hectare
WF_RUS_20230427_1633,Green,1,Green,0,Russian Federation,4/27/2023,5/4/2023,43884,GWIS,RUS,WF,WF 1014007,42,7,43884 hectare
WF_RUS_20230428_1634,Green,1,Green,0,Russian Federation,4/28/2023,5/4/2023,6720,GWIS,RUS,WF,WF 1014004,0,6,6720 hectare
WF_NIC_20230419_1635,Green,1,Green,0,Nicaragua,4/19/2023,5/4/2023,6575,GWIS,NIC,WF,WF 1014011,14,15,6575 hectare
WF_RUS_20230429_1636,Green,1,Green,0,Russian Federation,4/29/2023,5/4/2023,9295,GWIS,RUS,WF,WF 1014002,0,5,9295 hectare
WF_MEX_20230530_1637,Green,1,Green,0,Mexico,5/30/2023,6/18/2023,10829,GWIS,MEX,WF,WF 1014858,1,19,10829 hectare
WF_MEX_20230530_1638,Green,1,Green,0,Mexico,5/30/2023,6/17/2023,10681,GWIS,MEX,WF,WF 1014642,0,18,10681 hectare
WF_AUS_20230529_1639,Green,1,Green,0,Australia,5/29/2023,6/16/2023,91755,GWIS,AUS,WF,WF 1014643,0,18,91755 hectare
WF_MOZ_20230531_1640,Green,1,Green,0,Mozambique,5/31/2023,6/16/2023,9085,GWIS,MOZ,WF,WF 1014779,0,16,9085 hectare
WF_MOZ_20230531_1641,Green,1,Green,0,Mozambique,5/31/2023,6/16/2023,7503,GWIS,MOZ,WF,WF 1014845,0,16,7503 hectare
WF_AUS_20230523_1642,Green,1,Green,0,Australia,5/23/2023,6/16/2023,56173,GWIS,AUS,WF,WF 1014453,0,24,56173 hectare
WF_AUS_20230527_1643,Green,1,Green,0,Australia,5/27/2023,6/15/2023,6460,GWIS,AUS,WF,WF 1014666,0,19,6460 hectare
WF_CAN_20230527_1644,Green,1,Green,0,Canada,5/27/2023,6/15/2023,278030,GWIS,CAN,WF,WF 1014554,0,19,278030 hectare
WF_CAN_20230527_1645,Green,1,Green,0,Canada,5/27/2023,6/15/2023,354490,GWIS,CAN,WF,WF 1014484,0,19,354490 hectare
WF_CAN_20230527_1646,Green,1,Green,0,Canada,5/27/2023,6/15/2023,18820,GWIS,CAN,WF,WF 1014487,0,19,18820 hectare
WF_CAN_20230527_1647,Green,1,Green,0,Canada,5/27/2023,6/14/2023,88737,GWIS,CAN,WF,WF 1014486,0,18,88737 hectare
WF_AUS_20230526_1648,Green,1,Green,0,Australia,5/26/2023,6/14/2023,16471,GWIS,AUS,WF,WF 1014462,0,19,16471 hectare
WF_COD_20230527_1649,Green,1,Green,0,Congo,5/27/2023,6/14/2023,5006,GWIS,COG,WF,WF 1014859,9188,18,5006 hectare
WF_CAN_20230527_1650,Green,1,Green,0,Canada,5/27/2023,6/14/2023,33752,GWIS,CAN,WF,WF 1014860,0,18,33752 hectare
WF_AGO_20230526_1651,Green,1,Green,0,Angola,5/26/2023,6/14/2023,6084,GWIS,AGO,WF,WF 1014861,0,19,6084 hectare
WF_MEX_20230526_1652,Green,1,Green,0,Mexico,5/26/2023,6/14/2023,6232,GWIS,MEX,WF,WF 1014782,241,19,6232 hectare
WF_CAN_20230528_1653,Green,1,Green,0,Canada,5/28/2023,6/13/2023,102504,GWIS,CAN,WF,WF 1014570,0,16,102504 hectare
WF_AUS_20230529_1654,Green,1,Green,0,Australia,5/29/2023,6/13/2023,36027,GWIS,AUS,WF,WF 1014527,0,15,36027 hectare
WF_AUS_20230530_1655,Green,1,Green,0,Australia,5/30/2023,6/12/2023,16224,GWIS,AUS,WF,WF 1014551,0,13,16224 hectare
WF_COD_20230528_1656,Green,1,Green,0,Congo,5/28/2023,6/12/2023,5496,GWIS,COG,WF,WF 1014759,0,15,5496 hectare
WF_AUS_20230524_1657,Green,1,Green,0,Australia,5/24/2023,6/12/2023,7259,GWIS,AUS,WF,WF 1014714,0,19,7259 hectare
WF_CAN_20230527_1658,Green,1,Green,0,Canada,5/27/2023,6/12/2023,32368,GWIS,CAN,WF,WF 1014804,0,16,32368 hectare
WF_AGO_20230529_1659,Green,1,Green,0,Angola,5/29/2023,6/11/2023,5703,GWIS,AGO,WF,WF 1014936,0,13,5703 hectare
WF_AUS_20230528_1660,Green,1,Green,0,Australia,5/28/2023,6/11/2023,6347,GWIS,AUS,WF,WF 1014954,0,14,6347 hectare
WF_COD_20230528_1661,Green,1,Green,0,Congo,5/28/2023,6/11/2023,7336,GWIS,COG,WF,WF 1014687,534,14,7336 hectare
WF_NAM_20230524_1662,Green,1,Green,0,Botswana,5/24/2023,6/11/2023,20567,GWIS,BWA,WF,WF 1014470,0,18,20567 hectare
WF_NAM_20230524_1662,Green,1,Green,0,Namibia,5/24/2023,6/11/2023,20567,GWIS,NAM,WF,WF 1014470,0,18,20567 hectare
WF_AUS_20230527_1663,Green,1,Green,0,Australia,5/27/2023,6/10/2023,22168,GWIS,AUS,WF,WF 1014488,0,14,22168 hectare
WF_USA_20230522_1664,Green,1,Green,0,United States,5/22/2023,6/10/2023,21057,GWIS,USA,WF,WF 1014493,0,19,21057 hectare
WF_COD_20230522_1665,Green,1,Green,0,Congo,5/22/2023,6/10/2023,6927,GWIS,COG,WF,WF 1014517,0,19,6927 hectare
WF_AGO_20230523_1666,Green,1,Green,0,Angola,5/23/2023,6/10/2023,15008,GWIS,AGO,WF,WF 1014645,458,18,15008 hectare
WF_COD_20230522_1667,Green,1,Green,0,Congo,5/22/2023,6/10/2023,5583,GWIS,COG,WF,WF 1014718,0,19,5583 hectare
WF_AGO_20230531_1668,Green,1,Green,0,Angola,5/31/2023,6/10/2023,6219,GWIS,AGO,WF,WF 1014778,0,10,6219 hectare
WF_AGO_20230530_1669,Green,1,Green,0,Angola,5/30/2023,6/10/2023,8674,GWIS,AGO,WF,WF 1014780,0,11,8674 hectare
WF_AGO_20230526_1670,Green,1,Green,0,Angola,5/26/2023,6/10/2023,5413,GWIS,AGO,WF,WF 1014781,0,15,5413 hectare
WF_COD_20230523_1671,Green,1,Green,0,Congo,5/23/2023,6/10/2023,6039,GWIS,COG,WF,WF 1014731,153,18,6039 hectare
WF_AGO_20230524_1672,Green,1,Green,0,Angola,5/24/2023,6/10/2023,21867,GWIS,AGO,WF,WF 1014783,725,17,21867 hectare
WF_COD_20230523_1673,Green,1,Green,0,Congo,5/23/2023,6/10/2023,5039,GWIS,COG,WF,WF 1014784,0,18,5039 hectare
WF_AGO_20230522_1674,Green,1,Green,0,Angola,5/22/2023,6/10/2023,8219,GWIS,AGO,WF,WF 1014785,0,19,8219 hectare
WF_COD_20230522_1675,Green,1,Green,0,Congo,5/22/2023,6/10/2023,8707,GWIS,COG,WF,WF 1014604,0,19,8707 hectare
WF_AUS_20230525_1676,Green,1,Green,0,Australia,5/25/2023,6/10/2023,13761,GWIS,AUS,WF,WF 1014964,0,16,13761 hectare
WF_COD_20230530_1677,Green,1,Green,0,Congo,5/30/2023,6/10/2023,5837,GWIS,COG,WF,WF 1014758,0,11,5837 hectare
WF_COD_20230530_1678,Green,1,Green,0,Congo,5/30/2023,6/9/2023,7269,GWIS,COG,WF,WF 1014953,349,10,7269 hectare
WF_COD_20230522_1679,Green,1,Green,0,Congo,5/22/2023,6/9/2023,5559,GWIS,COG,WF,WF 1014602,0,18,5559 hectare
WF_AGO_20230522_1680,Green,1,Green,0,Angola,5/22/2023,6/9/2023,7868,GWIS,AGO,WF,WF 1014717,0,18,7868 hectare
WF_CAN_20230530_1681,Green,1,Green,0,Canada,5/30/2023,6/9/2023,5913,GWIS,CAN,WF,WF 1014730,0,10,5913 hectare
WF_AGO_20230524_1682,Green,1,Green,0,Angola,5/24/2023,6/9/2023,19575,GWIS,AGO,WF,WF 1014715,725,16,19575 hectare
WF_MEX_20230521_1683,Green,1,Green,0,Mexico,5/21/2023,6/9/2023,7215,GWIS,MEX,WF,WF 1014695,180,19,7215 hectare
WF_MEX_20230529_1684,Green,1,Green,0,Mexico,5/29/2023,6/8/2023,8880,GWIS,MEX,WF,WF 1014623,0,10,8880 hectare
WF_COD_20230520_1685,Green,1,Green,0,Congo,5/20/2023,6/8/2023,6396,GWIS,COG,WF,WF 1014629,536,19,6396 hectare
WF_COD_20230522_1686,Green,1,Green,0,Congo,5/22/2023,6/8/2023,8225,GWIS,COG,WF,WF 1014605,134,17,8225 hectare
WF_AUS_20230530_1687,Green,1,Green,0,Australia,5/30/2023,6/8/2023,10595,GWIS,AUS,WF,WF 1014598,0,9,10595 hectare
WF_AUS_20230531_1688,Green,1,Green,0,Australia,5/31/2023,6/8/2023,5994,GWIS,AUS,WF,WF 1014577,0,8,5994 hectare
WF_COD_20230521_1689,Green,1,Green,0,Congo,5/21/2023,6/8/2023,7935,GWIS,COG,WF,WF 1014574,162,18,7935 hectare
WF_AUS_20230527_1690,Green,1,Green,0,Australia,5/27/2023,6/8/2023,21498,GWIS,AUS,WF,WF 1014482,0,12,21498 hectare
WF_AGO_20230524_1691,Green,1,Green,0,Angola,5/24/2023,6/8/2023,9047,GWIS,AGO,WF,WF 1014939,0,15,9047 hectare
WF_AUS_20230524_1692,Green,1,Green,0,Australia,5/24/2023,6/8/2023,57711,GWIS,AUS,WF,WF 1014450,0,15,57711 hectare
WF_AUS_20230520_1693,Green,1,Green,0,Australia,5/20/2023,6/8/2023,26536,GWIS,AUS,WF,WF 1014371,0,19,26536 hectare
WF_AGO_20230519_1694,Green,1,Green,0,Angola,5/19/2023,6/7/2023,12856,GWIS,AGO,WF,WF 1014575,0,19,12856 hectare
WF_AUS_20230527_1695,Green,1,Green,0,Australia,5/27/2023,6/7/2023,6485,GWIS,AUS,WF,WF 1014571,0,11,6485 hectare
WF_AUS_20230530_1696,Green,1,Green,0,Australia,5/30/2023,6/7/2023,8503,GWIS,AUS,WF,WF 1014579,0,8,8503 hectare
WF_COD_20230522_1697,Green,1,Green,0,Congo,5/22/2023,6/7/2023,6554,GWIS,COG,WF,WF 1014603,96,16,6554 hectare
WF_COD_20230526_1698,Green,1,Green,0,Congo,5/26/2023,6/7/2023,9889,GWIS,COG,WF,WF 1014600,65,12,9889 hectare
WF_MEX_20230519_1699,Green,1,Green,0,Mexico,5/19/2023,6/7/2023,5470,GWIS,MEX,WF,WF 1014648,675,19,5470 hectare
WF_AGO_20230524_1700,Green,1,Green,0,Angola,5/24/2023,6/7/2023,10412,GWIS,AGO,WF,WF 1014644,0,14,10412 hectare
WF_COD_20230521_1701,Green,1,Green,0,Congo,5/21/2023,6/7/2023,12359,GWIS,COG,WF,WF 1014696,0,17,12359 hectare
WF_AGO_20230522_1702,Green,1,Green,0,Angola,5/22/2023,6/7/2023,6394,GWIS,AGO,WF,WF 1014716,187,16,6394 hectare
WF_AUS_20230531_1703,Green,1,Green,0,Australia,5/31/2023,6/7/2023,11996,GWIS,AUS,WF,WF 1014935,0,7,11996 hectare
WF_MEX_20230518_1704,Green,1,Green,0,Mexico,5/18/2023,6/6/2023,15024,GWIS,MEX,WF,WF 1014458,1,19,15024 hectare
WF_AUS_20230518_1705,Green,1,Green,0,Australia,5/18/2023,6/6/2023,48684,GWIS,AUS,WF,WF 1014332,0,19,48684 hectare
WF_RUS_20230629_1706,Green,1,Green,0,Russian Federation,6/29/2023,7/18/2023,24335,GWIS,RUS,WF,WF 1015247,0,19,24335 hectare
WF_CAN_20230628_1707,Green,1,Green,0,Canada,6/28/2023,7/17/2023,17797,GWIS,CAN,WF,WF 1015355,0,19,17797 hectare
WF_AGO_20230628_1708,Green,1,Green,0,Angola,6/28/2023,7/17/2023,6554,GWIS,AGO,WF,WF 1015826,0,19,6554 hectare
WF_AGO_20230628_1708,Green,1,Green,0,Congo,6/28/2023,7/17/2023,6554,GWIS,COG,WF,WF 1015826,0,19,6554 hectare
WF_CAN_20230630_1709,Green,1,Green,0,Canada,6/30/2023,7/17/2023,37625,GWIS,CAN,WF,WF 1015556,0,17,37625 hectare
WF_AGO_20230628_1710,Green,1,Green,0,Angola,6/28/2023,7/16/2023,5073,GWIS,AGO,WF,WF 1015801,0,18,5073 hectare
WF_CAN_20230629_1711,Green,1,Green,0,Canada,6/29/2023,7/15/2023,18481,GWIS,CAN,WF,WF 1015246,0,16,18481 hectare
WF_AGO_20230628_1712,Green,1,Green,0,Angola,6/28/2023,7/15/2023,6033,GWIS,AGO,WF,WF 1015765,0,17,6033 hectare
WF_AGO_20230628_1712,Green,1,Green,0,Congo,6/28/2023,7/15/2023,6033,GWIS,COG,WF,WF 1015765,0,17,6033 hectare
WF_COG_20230626_1713,Green,1,Green,0,Congo,6/26/2023,7/14/2023,5654,GWIS,COG,WF,WF 1015704,0,18,5654 hectare
WF_CAN_20230625_1714,Green,1,Green,0,Canada,6/25/2023,7/14/2023,14654,GWIS,CAN,WF,WF 1015104,0,19,14654 hectare
WF_AGO_20230628_1715,Green,1,Green,0,Angola,6/28/2023,7/13/2023,5338,GWIS,AGO,WF,WF 1015489,53,15,5338 hectare
WF_AGO_20230629_1716,Green,1,Green,0,Angola,6/29/2023,7/13/2023,5926,GWIS,AGO,WF,WF 1015527,0,14,5926 hectare
WF_RUS_20230629_1717,Green,1,Green,0,Russian Federation,6/29/2023,7/13/2023,11560,GWIS,RUS,WF,WF 1015528,0,14,11560 hectare
WF_CAN_20230630_1718,Green,1,Green,0,Canada,6/30/2023,7/13/2023,5367,GWIS,CAN,WF,WF 1015555,0,13,5367 hectare
WF_AGO_20230630_1719,Green,1,Green,0,Angola,6/30/2023,7/13/2023,8437,GWIS,AGO,WF,WF 1015647,3033,13,8437 hectare
WF_AGO_20230629_1720,Green,1,Green,0,Angola,6/29/2023,7/13/2023,5591,GWIS,AGO,WF,WF 1015648,2055,14,5591 hectare
WF_AGO_20230628_1721,Green,1,Green,0,Angola,6/28/2023,7/13/2023,5584,GWIS,AGO,WF,WF 1015649,0,15,5584 hectare
WF_AUS_20230627_1722,Green,1,Green,0,Australia,6/27/2023,7/13/2023,6660,GWIS,AUS,WF,WF 1015650,0,16,6660 hectare
WF_AGO_20230627_1723,Green,1,Green,0,Angola,6/27/2023,7/13/2023,5613,GWIS,AGO,WF,WF 1015651,0,16,5613 hectare
WF_AGO_20230627_1724,Green,1,Green,0,Angola,6/27/2023,7/13/2023,6054,GWIS,AGO,WF,WF 1015652,0,16,6054 hectare
WF_AGO_20230625_1725,Green,1,Green,0,Angola,6/25/2023,7/13/2023,5294,GWIS,AGO,WF,WF 1015653,10,18,5294 hectare
WF_AGO_20230630_1726,Green,1,Green,0,Angola,6/30/2023,7/13/2023,5170,GWIS,AGO,WF,WF 1015700,88,13,5170 hectare
WF_AUS_20230630_1727,Green,1,Green,0,Australia,6/30/2023,7/13/2023,6208,GWIS,AUS,WF,WF 1015701,0,13,6208 hectare
WF_AGO_20230629_1728,Green,1,Green,0,Angola,6/29/2023,7/13/2023,6024,GWIS,AGO,WF,WF 1015702,0,14,6024 hectare
WF_AGO_20230628_1729,Green,1,Green,0,Angola,6/28/2023,7/13/2023,5786,GWIS,AGO,WF,WF 1015703,0,15,5786 hectare
WF_AGO_20230628_1729,Green,1,Green,0,Congo,6/28/2023,7/13/2023,5786,GWIS,COG,WF,WF 1015703,0,15,5786 hectare
WF_AGO_20230629_1730,Green,1,Green,0,Angola,6/29/2023,7/13/2023,12370,GWIS,AGO,WF,WF 1015269,464,14,12370 hectare
WF_RUS_20230627_1731,Green,1,Green,0,Russian Federation,6/27/2023,7/13/2023,14764,GWIS,RUS,WF,WF 1015279,0,16,14764 hectare
WF_AGO_20230626_1732,Green,1,Green,0,Angola,6/26/2023,7/13/2023,5987,GWIS,AGO,WF,WF 1015443,179,17,5987 hectare
WF_CAN_20230623_1733,Green,1,Green,0,Canada,6/23/2023,7/12/2023,36750,GWIS,CAN,WF,WF 1015605,0,19,36750 hectare
WF_BRA_20230630_1734,Green,1,Green,0,Brazil,6/30/2023,7/12/2023,5414,GWIS,BRA,WF,WF 1015646,0,12,5414 hectare
WF_RUS_20230630_1735,Green,1,Green,0,Russian Federation,6/30/2023,7/12/2023,9540,GWIS,RUS,WF,WF 1015600,0,12,9540 hectare
WF_AGO_20230630_1736,Green,1,Green,0,Angola,6/30/2023,7/11/2023,6855,GWIS,AGO,WF,WF 1015601,3435,11,6855 hectare
WF_AGO_20230627_1737,Green,1,Green,0,Angola,6/27/2023,7/11/2023,6457,GWIS,AGO,WF,WF 1015602,0,14,6457 hectare
WF_AGO_20230626_1738,Green,1,Green,0,Angola,6/26/2023,7/11/2023,7954,GWIS,AGO,WF,WF 1015603,257,15,7954 hectare
WF_AGO_20230626_1739,Green,1,Green,0,Angola,6/26/2023,7/11/2023,5591,GWIS,AGO,WF,WF 1015604,0,15,5591 hectare
WF_AGO_20230627_1740,Green,1,Green,0,Angola,6/27/2023,7/11/2023,6635,GWIS,AGO,WF,WF 1015530,0,14,6635 hectare
WF_CAN_20230628_1741,Green,1,Green,0,Canada,6/28/2023,7/11/2023,22149,GWIS,CAN,WF,WF 1015170,0,13,22149 hectare
WF_CAN_20230624_1742,Green,1,Green,0,Canada,6/24/2023,7/11/2023,12835,GWIS,CAN,WF,WF 1015198,0,17,12835 hectare
WF_CAN_20230621_1743,Green,1,Green,0,Canada,6/21/2023,7/10/2023,11842,GWIS,CAN,WF,WF 1015231,0,19,11842 hectare
WF_AGO_20230629_1744,Green,1,Green,0,Angola,6/29/2023,7/10/2023,5868,GWIS,AGO,WF,WF 1015442,448,11,5868 hectare
WF_AGO_20230629_1745,Green,1,Green,0,Angola,6/29/2023,7/10/2023,6446,GWIS,AGO,WF,WF 1015488,224,11,6446 hectare
WF_CAN_20230623_1746,Green,1,Green,0,Canada,6/23/2023,7/10/2023,30657,GWIS,CAN,WF,WF 1015405,0,17,30657 hectare
WF_AGO_20230627_1747,Green,1,Green,0,Angola,6/27/2023,7/10/2023,8349,GWIS,AGO,WF,WF 1015400,0,13,8349 hectare
WF_AGO_20230626_1748,Green,1,Green,0,Angola,6/26/2023,7/10/2023,22006,GWIS,AGO,WF,WF 1015402,0,14,22006 hectare
WF_COD_20230628_1749,Green,1,Green,0,Congo,6/28/2023,7/10/2023,6650,GWIS,COG,WF,WF 1015356,0,12,6650 hectare
WF_AGO_20230628_1750,Green,1,Green,0,Angola,6/28/2023,7/10/2023,7974,GWIS,AGO,WF,WF 1015357,1340,12,7974 hectare
WF_AGO_20230625_1751,Green,1,Green,0,Angola,6/25/2023,7/10/2023,6214,GWIS,AGO,WF,WF 1015362,33,15,6214 hectare
WF_AGO_20230625_1752,Green,1,Green,0,Angola,6/25/2023,7/10/2023,7456,GWIS,AGO,WF,WF 1015322,313,15,7456 hectare
WF_AGO_20230621_1753,Green,1,Green,0,Angola,6/21/2023,7/10/2023,6617,GWIS,AGO,WF,WF 1015290,68,19,6617 hectare
WF_AGO_20230627_1754,Green,1,Green,0,Angola,6/27/2023,7/10/2023,13318,GWIS,AGO,WF,WF 1015317,0,13,13318 hectare
WF_COD_20230627_1755,Green,1,Green,0,Congo,6/27/2023,7/10/2023,5191,GWIS,COG,WF,WF 1015531,54,13,5191 hectare
WF_AGO_20230629_1756,Green,1,Green,0,Angola,6/29/2023,7/10/2023,10061,GWIS,AGO,WF,WF 1015557,0,11,10061 hectare
WF_AGO_20230629_1757,Green,1,Green,0,Angola,6/29/2023,7/10/2023,5367,GWIS,AGO,WF,WF 1015558,400,11,5367 hectare
WF_AGO_20230628_1758,Green,1,Green,0,Angola,6/28/2023,7/10/2023,9380,GWIS,AGO,WF,WF 1015559,1434,12,9380 hectare
WF_AGO_20230628_1759,Green,1,Green,0,Angola,6/28/2023,7/10/2023,5423,GWIS,AGO,WF,WF 1015560,0,12,5423 hectare
WF_AGO_20230628_1759,Green,1,Green,0,Congo,6/28/2023,7/10/2023,5423,GWIS,COG,WF,WF 1015560,0,12,5423 hectare
WF_COD_20230627_1760,Green,1,Green,0,Congo,6/27/2023,7/10/2023,5454,GWIS,COG,WF,WF 1015561,11,13,5454 hectare
