Disaster_Event_Id,Alert_Level,Alert_Score,Episode_Alert_Level,Episode_Alert_Score,Country,From_Date,To_Date,Severity,Source,Iso3,Event_Type,GDACS_ID,People_Affected,Duration (days),Burned_Area
WF_RUS_20220429_796,Green,1,Green,0,Russian Federation,4/29/2022,5/1/2022,5574,GWIS,RUS,WF,WF 1005938,0,2,5574 hectare
WF_GIN_20220419_797,Green,1,Green,0,Guinea,4/19/2022,5/1/2022,9807,GWIS,GIN,WF,WF 1005943,15052,12,9807 hectare
WF_GIN_20220416_798,Green,1,Green,0,Guinea,4/16/2022,5/1/2022,5393,GWIS,GIN,WF,WF 1005944,2206,15,5393 hectare
WF_GIN_20220417_799,Green,1,Green,0,Guinea,4/17/2022,5/1/2022,14435,GWIS,GIN,WF,WF 1005951,1138,14,14435 hectare
WF_GIN_20220416_800,Green,1,Green,0,Guinea,4/16/2022,5/1/2022,16480,GWIS,GIN,WF,WF 1005952,3625,15,16480 hectare
WF_GIN_20220413_801,Green,1,Green,0,Guinea,4/13/2022,5/1/2022,15649,GWIS,GIN,WF,WF 1005953,477,18,15649 hectare
WF_GIN_20220421_802,Green,1,Green,0,Guinea,4/21/2022,5/1/2022,10463,GWIS,GIN,WF,WF 1005949,80,10,10463 hectare
WF_GIN_20220414_803,Green,1,Green,0,Guinea,4/14/2022,5/1/2022,16232,GWIS,GIN,WF,WF 1005970,21,17,16232 hectare
WF_GIN_20220414_804,Green,1,Green,0,Guinea,4/14/2022,5/1/2022,16664,GWIS,GIN,WF,WF 1005971,11461,17,16664 hectare
WF_GIN_20220414_805,Green,1,Green,0,Guinea,4/14/2022,5/1/2022,17914,GWIS,GIN,WF,WF 1005875,2843,17,17914 hectare
WF_GIN_20220420_806,Green,1,Green,0,Guinea,4/20/2022,5/1/2022,5462,GWIS,GIN,WF,WF 1005890,0,11,5462 hectare
WF_KAZ_20220428_807,Green,1,Green,0,Kazakhstan,4/28/2022,4/30/2022,6070,GWIS,KAZ,WF,WF 1005892,0,2,6070 hectare
WF_AUS_20220428_808,Green,1,Green,0,Australia,4/28/2022,4/30/2022,6015,GWIS,AUS,WF,WF 1005895,0,2,6015 hectare
WF_RUS_20220428_809,Green,1,Green,0,Russian Federation,4/28/2022,4/30/2022,11046,GWIS,RUS,WF,WF 1005896,0,2,11046 hectare
WF_AUS_20220428_810,Green,1,Green,0,Australia,4/28/2022,4/30/2022,8740,GWIS,AUS,WF,WF 1005897,0,2,8740 hectare
WF_BGD_20220426_811,Green,1,Green,0,Bangladesh,4/26/2022,4/30/2022,7457,GWIS,BGD,WF,WF 1005887,0,4,7457 hectare
WF_BGD_20220426_811,Green,1,Green,0,Myanmar,4/26/2022,4/30/2022,7457,GWIS,MMR,WF,WF 1005887,0,4,7457 hectare
WF_IND_20220424_812,Green,1,Green,0,India,4/24/2022,4/30/2022,10415,GWIS,IND,WF,WF 1005888,0,6,10415 hectare
WF_AUS_20220427_813,Green,1,Green,0,Australia,4/27/2022,4/30/2022,8900,GWIS,AUS,WF,WF 1005881,0,3,8900 hectare
WF_SDN_20220412_814,Green,1,Green,0,Sudan,4/12/2022,4/30/2022,7733,GWIS,SDN,WF,WF 1005876,0,18,7733 hectare
WF_AUS_20220424_815,Green,1,Green,0,Australia,4/24/2022,4/30/2022,7540,GWIS,AUS,WF,WF 1005868,0,6,7540 hectare
WF_AUS_20220426_816,Green,1,Green,0,Australia,4/26/2022,4/30/2022,8922,GWIS,AUS,WF,WF 1005860,0,4,8922 hectare
WF_AUS_20220426_817,Green,1,Green,0,Australia,4/26/2022,4/30/2022,9048,GWIS,AUS,WF,WF 1005863,0,4,9048 hectare
WF_MMR_20220419_818,Green,1,Green,0,Myanmar,4/19/2022,4/30/2022,11034,GWIS,MMR,WF,WF 1005845,0,11,11034 hectare
WF_USA_20220419_819,Green,1,Green,0,United States,4/19/2022,4/30/2022,6487,GWIS,USA,WF,WF 1005846,4,11,6487 hectare
WF_MEX_20220415_820,Green,1,Green,0,Mexico,4/15/2022,4/30/2022,6494,GWIS,MEX,WF,WF 1005847,223,15,6494 hectare
WF_MEX_20220424_821,Green,1,Green,0,Mexico,4/24/2022,4/30/2022,6091,GWIS,MEX,WF,WF 1005915,0,6,6091 hectare
WF_RUS_20220428_822,Green,1,Green,0,Russian Federation,4/28/2022,4/30/2022,14254,GWIS,RUS,WF,WF 1005923,0,2,14254 hectare
WF_RUS_20220427_823,Green,1,Green,0,Russian Federation,4/27/2022,4/30/2022,5069,GWIS,RUS,WF,WF 1005924,0,3,5069 hectare
WF_RUS_20220427_824,Green,1,Green,0,Russian Federation,4/27/2022,4/30/2022,5503,GWIS,RUS,WF,WF 1005925,0,3,5503 hectare
WF_AUS_20220427_825,Green,1,Green,0,Australia,4/27/2022,4/30/2022,9599,GWIS,AUS,WF,WF 1005926,0,3,9599 hectare
WF_AUS_20220427_826,Green,1,Green,0,Australia,4/27/2022,4/30/2022,18798,GWIS,AUS,WF,WF 1005927,0,3,18798 hectare
WF_RUS_20220426_827,Green,1,Green,0,Russian Federation,4/26/2022,4/30/2022,6333,GWIS,RUS,WF,WF 1005928,0,4,6333 hectare
WF_RUS_20220425_828,Green,1,Green,0,Russian Federation,4/25/2022,4/30/2022,5275,GWIS,RUS,WF,WF 1005929,5,5,5275 hectare
WF_MEX_20220419_829,Green,1,Green,0,Mexico,4/19/2022,4/30/2022,5959,GWIS,MEX,WF,WF 1005917,0,11,5959 hectare
WF_MEX_20220417_830,Green,1,Green,0,Mexico,4/17/2022,4/30/2022,6839,GWIS,MEX,WF,WF 1005918,0,13,6839 hectare
WF_AUS_20220424_831,Green,1,Green,0,Australia,4/24/2022,4/30/2022,7581,GWIS,AUS,WF,WF 1005913,0,6,7581 hectare
WF_AUS_20220427_832,Green,1,Green,0,Australia,4/27/2022,4/30/2022,5334,GWIS,AUS,WF,WF 1005899,0,3,5334 hectare
WF_RUS_20220427_833,Green,1,Green,0,Russian Federation,4/27/2022,4/30/2022,6707,GWIS,RUS,WF,WF 1005902,0,3,6707 hectare
WF_RUS_20220427_834,Green,1,Green,0,Russian Federation,4/27/2022,4/30/2022,7175,GWIS,RUS,WF,WF 1005904,59,3,7175 hectare
WF_RUS_20220427_835,Green,1,Green,0,Russian Federation,4/27/2022,4/30/2022,5965,GWIS,RUS,WF,WF 1005905,0,3,5965 hectare
WF_RUS_20220427_836,Green,1,Green,0,Russian Federation,4/27/2022,4/30/2022,6169,GWIS,RUS,WF,WF 1005906,0,3,6169 hectare
WF_AUS_20220426_837,Green,1,Green,0,Australia,4/26/2022,4/30/2022,8914,GWIS,AUS,WF,WF 1005907,0,4,8914 hectare
WF_USA_20220530_838,Green,1,Green,0,United States,5/30/2022,6/12/2022,5722,GWIS,USA,WF,WF 1006621,0,13,5722 hectare
WF_TZA_20220528_839,Green,1,Green,0,Tanzania,5/28/2022,5/31/2022,6352,GWIS,TZA,WF,WF 1006622,0,3,6352 hectare
WF_AUS_20220526_840,Green,1,Green,0,Australia,5/26/2022,5/31/2022,43886,GWIS,AUS,WF,WF 1006623,0,5,43886 hectare
WF_AUS_20220526_841,Green,1,Green,0,Australia,5/26/2022,5/31/2022,5390,GWIS,AUS,WF,WF 1006624,0,5,5390 hectare
WF_AUS_20220526_842,Green,1,Green,0,Australia,5/26/2022,5/31/2022,5675,GWIS,AUS,WF,WF 1006625,0,5,5675 hectare
WF_COD_20220525_843,Green,1,Green,0,Congo,5/25/2022,5/31/2022,14222,GWIS,COG,WF,WF 1006626,0,6,14222 hectare
WF_AUS_20220523_844,Green,1,Green,0,Australia,5/23/2022,5/31/2022,124830,GWIS,AUS,WF,WF 1006636,0,8,124830 hectare
WF_AUS_20220531_845,Green,1,Green,0,Australia,5/31/2022,5/31/2022,11989,GWIS,AUS,WF,WF 1006620,0,0,11989 hectare
WF_AUS_20220524_846,Green,1,Green,0,Australia,5/24/2022,5/31/2022,5975,GWIS,AUS,WF,WF 1006632,0,7,5975 hectare
WF_AUS_20220524_847,Green,1,Green,0,Australia,5/24/2022,5/31/2022,8416,GWIS,AUS,WF,WF 1006633,0,7,8416 hectare
WF_BOL_20220525_848,Green,1,Green,0,Bolivia,5/25/2022,5/30/2022,6234,GWIS,BOL,WF,WF 1006627,0,5,6234 hectare
WF_AUS_20220524_849,Green,1,Green,0,Australia,5/24/2022,5/30/2022,9064,GWIS,AUS,WF,WF 1006629,0,6,9064 hectare
WF_USA_20220522_850,Green,1,Green,0,United States,5/22/2022,5/29/2022,7060,GWIS,USA,WF,WF 1006344,0,7,7060 hectare
WF_TZA_20220515_851,Green,1,Green,0,Tanzania,5/15/2022,5/29/2022,6122,GWIS,TZA,WF,WF 1006345,0,14,6122 hectare
WF_MEX_20220511_852,Green,1,Green,0,Mexico,5/11/2022,5/29/2022,17691,GWIS,MEX,WF,WF 1006329,0,18,17691 hectare
WF_AUS_20220516_853,Green,1,Green,0,Australia,5/16/2022,5/29/2022,7528,GWIS,AUS,WF,WF 1006346,0,13,7528 hectare
WF_BRA_20220527_854,Green,1,Green,0,Brazil,5/27/2022,5/29/2022,14459,GWIS,BRA,WF,WF 1006303,0,2,14459 hectare
WF_AUS_20220526_855,Green,1,Green,0,Australia,5/26/2022,5/29/2022,39121,GWIS,AUS,WF,WF 1006304,0,3,39121 hectare
WF_RUS_20220519_856,Green,1,Green,0,Russian Federation,5/19/2022,5/29/2022,13591,GWIS,RUS,WF,WF 1006310,0,10,13591 hectare
WF_RUS_20220519_857,Green,1,Green,0,Russian Federation,5/19/2022,5/29/2022,11487,GWIS,RUS,WF,WF 1006311,0,10,11487 hectare
WF_RUS_20220518_858,Green,1,Green,0,Russian Federation,5/18/2022,5/29/2022,9932,GWIS,RUS,WF,WF 1006314,0,11,9932 hectare
WF_MEX_20220518_859,Green,1,Green,0,Mexico,5/18/2022,5/29/2022,5109,GWIS,MEX,WF,WF 1006315,0,11,5109 hectare
WF_RUS_20220523_860,Green,1,Green,0,Russian Federation,5/23/2022,5/29/2022,7013,GWIS,RUS,WF,WF 1006307,0,6,7013 hectare
WF_AGO_20220514_861,Green,1,Green,0,Angola,5/14/2022,5/29/2022,6900,GWIS,AGO,WF,WF 1006323,0,15,6900 hectare
WF_USA_20220514_862,Green,1,Green,0,United States,5/14/2022,5/29/2022,104375,GWIS,USA,WF,WF 1006324,0,15,104375 hectare
WF_AUS_20220512_863,Green,1,Green,0,Australia,5/12/2022,5/29/2022,87038,GWIS,AUS,WF,WF 1006326,0,17,87038 hectare
WF_AUS_20220524_864,Green,1,Green,0,Australia,5/24/2022,5/29/2022,15529,GWIS,AUS,WF,WF 1006630,0,5,15529 hectare
WF_RUS_20220523_865,Green,1,Green,0,Russian Federation,5/23/2022,5/29/2022,7094,GWIS,RUS,WF,WF 1006634,0,6,7094 hectare
WF_NAM_20220523_866,Green,1,Green,0,Botswana,5/23/2022,5/29/2022,7514,GWIS,BWA,WF,WF 1006635,0,6,7514 hectare
WF_NAM_20220523_866,Green,1,Green,0,Namibia,5/23/2022,5/29/2022,7514,GWIS,NAM,WF,WF 1006635,0,6,7514 hectare
WF_COD_20220627_867,Green,1,Green,0,Congo,6/27/2022,7/5/2022,14237,GWIS,COG,WF,WF 1007050,19275,8,14237 hectare
WF_AGO_20220627_868,Green,1,Green,0,Angola,6/27/2022,7/5/2022,6786,GWIS,AGO,WF,WF 1006997,0,8,6786 hectare
WF_COD_20220627_869,Green,1,Green,0,Congo,6/27/2022,7/5/2022,5632,GWIS,COG,WF,WF 1006998,0,8,5632 hectare
WF_BRA_20220626_870,Green,1,Green,0,Brazil,6/26/2022,7/5/2022,5513,GWIS,BRA,WF,WF 1007008,3,9,5513 hectare
WF_AGO_20220626_871,Green,1,Green,0,Angola,6/26/2022,7/5/2022,6008,GWIS,AGO,WF,WF 1007053,0,9,6008 hectare
WF_COD_20220627_872,Green,1,Green,0,Congo,6/27/2022,7/5/2022,6863,GWIS,COG,WF,WF 1007027,1952,8,6863 hectare
WF_COD_20220627_873,Green,1,Green,0,Congo,6/27/2022,7/5/2022,7414,GWIS,COG,WF,WF 1007028,38,8,7414 hectare
WF_ZMB_20220627_874,Green,1,Green,0,Congo,6/27/2022,7/5/2022,6749,GWIS,COG,WF,WF 1007029,1412,8,6749 hectare
WF_ZMB_20220627_874,Green,1,Green,0,Zambia,6/27/2022,7/5/2022,6749,GWIS,ZMB,WF,WF 1007029,1412,8,6749 hectare
WF_COD_20220627_875,Green,1,Green,0,Congo,6/27/2022,7/5/2022,5142,GWIS,COG,WF,WF 1007030,504,8,5142 hectare
WF_AGO_20220627_876,Green,1,Green,0,Angola,6/27/2022,7/5/2022,5752,GWIS,AGO,WF,WF 1007031,0,8,5752 hectare
WF_COD_20220627_877,Green,1,Green,0,Congo,6/27/2022,7/5/2022,5978,GWIS,COG,WF,WF 1007032,0,8,5978 hectare
WF_COD_20220627_878,Green,1,Green,0,Congo,6/27/2022,7/5/2022,5337,GWIS,COG,WF,WF 1007033,545,8,5337 hectare
WF_AUS_20220627_879,Green,1,Green,0,Australia,6/27/2022,7/5/2022,5304,GWIS,AUS,WF,WF 1007034,0,8,5304 hectare
WF_AGO_20220627_880,Green,1,Green,0,Angola,6/27/2022,7/5/2022,8433,GWIS,AGO,WF,WF 1007035,0,8,8433 hectare
WF_AGO_20220627_881,Green,1,Green,0,Angola,6/27/2022,7/5/2022,5908,GWIS,AGO,WF,WF 1007036,0,8,5908 hectare
WF_COD_20220627_882,Green,1,Green,0,Congo,6/27/2022,7/5/2022,5746,GWIS,COG,WF,WF 1007037,0,8,5746 hectare
WF_TZA_20220627_883,Green,1,Green,0,Tanzania,6/27/2022,7/5/2022,5554,GWIS,TZA,WF,WF 1007038,0,8,5554 hectare
WF_COD_20220626_884,Green,1,Green,0,Congo,6/26/2022,7/5/2022,9366,GWIS,COG,WF,WF 1007039,0,9,9366 hectare
WF_COD_20220626_885,Green,1,Green,0,Congo,6/26/2022,7/5/2022,5338,GWIS,COG,WF,WF 1007040,0,9,5338 hectare
WF_COD_20220626_886,Green,1,Green,0,Congo,6/26/2022,7/5/2022,6410,GWIS,COG,WF,WF 1007041,0,9,6410 hectare
WF_AGO_20220626_887,Green,1,Green,0,Angola,6/26/2022,7/5/2022,7749,GWIS,AGO,WF,WF 1007042,0,9,7749 hectare
WF_COD_20220626_888,Green,1,Green,0,Congo,6/26/2022,7/5/2022,5099,GWIS,COG,WF,WF 1007043,134,9,5099 hectare
WF_USA_20220626_889,Green,1,Green,0,United States,6/26/2022,7/5/2022,5304,GWIS,USA,WF,WF 1007044,0,9,5304 hectare
WF_AGO_20220626_890,Green,1,Green,0,Angola,6/26/2022,7/5/2022,5626,GWIS,AGO,WF,WF 1007045,0,9,5626 hectare
WF_COD_20220627_891,Green,1,Green,0,Congo,6/27/2022,7/5/2022,10045,GWIS,COG,WF,WF 1006859,347,8,10045 hectare
WF_COD_20220626_892,Green,1,Green,0,Congo,6/26/2022,7/5/2022,10511,GWIS,COG,WF,WF 1006852,0,9,10511 hectare
WF_USA_20220626_893,Green,1,Green,0,United States,6/26/2022,7/5/2022,11033,GWIS,USA,WF,WF 1006853,0,9,11033 hectare
WF_RUS_20220624_894,Green,1,Green,0,Russian Federation,6/24/2022,7/5/2022,5816,GWIS,RUS,WF,WF 1006857,0,11,5816 hectare
WF_COD_20220627_895,Green,1,Green,0,Congo,6/27/2022,7/5/2022,9866,GWIS,COG,WF,WF 1006824,724,8,9866 hectare
WF_COD_20220627_896,Green,1,Green,0,Congo,6/27/2022,7/5/2022,11265,GWIS,COG,WF,WF 1006825,0,8,11265 hectare
WF_USA_20220626_897,Green,1,Green,0,United States,6/26/2022,7/5/2022,25149,GWIS,USA,WF,WF 1006828,0,9,25149 hectare
WF_COD_20220626_898,Green,1,Green,0,Congo,6/26/2022,7/5/2022,18090,GWIS,COG,WF,WF 1006829,0,9,18090 hectare
WF_AGO_20220628_899,Green,1,Green,0,Angola,6/28/2022,7/5/2022,6574,GWIS,AGO,WF,WF 1006832,0,7,6574 hectare
WF_BOL_20220627_900,Green,1,Green,0,Bolivia,6/27/2022,7/5/2022,7938,GWIS,BOL,WF,WF 1006835,0,8,7938 hectare
WF_COD_20220627_901,Green,1,Green,0,Congo,6/27/2022,7/5/2022,14545,GWIS,COG,WF,WF 1006841,0,8,14545 hectare
WF_COD_20220627_902,Green,1,Green,0,Congo,6/27/2022,7/5/2022,13510,GWIS,COG,WF,WF 1006803,0,8,13510 hectare
WF_COD_20220627_903,Green,1,Green,0,Congo,6/27/2022,7/5/2022,24822,GWIS,COG,WF,WF 1006811,0,8,24822 hectare
WF_AUS_20220627_904,Green,1,Green,0,Australia,6/27/2022,7/5/2022,7587,GWIS,AUS,WF,WF 1006812,0,8,7587 hectare
WF_COD_20220627_905,Green,1,Green,0,Congo,6/27/2022,7/5/2022,15891,GWIS,COG,WF,WF 1006815,0,8,15891 hectare
WF_COD_20220628_906,Green,1,Green,0,Congo,6/28/2022,7/5/2022,9737,GWIS,COG,WF,WF 1006883,0,7,9737 hectare
WF_COD_20220627_907,Green,1,Green,0,Congo,6/27/2022,7/5/2022,11806,GWIS,COG,WF,WF 1006888,6994,8,11806 hectare
WF_COD_20220627_908,Green,1,Green,0,Congo,6/27/2022,7/5/2022,8561,GWIS,COG,WF,WF 1006890,0,8,8561 hectare
WF_USA_20220627_909,Green,1,Green,0,United States,6/27/2022,7/5/2022,12496,GWIS,USA,WF,WF 1006872,0,8,12496 hectare
WF_USA_20220627_910,Green,1,Green,0,United States,6/27/2022,7/5/2022,11633,GWIS,USA,WF,WF 1006873,0,8,11633 hectare
WF_COD_20220627_911,Green,1,Green,0,Congo,6/27/2022,7/5/2022,9346,GWIS,COG,WF,WF 1006869,812,8,9346 hectare
WF_AGO_20220626_912,Green,1,Green,0,Angola,6/26/2022,7/5/2022,14110,GWIS,AGO,WF,WF 1006878,0,9,14110 hectare
WF_USA_20220627_913,Green,1,Green,0,United States,6/27/2022,7/5/2022,8824,GWIS,USA,WF,WF 1006892,0,8,8824 hectare
WF_COD_20220627_914,Green,1,Green,0,Congo,6/27/2022,7/5/2022,5929,GWIS,COG,WF,WF 1006893,0,8,5929 hectare
WF_COD_20220627_915,Green,1,Green,0,Congo,6/27/2022,7/5/2022,9433,GWIS,COG,WF,WF 1006894,0,8,9433 hectare
WF_COD_20220627_916,Green,1,Green,0,Congo,6/27/2022,7/5/2022,13319,GWIS,COG,WF,WF 1006895,86,8,13319 hectare
WF_AGO_20220626_917,Green,1,Green,0,Angola,6/26/2022,7/5/2022,5771,GWIS,AGO,WF,WF 1006910,0,9,5771 hectare
WF_COD_20220626_918,Green,1,Green,0,Congo,6/26/2022,7/5/2022,7762,GWIS,COG,WF,WF 1006913,0,9,7762 hectare
WF_COD_20220626_919,Green,1,Green,0,Congo,6/26/2022,7/5/2022,7542,GWIS,COG,WF,WF 1006915,0,9,7542 hectare
WF_RUS_20220624_920,Green,1,Green,0,Russian Federation,6/24/2022,7/5/2022,7936,GWIS,RUS,WF,WF 1006916,0,11,7936 hectare
WF_CAN_20220629_921,Green,1,Green,0,Canada,6/29/2022,7/5/2022,9665,GWIS,CAN,WF,WF 1006919,0,6,9665 hectare
WF_CAN_20220629_922,Green,1,Green,0,Canada,6/29/2022,7/5/2022,12763,GWIS,CAN,WF,WF 1006921,0,6,12763 hectare
WF_AGO_20220628_923,Green,1,Green,0,Angola,6/28/2022,7/5/2022,6059,GWIS,AGO,WF,WF 1006923,0,7,6059 hectare
WF_COD_20220627_924,Green,1,Green,0,Congo,6/27/2022,7/5/2022,6180,GWIS,COG,WF,WF 1006927,0,8,6180 hectare
WF_COD_20220627_925,Green,1,Green,0,Congo,6/27/2022,7/5/2022,8912,GWIS,COG,WF,WF 1006930,0,8,8912 hectare
WF_COD_20220627_926,Green,1,Green,0,Congo,6/27/2022,7/5/2022,7613,GWIS,COG,WF,WF 1006933,1624,8,7613 hectare
WF_COD_20220627_927,Green,1,Green,0,Congo,6/27/2022,7/5/2022,13900,GWIS,COG,WF,WF 1006934,0,8,13900 hectare
WF_COD_20220627_928,Green,1,Green,0,Congo,6/27/2022,7/5/2022,34909,GWIS,COG,WF,WF 1006937,0,8,34909 hectare
WF_COD_20220627_929,Green,1,Green,0,Congo,6/27/2022,7/5/2022,10329,GWIS,COG,WF,WF 1006938,0,8,10329 hectare
WF_COD_20220627_930,Green,1,Green,0,Congo,6/27/2022,7/5/2022,5553,GWIS,COG,WF,WF 1006940,0,8,5553 hectare
WF_TZA_20220626_931,Green,1,Green,0,Tanzania,6/26/2022,7/5/2022,6514,GWIS,TZA,WF,WF 1006943,6,9,6514 hectare
WF_COD_20220626_932,Green,1,Green,0,Congo,6/26/2022,7/5/2022,7785,GWIS,COG,WF,WF 1006944,76,9,7785 hectare
WF_COD_20220626_933,Green,1,Green,0,Congo,6/26/2022,7/5/2022,8470,GWIS,COG,WF,WF 1006945,0,9,8470 hectare
WF_COD_20220626_934,Green,1,Green,0,Congo,6/26/2022,7/5/2022,13866,GWIS,COG,WF,WF 1006946,0,9,13866 hectare
WF_COD_20220626_935,Green,1,Green,0,Congo,6/26/2022,7/5/2022,8855,GWIS,COG,WF,WF 1006950,8,9,8855 hectare
WF_TZA_20220630_936,Green,1,Green,0,Tanzania,6/30/2022,7/5/2022,12007,GWIS,TZA,WF,WF 1006953,0,5,12007 hectare
WF_CAN_20220628_937,Green,1,Green,0,Canada,6/28/2022,7/5/2022,10577,GWIS,CAN,WF,WF 1006958,0,7,10577 hectare
WF_COD_20220627_938,Green,1,Green,0,Congo,6/27/2022,7/5/2022,6202,GWIS,COG,WF,WF 1006959,0,8,6202 hectare
WF_CAN_20220626_939,Green,1,Green,0,Canada,6/26/2022,7/5/2022,15030,GWIS,CAN,WF,WF 1006970,0,9,15030 hectare
WF_CAN_20220730_940,Green,1,Green,0,Canada,7/30/2022,8/18/2022,10078,GWIS,CAN,WF,WF 1008002,27,19,10078 hectare
WF_BWA_20220728_941,Green,1,Green,0,Botswana,7/28/2022,8/16/2022,124325,GWIS,BWA,WF,WF 1007678,0,19,124325 hectare
WF_COD_20220726_942,Green,1,Green,0,Congo,7/26/2022,8/14/2022,7466,GWIS,COG,WF,WF 1008284,82,19,7466 hectare
WF_COD_20220729_943,Green,1,Green,0,Congo,7/29/2022,8/14/2022,20961,GWIS,COG,WF,WF 1008124,5886,16,20961 hectare
WF_AGO_20220725_944,Green,1,Green,0,Angola,7/25/2022,8/13/2022,11126,GWIS,AGO,WF,WF 1008129,0,19,11126 hectare
WF_COD_20220731_945,Green,1,Green,0,Congo,7/31/2022,8/13/2022,7655,GWIS,COG,WF,WF 1008123,0,13,7655 hectare
WF_AGO_20220725_946,Green,1,Green,0,Angola,7/25/2022,8/13/2022,10862,GWIS,AGO,WF,WF 1008069,0,19,10862 hectare
WF_COD_20220725_947,Green,1,Green,0,Congo,7/25/2022,8/12/2022,9517,GWIS,COG,WF,WF 1008070,330,18,9517 hectare
WF_COD_20220729_948,Green,1,Green,0,Congo,7/29/2022,8/12/2022,15501,GWIS,COG,WF,WF 1008021,1489,14,15501 hectare
WF_AGO_20220724_949,Green,1,Green,0,Angola,7/24/2022,8/12/2022,9833,GWIS,AGO,WF,WF 1008133,0,19,9833 hectare
WF_COD_20220730_950,Green,1,Green,0,Congo,7/30/2022,8/12/2022,6818,GWIS,COG,WF,WF 1008153,37,13,6818 hectare
WF_COD_20220725_951,Green,1,Green,0,Congo,7/25/2022,8/12/2022,16674,GWIS,COG,WF,WF 1008235,890,18,16674 hectare
WF_COD_20220725_952,Green,1,Green,0,Congo,7/25/2022,8/12/2022,26319,GWIS,COG,WF,WF 1008086,2120,18,26319 hectare
WF_COD_20220725_953,Green,1,Green,0,Congo,7/25/2022,8/12/2022,7381,GWIS,COG,WF,WF 1008067,55,18,7381 hectare
WF_COD_20220727_954,Green,1,Green,0,Congo,7/27/2022,8/11/2022,7499,GWIS,COG,WF,WF 1008157,0,15,7499 hectare
WF_COD_20220726_955,Green,1,Green,0,Congo,7/26/2022,8/11/2022,12209,GWIS,COG,WF,WF 1008043,1671,16,12209 hectare
WF_AGO_20220724_956,Green,1,Green,0,Angola,7/24/2022,8/11/2022,10831,GWIS,AGO,WF,WF 1007809,0,18,10831 hectare
WF_RUS_20220727_957,Green,1,Green,0,Russian Federation,7/27/2022,8/10/2022,7019,GWIS,RUS,WF,WF 1008041,0,14,7019 hectare
WF_RUS_20220727_958,Green,1,Green,0,Russian Federation,7/27/2022,8/10/2022,14081,GWIS,RUS,WF,WF 1008042,0,14,14081 hectare
WF_RUS_20220725_959,Green,1,Green,0,Russian Federation,7/25/2022,8/10/2022,11860,GWIS,RUS,WF,WF 1008045,0,16,11860 hectare
WF_RUS_20220728_960,Green,1,Green,0,Russian Federation,7/28/2022,8/10/2022,13802,GWIS,RUS,WF,WF 1008063,0,13,13802 hectare
WF_RUS_20220727_961,Green,1,Green,0,Russian Federation,7/27/2022,8/10/2022,10605,GWIS,RUS,WF,WF 1008065,0,14,10605 hectare
WF_RUS_20220726_962,Green,1,Green,0,Russian Federation,7/26/2022,8/10/2022,18142,GWIS,RUS,WF,WF 1008066,0,15,18142 hectare
WF_RUS_20220728_963,Green,1,Green,0,Russian Federation,7/28/2022,8/10/2022,9085,GWIS,RUS,WF,WF 1008166,0,13,9085 hectare
WF_RUS_20220727_964,Green,1,Green,0,Russian Federation,7/27/2022,8/10/2022,6874,GWIS,RUS,WF,WF 1008167,0,14,6874 hectare
WF_COD_20220725_965,Green,1,Green,0,Congo,7/25/2022,8/10/2022,8563,GWIS,COG,WF,WF 1008131,770,16,8563 hectare
WF_AUS_20220722_966,Green,1,Green,0,Australia,7/22/2022,8/10/2022,38663,GWIS,AUS,WF,WF 1008237,0,19,38663 hectare
WF_RUS_20220727_967,Green,1,Green,0,Russian Federation,7/27/2022,8/10/2022,6180,GWIS,RUS,WF,WF 1008156,0,14,6180 hectare
WF_AGO_20220727_968,Green,1,Green,0,Angola,7/27/2022,8/10/2022,5980,GWIS,AGO,WF,WF 1008106,18,14,5980 hectare
WF_RUS_20220727_969,Green,1,Green,0,Russian Federation,7/27/2022,8/10/2022,8400,GWIS,RUS,WF,WF 1008126,0,14,8400 hectare
WF_RUS_20220725_970,Green,1,Green,0,Russian Federation,7/25/2022,8/10/2022,23671,GWIS,RUS,WF,WF 1007437,0,16,23671 hectare
WF_COD_20220725_971,Green,1,Green,0,Congo,7/25/2022,8/9/2022,5715,GWIS,COG,WF,WF 1008130,0,15,5715 hectare
WF_COD_20220721_972,Green,1,Green,0,Congo,7/21/2022,8/9/2022,5752,GWIS,COG,WF,WF 1008107,225,19,5752 hectare
WF_AGO_20220721_973,Green,1,Green,0,Angola,7/21/2022,8/9/2022,7884,GWIS,AGO,WF,WF 1008088,0,19,7884 hectare
WF_ZMB_20220731_974,Green,1,Green,0,Zambia,7/31/2022,8/9/2022,6164,GWIS,ZMB,WF,WF 1008152,81,9,6164 hectare
WF_AGO_20220723_975,Green,1,Green,0,Angola,7/23/2022,8/9/2022,5568,GWIS,AGO,WF,WF 1008134,474,17,5568 hectare
WF_COD_20220730_976,Green,1,Green,0,Congo,7/30/2022,8/9/2022,6657,GWIS,COG,WF,WF 1008154,428,10,6657 hectare
WF_RUS_20220728_977,Green,1,Green,0,Russian Federation,7/28/2022,8/9/2022,8838,GWIS,RUS,WF,WF 1008155,0,12,8838 hectare
WF_RUS_20220727_978,Green,1,Green,0,Russian Federation,7/27/2022,8/9/2022,5307,GWIS,RUS,WF,WF 1008158,0,13,5307 hectare
WF_COD_20220725_979,Green,1,Green,0,Congo,7/25/2022,8/9/2022,5278,GWIS,COG,WF,WF 1008159,0,15,5278 hectare
