Disaster_Event_Id,Alert_Level,Alert_Score,Episode_Alert_Level,Episode_Alert_Score,Country,From_Date,To_Date,Severity,Source,Iso3,Event_Type,Death,Displaced,GDACS_ID,,,,
FL_UNK_20060630_1151,Green,1,Green,1,Romania,6/30/2006,6/30/2006,3.65,DFO,ROU,FL,21,600,FL 2902,,,,
FL_UNK_20060630_1152,Green,1,Green,1,China,6/30/2006,6/30/2006,1.82,DFO,CHN,FL,8,0,FL 2903,,,,
FL_UNK_20060628_1153,Green,1,Green,1,China,6/28/2006,6/28/2006,6.08,DFO,CHN,FL,50,10000,FL 2900,,,,
FL_UNK_20060628_1154,Green,1,Green,1,China,6/28/2006,6/28/2006,5.59,DFO,CHN,FL,30,44400,FL 2901,,,,
FL_UNK_20060625_1155,Green,1,Green,1,Usa,6/25/2006,6/25/2006,6.23,DFO,USA,FL,11,65000,FL 2895,,,,
FL_UNK_20060625_1156,Green,1,Green,1,Indonesia,6/25/2006,6/25/2006,5.07,DFO,IDN,FL,26,3000,FL 2896,,,,
FL_UNK_20060625_1157,Orange,2,Orange,2,China,6/25/2006,6/25/2006,4.84,DFO,CHN,FL,25,123000,FL 2897,,,,
FL_UNK_20060625_1158,Green,1,Green,1,China,6/25/2006,6/25/2006,4.36,DFO,CHN,FL,4,5000,FL 2898,,,,
FL_UNK_20060625_1159,Green,1,Green,1,Honduras,6/25/2006,6/25/2006,4.84,DFO,HND,FL,4,1500,FL 2899,,,,
FL_UNK_20060624_1160,Orange,2,Orange,2,India,6/24/2006,6/24/2006,7.32,DFO,IND,FL,160,0,FL 2894,,,,
FL_UNK_20060623_1161,Green,1,Green,1,Indonesia,6/23/2006,6/23/2006,3.65,DFO,IDN,FL,0,5000,FL 2893,,,,
FL_UNK_20060730_1162,Green,1,Green,1,Afghanistan,7/30/2006,7/30/2006,5.84,DFO,AFG,FL,35,0,FL 2936,,,,
FL_UNK_20060730_1163,Orange,2,Orange,2,Philippines,7/30/2006,7/30/2006,4.04,DFO,PHL,FL,8,476027,FL 2937,,,,
FL_UNK_20060728_1164,Orange,2,Orange,2,India,7/28/2006,7/28/2006,7.81,DFO,IND,FL,457,140000,FL 2935,,,,
FL_UNK_20060727_1165,Green,1,Green,1,Usa,7/27/2006,7/27/2006,4.64,DFO,USA,FL,1,5000,FL 2939,,,,
FL_UNK_20060727_1166,Green,1,Green,1,Usa,7/27/2006,7/27/2006,4.28,DFO,USA,FL,1,600,FL 2934,,,,
FL_UNK_20060726_1167,Green,1,Green,1,Switzerland,7/26/2006,7/26/2006,2.86,DFO,CHE,FL,0,3000,FL 2933,,,,
FL_UNK_20060724_1168,Orange,2,Orange,2,Pakistan,7/24/2006,7/24/2006,6.74,DFO,PAK,FL,248,0,FL 2931,,,,
FL_UNK_20060724_1169,Red,3,Red,3,China,7/24/2006,7/24/2006,6.24,DFO,CHN,FL,36,1500000,FL 2932,,,,
FL_UNK_20060831_1170,Green,1,Green,1,India,8/31/2006,8/31/2006,6.23,DFO,IND,FL,39,3000,FL 2958,,,,
FL_UNK_20060830_1171,Green,1,Green,1,China,8/30/2006,8/30/2006,4.53,DFO,CHN,FL,15,0,FL 2957,,,,
FL_UNK_20060829_1172,Green,1,Green,1,India,8/29/2006,8/29/2006,5.36,DFO,IND,FL,42,50000,FL 2956,,,,
FL_UNK_20060826_1173,Orange,2,Orange,2,Nepal,8/26/2006,8/26/2006,5.75,DFO,NPL,FL,60,80000,FL 2954,,,,
FL_UNK_20060824_1174,Green,1,Green,1,Somalia,8/24/2006,8/24/2006,6.25,DFO,SOM,FL,5,0,FL 2955,,,,
FL_UNK_20060824_1175,Green,1,Green,1,Bangladesh,8/24/2006,8/24/2006,5.9,DFO,BGD,FL,0,0,FL 2961,,,,
FL_UNK_20060927_1176,Orange,2,Orange,2,Philippines,9/27/2006,9/27/2006,5.84,DFO,PHL,FL,260,250000,FL 2969,,,,
FL_UNK_20060925_1177,Green,1,Green,1,Nepal,9/25/2006,9/25/2006,5.02,DFO,NPL,FL,4,0,FL 2968,,,,
FL_UNK_20060922_1178,Green,1,Green,1,Usa,9/22/2006,9/22/2006,5.86,DFO,USA,FL,13,600,FL 2966,,,,
FL_UNK_20061030_1179,Orange,2,Orange,2,Philippines,10/30/2006,10/30/2006,4.86,DFO,PHL,FL,19,300000,FL 2988,,,,
FL_UNK_20061027_1180,Orange,2,Orange,2,Ethiopia,10/27/2006,10/27/2006,7.78,DFO,ETH,FL,132,410000,FL 2986,,,,
FL_UNK_20061027_1181,Green,1,Green,1,Türkiye,10/27/2006,10/27/2006,6.47,DFO,TUR,FL,46,63000,FL 2987,,,,
FL_UNK_20061026_1182,Green,1,Green,1,Uk,10/26/2006,10/26/2006,4.14,DFO,UGA,FL,1,300,FL 2983,,,,
FL_UNK_20061026_1183,Orange,2,Orange,2,Sri Lanka,10/26/2006,10/26/2006,5.26,DFO,LKA,FL,52,88000,FL 2984,,,,
FL_UNK_20061026_1184,Orange,2,Orange,2,India,10/26/2006,10/26/2006,5.6,DFO,IND,FL,47,225000,FL 2985,,,,
FL_UNK_20061025_1185,Green,1,Green,1,Mexico,10/25/2006,10/25/2006,5.34,DFO,MEX,FL,0,20000,FL 2982,,,,
FL_UNK_20061023_1186,Orange,2,Orange,2,Kenya,10/23/2006,10/23/2006,7.85,DFO,KEN,FL,150,700000,FL 2979,,,,
FL_UNK_20061022_1187,Green,1,Green,1,Spain,10/22/2006,10/22/2006,6.45,DFO,ESP,FL,4,300,FL 2978,,,,
FL_UNK_20061130_1188,Orange,2,Orange,2,Philippines,11/30/2006,11/30/2006,5.61,DFO,PHL,FL,526,82915,FL 3002,,,,
FL_UNK_20061128_1189,Green,1,Green,1,Haiti,11/28/2006,11/28/2006,4.4,DFO,HTI,FL,7,1500,FL 3000,,,,
FL_UNK_20061128_1190,Green,1,Green,1,Rwanda,11/28/2006,11/28/2006,4.18,DFO,RWA,FL,24,2000,FL 3001,,,,
FL_UNK_20061127_1191,Green,1,Green,1,Malawi,11/27/2006,11/27/2006,3.92,DFO,MWI,FL,5,8000,FL 2999,,,,
FL_UNK_20061229_1192,Green,1,Green,1,Philippines,12/29/2006,12/29/2006,4.46,DFO,PHL,FL,12,50000,FL 3008,,,,
FL_UNK_20061226_1193,Green,1,Green,1,Peru,12/26/2006,12/26/2006,6.72,DFO,PER,FL,6,46000,FL 3007,,,,
FL_UNK_20061222_1194,Orange,2,Orange,2,Indonesia,12/22/2006,12/22/2006,5.36,DFO,IDN,FL,193,400000,FL 3006,,,,
FL_UNK_20070131_1195,Orange,2,Orange,2,Indonesia,1/31/2007,1/31/2007,5.18,DFO,IDN,FL,80,500000,FL 3027,,,,
FL_UNK_20070123_1196,Green,1,Green,1,Australia,1/23/2007,1/23/2007,7.48,DFO,AUS,FL,0,0,FL 3025,,,,
FL_UNK_20070329_1197,Green,1,Green,1,New Zealand,3/29/2007,3/29/2007,4.28,DFO,NZL,FL,0,300,FL 3046,,,,
FL_UNK_20070429_1198,Green,1,Green,1,Türkiye,4/29/2007,4/29/2007,3.94,DFO,TUR,FL,2,0,FL 3063,,,,
FL_UNK_20070429_1199,Green,1,Green,1,Syrian Arab Republic,4/29/2007,4/29/2007,3.76,DFO,SYR,FL,3,0,FL 3064,,,,
FL_UNK_20070426_1200,Green,1,Green,1,Colombia,4/26/2007,4/26/2007,4.13,DFO,COL,FL,17,2000,FL 3062,,,,
FL_UNK_20070530_1201,Green,1,Green,1,Dominican Republic,5/30/2007,5/30/2007,4.83,DFO,DOM,FL,11,20000,FL 3089,,,,
FL_UNK_20070530_1202,Green,1,Green,1,El Salvador,5/30/2007,5/30/2007,3.96,DFO,SLV,FL,4,0,FL 3090,,,,
FL_UNK_20070527_1203,Green,1,Green,1,Türkiye,5/27/2007,5/27/2007,5.36,DFO,TUR,FL,13,0,FL 3088,,,,
FL_UNK_20070526_1204,Green,1,Green,1,Cuba,5/26/2007,5/26/2007,4.67,DFO,CUB,FL,2,3000,FL 3087,,,,
FL_UNK_20070525_1205,Green,1,Green,1,France,5/25/2007,5/25/2007,3.98,DFO,FRA,FL,1,500,FL 3086,,,,
FL_UNK_20070524_1206,Green,1,Green,1,Usa,5/24/2007,5/24/2007,6.31,DFO,USA,FL,6,100,FL 3083,,,,
FL_UNK_20070524_1207,Orange,2,Orange,2,China,5/24/2007,5/24/2007,5.12,DFO,CHN,FL,43,112000,FL 3084,,,,
FL_UNK_20070523_1208,Green,1,Green,1,Spain,5/23/2007,5/23/2007,5.93,DFO,ESP,FL,1,550,FL 3082,,,,
FL_UNK_20070522_1209,Green,1,Green,1,Bulgaria,5/22/2007,5/22/2007,5.74,DFO,BGR,FL,2,0,FL 3085,,,,
FL_UNK_20070630_1210,Green,1,Green,1,Viet Nam,6/30/2007,6/30/2007,4.16,DFO,VNM,FL,3,0,FL 3117,,,,
FL_UNK_20070630_1211,Green,1,Green,1,India,6/30/2007,6/30/2007,6.54,DFO,IND,FL,29,50000,FL 3118,,,,
FL_UNK_20070628_1212,Orange,2,Orange,2,Pakistan,6/28/2007,6/28/2007,5.87,DFO,PAK,FL,130,2000,FL 3116,,,,
FL_UNK_20070627_1213,Orange,2,Orange,2,Colombia,6/27/2007,6/27/2007,6.73,DFO,COL,FL,43,700000,FL 3121,,,,
FL_UNK_20070627_1214,Green,1,Green,1,Australia,6/27/2007,6/27/2007,5.69,DFO,AUS,FL,1,300,FL 3114,,,,
FL_UNK_20070627_1215,Green,1,Green,1,Islamic Republic Of Iran,6/27/2007,6/27/2007,4.67,DFO,IRN,FL,12,0,FL 3115,,,,
FL_UNK_20070626_1216,Orange,2,Orange,2,Pakistan,6/26/2007,6/26/2007,6.46,DFO,PAK,FL,280,400000,FL 3112,,,,
FL_UNK_20070626_1217,Green,1,Green,1,Usa,6/26/2007,6/26/2007,7.33,DFO,USA,FL,8,5000,FL 3113,,,,
FL_UNK_20070625_1218,Green,1,Green,1,Uk,6/25/2007,6/25/2007,5.57,DFO,UGA,FL,6,30000,FL 3110,,,,
FL_UNK_20070624_1219,Green,1,Green,1,Solomon Islands,6/24/2007,6/24/2007,3.12,DFO,SLB,FL,0,3000,FL 3111,,,,
FL_UNK_20070624_1220,Orange,2,Orange,2,Afghanistan,6/24/2007,6/24/2007,5.79,DFO,AFG,FL,113,4000,FL 3109,,,,
FL_UNK_20070729_1221,Green,1,Green,1,Ethiopia,7/29/2007,7/29/2007,7.69,DFO,ETH,FL,17,42000,FL 3146,,,,
FL_UNK_20070728_1222,Green,1,Green,1,Indonesia,7/28/2007,7/28/2007,4.25,DFO,IDN,FL,0,3000,FL 3154,,,,
FL_UNK_20070728_1223,Green,1,Green,1,Burkina Faso,7/28/2007,7/28/2007,4.09,DFO,BFA,FL,0,2000,FL 3145,,,,
FL_UNK_20070727_1224,Green,1,Green,1,South Africa,7/27/2007,7/27/2007,5.15,DFO,ZAF,FL,0,38000,FL 3144,,,,
FL_UNK_20070726_1225,Orange,2,Orange,2,Ghana,7/26/2007,7/26/2007,8.29,DFO,GHA,FL,153,540000,FL 3166,,,,
FL_UNK_20070725_1226,Green,1,Green,1,Indonesia,7/25/2007,7/25/2007,4.33,DFO,IDN,FL,15,2000,FL 3141,,,,
FL_UNK_20070723_1227,Orange,2,Orange,2,Nepal,7/23/2007,7/23/2007,6.61,DFO,NPL,FL,185,86000,FL 3143,,,,
FL_UNK_20070723_1228,Green,1,Green,1,Haiti,7/23/2007,7/23/2007,2.39,DFO,HTI,FL,4,300,FL 3140,,,,
FL_UNK_20070831_1229,Green,1,Green,1,Senegal,8/31/2007,8/31/2007,6.55,DFO,SEN,FL,1,0,FL 3180,,,,
FL_UNK_20070831_1230,Green,1,Green,1,China,8/31/2007,8/31/2007,4.12,DFO,CHN,FL,7,0,FL 3181,,,,
FL_UNK_20070826_1231,Green,1,Green,1,Liberia,8/26/2007,8/26/2007,4.24,DFO,LBR,FL,0,17000,FL 3177,,,,
FL_UNK_20070825_1232,Green,1,Green,1,Romania,8/25/2007,8/25/2007,4.99,DFO,ROU,FL,2,0,FL 3178,,,,
FL_UNK_20070825_1233,Orange,2,Orange,2,Chad,8/25/2007,8/25/2007,7.24,DFO,TCD,FL,12,170000,FL 3179,,,,
FL_UNK_20070822_1234,Green,1,Green,1,China,8/22/2007,8/22/2007,5.29,DFO,CHN,FL,17,2309,FL 3176,,,,
FL_UNK_20070929_1235,Green,1,Green,1,Viet Nam,9/29/2007,9/29/2007,6.11,DFO,VNM,FL,96,30000,FL 3200,,,,
FL_UNK_20070928_1236,Green,1,Green,1,Mexico,9/28/2007,9/28/2007,5.32,DFO,MEX,FL,5,33000,FL 3199,,,,
FL_UNK_20070924_1237,Green,1,Green,1,Brazil,9/24/2007,9/24/2007,6.06,DFO,BRA,FL,4,4000,FL 3198,,,,
FL_UNK_20071030_1238,Green,1,Green,1,Algeria,10/30/2007,10/30/2007,5.61,DFO,DZA,FL,4,0,FL 3221,,,,
FL_UNK_20071028_1239,Orange,2,Orange,2,Dominican Republic,10/28/2007,10/28/2007,6.1,DFO,DOM,FL,142,94000,FL 3218,,,,
FL_UNK_20071028_1240,Orange,2,Orange,2,Viet Nam,10/28/2007,10/28/2007,5.66,DFO,VNM,FL,70,94000,FL 3219,,,,
FL_UNK_20071028_1241,Red,3,Red,3,Mexico,10/28/2007,10/28/2007,6.27,DFO,MEX,FL,19,800000,FL 3220,,,,
FL_UNK_20071027_1242,Green,1,Green,1,Viet Nam,10/27/2007,10/27/2007,3.24,DFO,VNM,FL,0,0,FL 3215,,,,
FL_UNK_20071027_1243,Green,1,Green,1,Philippines,10/27/2007,10/27/2007,4.51,DFO,PHL,FL,20,0,FL 3216,,,,
FL_UNK_20071027_1244,Green,1,Green,1,India,10/27/2007,10/27/2007,5.66,DFO,IND,FL,29,50000,FL 3217,,,,
FL_UNK_20071025_1245,Green,1,Green,1,Democratic Republic Of The Congo,10/25/2007,10/25/2007,4.14,DFO,COD,FL,30,3500,FL 3214,,,,
FL_UNK_20071025_1245,Green,1,Green,1,Congo,10/25/2007,10/25/2007,4.14,DFO,COG,FL,30,3500,FL 3214,,,,
FL_UNK_20071024_1246,Green,1,Green,1,Brazil,10/24/2007,10/24/2007,3.47,DFO,BRA,FL,6,2272,FL 3213,,,,
FL_UNK_20071022_1247,Green,1,Green,1,Thailand,10/22/2007,10/22/2007,5.07,DFO,THA,FL,2,0,FL 3211,,,,
FL_UNK_20071020_1248,Orange,2,Orange,2,Viet Nam,10/20/2007,10/20/2007,6.11,DFO,VNM,FL,3,280000,FL 3210,,,,
FL_UNK_20071125_1249,Orange,2,Orange,2,Philippines,11/25/2007,11/25/2007,5.43,DFO,PHL,FL,29,540000,FL 3232,,,,
FL_UNK_20071125_1250,Green,1,Green,1,Montenegro,11/25/2007,11/25/2007,4.74,DFO,MNE,FL,0,3500,FL 3234,,,,
FL_UNK_20071125_1250,Green,1,Green,1,Serbia,11/25/2007,11/25/2007,4.74,DFO,SRB,FL,0,3500,FL 3234,,,,
FL_UNK_20071124_1251,Green,1,Green,1,Algeria,11/24/2007,11/24/2007,5.28,DFO,DZA,FL,15,1200,FL 3233,,,,
FL_UNK_20071121_1252,Green,1,Green,1,South Africa,11/21/2007,11/21/2007,5.43,DFO,ZAF,FL,2,1500,FL 3231,,,,
FL_UNK_20071121_1253,Green,1,Green,1,Kenya,11/21/2007,11/21/2007,5.2,DFO,KEN,FL,0,6000,FL 3235,,,,
FL_UNK_20071230_1254,Green,1,Green,1,Zambia,12/30/2007,12/30/2007,6.53,DFO,ZMB,FL,1,3000,FL 3250,,,,
FL_UNK_20071225_1255,Green,1,Green,1,Indonesia,12/25/2007,12/25/2007,4.65,DFO,IDN,FL,1,20000,FL 3248,,,,
FL_UNK_20071225_1256,Orange,2,Orange,2,Indonesia,12/25/2007,12/25/2007,5.88,DFO,IDN,FL,153,50000,FL 3249,,,,
FL_UNK_20080131_1257,Green,1,Green,1,Namibia,1/31/2008,1/31/2008,7.32,DFO,NAM,FL,42,40000,FL 3264,,,,
FL_UNK_20080130_1258,Green,1,Green,1,Indonesia,1/30/2008,1/30/2008,3.61,DFO,IDN,FL,3,40000,FL 3262,,,,
FL_UNK_20080130_1259,Orange,2,Orange,2,Ecuador,1/30/2008,1/30/2008,7.15,DFO,ECU,FL,51,265000,FL 3263,,,,
FL_UNK_20080128_1260,Green,1,Green,1,Argentina,1/28/2008,1/28/2008,6.82,DFO,ARG,FL,0,15000,FL 3261,,,,
FL_UNK_20080124_1261,Green,1,Green,1,South Africa,1/24/2008,1/24/2008,5.81,DFO,ZAF,FL,1,1200,FL 3260,,,,
FL_UNK_20080226_1262,Green,1,Green,1,Morocco,2/26/2008,2/26/2008,4.85,DFO,MAR,FL,4,0,FL 3279,,,,
FL_UNK_20080330_1263,Orange,2,Orange,2,Brazil,3/30/2008,3/30/2008,7.43,DFO,BRA,FL,36,190000,FL 3291,,,,
FL_UNK_20080328_1264,Green,1,Green,1,Kenya,3/28/2008,3/28/2008,4.38,DFO,KEN,FL,3,160,FL 3290,,,,
FL_UNK_20080427_1265,Green,1,Green,1,Sri Lanka,4/27/2008,4/27/2008,4.54,DFO,LKA,FL,9,18000,FL 3299,,,,
FL_UNK_20080426_1266,Green,1,Green,1,Canada,4/26/2008,4/26/2008,4.28,DFO,CAN,FL,0,2000,FL 3298,,,,
FL_UNK_20080425_1267,Green,1,Green,1,Usa,4/25/2008,4/25/2008,5.7,DFO,USA,FL,0,2500,FL 3300,,,,
FL_UNK_20080423_1268,Green,1,Green,1,Indonesia,4/23/2008,4/23/2008,4.32,DFO,IDN,FL,0,34514,FL 3296,,,,
FL_UNK_20080424_1269,Green,1,Green,1,Indonesia,4/24/2008,4/23/2008,3.6,DFO,IDN,FL,0,0,FL 3297,,,,
FL_UNK_20080531_1270,Green,1,Green,1,Belize,5/31/2008,5/31/2008,5.3,DFO,BLZ,FL,2,0,FL 3316,,,,
FL_UNK_20080529_1271,Orange,2,Orange,2,Sri Lanka,5/29/2008,5/29/2008,5.69,DFO,LKA,FL,23,400000,FL 3314,,,,
FL_UNK_20080527_1272,Green,1,Green,1,China,5/27/2008,5/27/2008,6.16,DFO,CHN,FL,64,5000,FL 3309,,,,
FL_UNK_20080527_1273,Green,1,Green,1,China,5/27/2008,5/27/2008,6.03,DFO,CHN,FL,,,FL 3310,,,,
FL_UNK_20080527_1274,Green,1,Green,1,Colombia,5/27/2008,5/27/2008,4.85,DFO,COL,FL,0,400,FL 3311,,,,
FL_UNK_20080524_1275,Green,1,Green,1,India,5/24/2008,5/24/2008,5.49,DFO,IND,FL,0,0,FL 3312,,,,
FL_UNK_20080524_1276,Green,1,Green,1,Usa,5/24/2008,5/24/2008,6.64,DFO,USA,FL,13,0,FL 3313,,,,
FL_UNK_20080627_1277,Green,1,Green,1,Japan,6/27/2008,6/27/2008,5.77,DFO,JPN,FL,0,128,FL 3326,,,,
FL_UNK_20080624_1278,Green,1,Green,1,China,6/24/2008,6/24/2008,6.35,DFO,CHN,FL,0,0,FL 3325,,,,
FL_UNK_20080730_1279,Green,1,Green,1,Usa,7/30/2008,7/30/2008,6.63,DFO,USA,FL,0,0,FL 3340,,,,
FL_UNK_20080730_1280,Green,1,Green,1,Canada,7/30/2008,7/30/2008,5.81,DFO,CAN,FL,0,0,FL 3341,,,,
FL_UNK_20080730_1281,Green,1,Green,1,New Zealand,7/30/2008,7/30/2008,5.02,DFO,NZL,FL,0,0,FL 3342,,,,
FL_UNK_20080728_1282,Green,1,Green,1,Japan,7/28/2008,7/28/2008,5.32,DFO,JPN,FL,5,50000,FL 3344,,,,
FL_UNK_20080728_1283,Orange,2,Orange,2,China,7/28/2008,7/28/2008,7.11,DFO,CHN,FL,0,93000,FL 3345,,,,
FL_UNK_20080728_1284,Green,1,Green,1,Philippines,7/28/2008,7/28/2008,5.39,DFO,PHL,FL,4,76000,FL 3339,,,,
FL_UNK_20080722_1285,Orange,2,Orange,2,Ukraine,7/22/2008,7/22/2008,6,DFO,UKR,FL,40,172000,FL 3337,,,,
FL_UNK_20080721_1286,Green,1,Green,1,Mexico,7/21/2008,7/21/2008,6.92,DFO,MEX,FL,1,180,FL 3336,,,,
FL_UNK_20080830_1287,Orange,2,Orange,2,Bangladesh,8/30/2008,8/30/2008,5.95,DFO,BGD,FL,0,600000,FL 3371,,,,
FL_UNK_20080830_1288,Red,3,Red,3,India,8/30/2008,8/30/2008,6.08,DFO,IND,FL,900,1000000,FL 3372,,,,
FL_UNK_20080826_1289,Green,1,Green,1,Haiti,8/26/2008,8/26/2008,5.17,DFO,HTI,FL,22,5000,FL 3369,,,,
FL_UNK_20080927_1290,Green,1,Green,1,Guatemala,9/27/2008,9/27/2008,4.69,DFO,GTM,FL,0,0,FL 3386,,,,
FL_UNK_20080926_1291,Green,1,Green,1,China,9/26/2008,9/26/2008,4.44,DFO,CHN,FL,0,0,FL 3387,,,,
FL_UNK_20080925_1292,Green,1,Green,1,Viet Nam,9/25/2008,9/25/2008,5.77,DFO,VNM,FL,41,0,FL 3385,,,,
FL_UNK_20080922_1293,Red,3,Red,3,India,9/22/2008,9/22/2008,6.87,DFO,IND,FL,2400,0,FL 3382,,,,
FL_UNK_20080922_1294,Green,1,Green,1,Nepal,9/22/2008,9/22/2008,6.43,DFO,NPL,FL,49,13000,FL 3383,,,,
FL_UNK_20080921_1295,Green,1,Green,1,Puerto Rico,9/21/2008,9/21/2008,3.87,DFO,PRI,FL,4,0,FL 3381,,,,
FL_UNK_20081027_1296,Green,1,Green,1,Viet Nam,10/27/2008,10/27/2008,6.08,DFO,VNM,FL,92,3000,FL 3400,,,,
FL_UNK_20081023_1297,Green,1,Green,1,Yemen,10/23/2008,10/23/2008,5.73,DFO,YEM,FL,69,6800,FL 3398,,,,
FL_UNK_20081023_1298,Green,1,Green,1,Morocco,10/23/2008,10/23/2008,6.55,DFO,MAR,FL,28,1200,FL 3399,,,,
FL_UNK_20081126_1299,Green,1,Green,1,Costa Rica,11/26/2008,11/26/2008,4.12,DFO,CRI,FL,7,46000,FL 3414,,,,
FL_UNK_20081229_1300,Green,1,Green,1,Malaysia,12/29/2008,12/29/2008,5.89,DFO,MYS,FL,0,10000,FL 3430,,,,
FL_UNK_20081229_1301,Green,1,Green,1,Usa,12/29/2008,12/29/2008,5.93,DFO,USA,FL,0,0,FL 3431,,,,
FL_UNK_20081228_1302,Green,1,Green,1,Mozambique,12/28/2008,12/28/2008,5.92,DFO,MOZ,FL,25,3500,FL 3427,,,,
FL_UNK_20081228_1303,Green,1,Green,1,Australia,12/28/2008,12/28/2008,6.26,DFO,AUS,FL,0,0,FL 3429,,,,
FL_UNK_20081226_1304,Green,1,Green,1,Usa,12/26/2008,12/26/2008,5.3,DFO,USA,FL,0,0,FL 3424,,,,
FL_UNK_20081226_1305,Green,1,Green,1,Usa,12/26/2008,12/26/2008,5.58,DFO,USA,FL,0,0,FL 3425,,,,
FL_UNK_20081226_1306,Green,1,Green,1,Indonesia,12/26/2008,12/26/2008,6.36,DFO,IDN,FL,24,0,FL 3426,,,,
FL_UNK_20090128_1307,Green,1,Green,1,Indonesia,1/28/2009,1/28/2009,5.49,DFO,IDN,FL,18,12000,FL 3443,,,,
FL_UNK_20090126_1308,Green,1,Green,1,Australia,1/26/2009,1/26/2009,6.94,DFO,AUS,FL,0,400,FL 3440,,,,
FL_UNK_20090126_1309,Green,1,Green,1,Algeria,1/26/2009,1/26/2009,5.62,DFO,DZA,FL,33,0,FL 3441,,,,
FL_UNK_20090126_1310,Green,1,Green,1,Philippines,1/26/2009,1/26/2009,5.93,DFO,PHL,FL,5,200,FL 3438,,,,
FL_UNK_20090228_1311,Green,1,Green,1,South Africa,2/28/2009,2/28/2009,5.58,DFO,ZAF,FL,5,300,FL 3460,,,,
FL_UNK_20090227_1312,Orange,2,Orange,2,Zambia,2/27/2009,2/27/2009,6.82,DFO,ZMB,FL,150,54000,FL 3468,,,,
FL_UNK_20090223_1313,Green,1,Green,1,Indonesia,2/23/2009,2/23/2009,6.1,DFO,IDN,FL,1,20000,FL 3459,,,,
FL_UNK_20090330_1314,Green,1,Green,1,Indonesia,3/30/2009,3/30/2009,4.58,DFO,IDN,FL,0,1000,FL 3466,,,,
FL_UNK_20090330_1315,Green,1,Green,1,Australia,3/30/2009,3/30/2009,5.39,DFO,AUS,FL,0,0,FL 3469,,,,
FL_UNK_20090327_1316,Green,1,Green,1,Indonesia,3/27/2009,3/27/2009,6.06,DFO,IDN,FL,99,1600,FL 3467,,,,
FL_UNK_20090324_1317,Green,1,Green,1,Usa,3/24/2009,3/24/2009,6.4,DFO,USA,FL,0,5000,FL 3465,,,,
FL_UNK_20090525_1318,Orange,2,Orange,2,Bangladesh,5/25/2009,5/25/2009,4.45,DFO,BGD,FL,115,20000,FL 3486,,,,
FL_UNK_20090728_1319,Green,1,Green,1,Türkiye,7/28/2009,7/28/2009,4.29,DFO,TUR,FL,0,0,FL 3517,,,,
FL_UNK_20090726_1320,Green,1,Green,1,China,7/26/2009,7/26/2009,6.3,DFO,CHN,FL,22,0,FL 3514,,,,
FL_UNK_20090726_1321,Green,1,Green,1,Japan,7/26/2009,7/26/2009,4.29,DFO,JPN,FL,28,0,FL 3515,,,,
FL_UNK_20090726_1322,Green,1,Green,1,Nepal,7/26/2009,7/26/2009,4.75,DFO,NPL,FL,22,0,FL 3516,,,,
FL_UNK_20090828_1323,Orange,2,Orange,2,China,8/28/2009,8/28/2009,7.38,DFO,CHN,FL,12,118000,FL 3534,,,,
FL_UNK_20090929_1324,Green,1,Orange,2,American Samoa,9/29/2009,9/29/2009,5.62,DFO,ASM,FL,100,0,FL 3549,,,,
FL_UNK_20090929_1324,Green,1,Orange,2,Samoa,9/29/2009,9/29/2009,5.62,DFO,WSM,FL,100,0,FL 3549,,,,
FL_UNK_20090928_1325,Orange,2,Orange,2,Viet Nam,9/28/2009,9/28/2009,5.59,DFO,VNM,FL,182,357000,FL 3548,,,,
FL_UNK_20090927_1326,Green,1,Green,1,Spain,9/27/2009,9/27/2009,3.69,DFO,ESP,FL,0,0,FL 3546,,,,
FL_UNK_20091030_1327,Green,1,Green,1,Philippines,10/30/2009,10/30/2009,6.05,DFO,PHL,FL,0,98,FL 3560,,,,
FL_UNK_20091026_1328,Green,1,Green,1,Paraguay,10/26/2009,10/26/2009,5.69,DFO,PRY,FL,0,0,FL 3559,,,,
FL_UNK_20091124_1329,Orange,2,Orange,2,Saudi Arabia,11/24/2009,11/24/2009,5.54,DFO,SAU,FL,116,0,FL 3579,,,,
FL_UNK_20091225_1330,Green,1,Green,1,United Republic Of Tanzania,12/25/2009,12/25/2009,5.7,DFO,TZA,FL,1,3000,FL 3584,,,,
FL_UNK_20091225_1331,Green,1,Green,1,Morocco,12/25/2009,12/25/2009,5.5,DFO,MAR,FL,5,25,FL 3585,,,,
FL_UNK_20091225_1332,Green,1,Green,1,Australia,12/25/2009,12/25/2009,5.78,DFO,AUS,FL,0,0,FL 3586,,,,
FL_UNK_20100129_1333,Green,1,Green,1,New Zealand,1/29/2010,1/29/2010,5.34,DFO,NZL,FL,0,0,FL 3600,,,,
FL_UNK_20100127_1334,Green,1,Green,1,Plurinational State Of Bolivia,1/27/2010,1/27/2010,6.47,DFO,BOL,FL,0,0,FL 3601,,,,
FL_UNK_20100127_1335,Green,1,Green,1,South Africa,1/27/2010,1/27/2010,5.42,DFO,ZAF,FL,0,1400,FL 3599,,,,
FL_UNK_20100228_1336,Green,1,Green,1,France,2/28/2010,2/28/2010,5.27,DFO,FRA,FL,48,500,FL 3612,,,,
FL_UNK_20100228_1337,Green,1,Green,1,Haiti,2/28/2010,2/28/2010,4.06,DFO,HTI,FL,13,0,FL 3613,,,,
