Disaster_Event_Id,Alert_Level,Alert_Score,Episode_Alert_Level,Episode_Alert_Score,Country,From_Date,To_Date,Severity,Source,Iso3,Event_Type,Death,Displaced,GDACS_ID,,,,
FL_CHL_20020524_482,Green,1,Green,1,Chile,5/24/2002,6/5/2002,6.64,DFO,CHL,FL,9,50000,FL 1932,,,,
FL_RUS_20020527_483,Green,1,Green,1,Russia,5/27/2002,6/1/2002,6.33,DFO,RUS,FL,0,0,FL 1933,,,,
FL_BGR_20020530_484,Green,1,Green,1,Bulgaria,5/30/2002,6/1/2002,2.63,DFO,BGR,FL,0,20,FL 1934,,,,
FL_USA_20020530_485,Green,1,Green,1,Usa,5/30/2002,6/1/2002,4.5,DFO,USA,FL,0,0,FL 1935,,,,
FL_RUS_20020524_486,Green,1,Green,1,Russia,5/24/2002,6/1/2002,5.89,DFO,RUS,FL,0,1500,FL 1931,,,,
FL_VNM_20020715_487,Orange,2,Orange,2,Viet Nam,7/15/2002,12/2/2002,6.82,DFO,VNM,FL,155,200000,FL 1991,,,,
FL_IND_20020621_488,Red,3,Red,3,India,6/21/2002,8/28/2002,7.28,DFO,IND,FL,503,15000000,FL 1974,,,,
FL_NPL_20020721_489,Orange,2,Orange,2,Nepal,7/21/2002,8/15/2002,5.59,DFO,NPL,FL,380,250000,FL 1999,,,,
FL_DEU_20020731_490,Green,1,Green,1,Germany,7/31/2002,8/8/2002,5.3,DFO,DEU,FL,0,0,FL 2013,,,,
FL_VNM_20020731_491,Green,1,Green,1,Viet Nam,7/31/2002,8/6/2002,5.29,DFO,VNM,FL,10,2000,FL 2014,,,,
FL_ROU_20020730_492,Green,1,Green,1,Romania,7/30/2002,8/3/2002,4.23,DFO,ROU,FL,2,4000,FL 2012,,,,
FL_ZAF_20020728_493,Green,1,Green,1,South Africa,7/28/2002,8/3/2002,3.28,DFO,ZAF,FL,0,2300,FL 2009,,,,
FL_GBR_20020730_494,Green,1,Green,1,Uk,7/30/2002,8/1/2002,3.6,DFO,UGA,FL,0,300,FL 2011,,,,
FL_BGR_20020728_495,Green,1,Green,1,Bulgaria,7/28/2002,7/31/2002,4.53,DFO,BGR,FL,0,0,FL 2010,,,,
FL_VEN_20020720_496,Green,1,Green,1,Bolivarian Republic Of Venezuela,7/20/2002,7/31/2002,6.43,DFO,VEN,FL,5,50000,FL 1996,,,,
FL_AFG_20020728_497,Green,1,Green,1,Afghanistan,7/28/2002,7/30/2002,4.3,DFO,AFG,FL,0,0,FL 2008,,,,
FL_CHN_20020721_498,Green,1,Green,1,China,7/21/2002,7/29/2002,6.36,DFO,CHN,FL,15,10000,FL 2005,,,,
FL_PHL_20020720_499,Green,1,Green,1,Philippines,7/20/2002,7/28/2002,5.06,DFO,PHL,FL,18,7000,FL 1998,,,,
FL_USA_20020725_500,Green,1,Green,1,Usa,7/25/2002,7/27/2002,3.79,DFO,USA,FL,0,100,FL 2006,,,,
FL_TUR_20020723_501,Green,1,Green,1,Türkiye,7/23/2002,7/27/2002,4.88,DFO,TUR,FL,34,3000,FL 2000,,,,
FL_RUS_20020720_502,Green,1,Green,1,Russia,7/20/2002,7/26/2002,5.22,DFO,RUS,FL,0,1500,FL 1997,,,,
FL_IRN_20020723_503,Green,1,Green,1,Islamic Republic Of Iran,7/23/2002,7/26/2002,3.6,DFO,IRN,FL,6,0,FL 2002,,,,
FL_NGA_20020724_504,Green,1,Green,1,Nigeria,7/24/2002,7/26/2002,3.7,DFO,NGA,FL,2,0,FL 2003,,,,
FL_YEM_20020724_505,Green,1,Green,1,Yemen,7/24/2002,7/26/2002,4.19,DFO,YEM,FL,13,0,FL 2004,,,,
FL_USA_20020723_506,Green,1,Green,1,Alaska,7/23/2002,7/24/2002,3.36,DFO,USA,FL,25,21,FL 2001,,,,
FL_SVK_20020719_507,Green,1,Green,1,Slovakia,7/19/2002,7/23/2002,4.04,DFO,SVK,FL,0,0,FL 1994,,,,
FL_ROU_20020719_508,Green,1,Green,1,Romania,7/19/2002,7/23/2002,4.43,DFO,ROU,FL,5,0,FL 1995,,,,
FL_USA_20020630_509,Green,1,Green,1,Texas,6/30/2002,7/23/2002,6.81,DFO,USA,FL,9,4000,FL 1972,,,,
FL_ZAF_20020719_510,Green,1,Green,1,South Africa,7/19/2002,7/21/2002,4.22,DFO,ZAF,FL,8,0,FL 1992,,,,
FL_IRN_20020720_511,Green,1,Green,1,Islamic Republic Of Iran,7/20/2002,7/21/2002,3.52,DFO,IRN,FL,3,0,FL 1993,,,,
FL_PHL_20020706_512,Green,1,Green,1,Philippines,7/6/2002,7/19/2002,5.46,DFO,PHL,FL,61,25000,FL 1981,,,,
FL_CZE_20020714_513,Green,1,Green,1,Central African Republic,7/14/2002,7/17/2002,3.72,DFO,CAF,FL,3,0,FL 1988,,,,
FL_MNG_20020714_514,Green,1,Green,1,Mongolia,7/14/2002,7/16/2002,4.99,DFO,MNG,FL,7,0,FL 1989,,,,
FL_NPL_20020714_515,Green,1,Green,1,Nepal,7/14/2002,7/16/2002,3.5,DFO,NPL,FL,46,0,FL 1990,,,,
FL_RUS_20020712_516,Green,1,Green,1,Russia,7/12/2002,7/16/2002,5.4,DFO,RUS,FL,0,2000,FL 1984,,,,
FL_NZL_20020712_517,Green,1,Green,1,New Zealand,7/12/2002,7/15/2002,4.44,DFO,NZL,FL,0,0,FL 1985,,,,
FL_ESP_20020713_518,Green,1,Green,1,Spain,7/13/2002,7/15/2002,3.03,DFO,ESP,FL,0,0,FL 1986,,,,
FL_GTM_20020713_519,Green,1,Green,1,Guatemala,7/13/2002,7/15/2002,4.05,DFO,GTM,FL,2,0,FL 1987,,,,
FL_CHN_20020630_520,Green,1,Green,1,China,6/30/2002,7/13/2002,6.92,DFO,CHN,FL,0,0,FL 1971,,,,
FL_JPN_20020709_521,Green,1,Green,1,Japan,7/9/2002,7/11/2002,3.63,DFO,JPN,FL,1,10000,FL 1983,,,,
FL_NPL_20020707_522,Green,1,Green,1,Nepal,7/7/2002,7/9/2002,3.76,DFO,NPL,FL,0,0,FL 1980,,,,
FL_GRC_20020708_523,Green,1,Green,1,Greece,7/8/2002,7/9/2002,2.76,DFO,GRC,FL,1,0,FL 1982,,,,
FL_COL_20020705_524,Green,1,Green,1,Colombia,7/5/2002,7/8/2002,3.75,DFO,COL,FL,0,18000,FL 1977,,,,
FL_YEM_20020706_525,Green,1,Green,1,Yemen,7/6/2002,7/8/2002,4.07,DFO,YEM,FL,10,0,FL 1978,,,,
FL_USA_20020706_526,Green,1,Green,1,Usa,7/6/2002,7/8/2002,3.33,DFO,USA,FL,1,0,FL 1979,,,,
FL_CHN_20020704_527,Green,1,Green,1,China,7/4/2002,7/7/2002,4.28,DFO,CHN,FL,5,0,FL 1975,,,,
FL_KOR_20020705_528,Green,1,Green,1,Republic Of Korea,7/5/2002,7/7/2002,4.46,DFO,PRK,FL,4,0,FL 1976,,,,
FL_CHN_20020629_529,Orange,2,Orange,2,China,6/29/2002,7/6/2002,6.16,DFO,CHN,FL,11,80000,FL 1973,,,,
FL_IND_20020626_530,Orange,2,Orange,2,India,6/26/2002,7/3/2002,6.14,DFO,IND,FL,169,28000,FL 1969,,,,
FL_GEO_20020629_531,Green,1,Green,1,Georgia,6/29/2002,7/2/2002,5.04,DFO,GEO,FL,0,0,FL 1970,,,,
FL_RUS_20020619_532,Orange,2,Orange,2,Russia,6/19/2002,7/1/2002,6.77,DFO,RUS,FL,117,200000,FL 1962,,,,
FL_VNM_20020715_533,Orange,2,Orange,2,Viet Nam,7/15/2002,12/2/2002,6.82,DFO,VNM,FL,155,200000,FL 1991,,,,
FL_THA_20020818_534,Orange,2,Orange,2,Thailand,8/18/2002,11/26/2002,7.88,DFO,THA,FL,65,400000,FL 2039,,,,
FL_THA_20020817_535,Orange,2,Orange,2,Thailand,8/17/2002,9/20/2002,6.26,DFO,THA,FL,2,150000,FL 2037,,,,
FL_RUS_20020828_536,Green,1,Green,1,Russia,8/28/2002,9/6/2002,4.13,DFO,RUS,FL,0,0,FL 2046,,,,
FL_YEM_20020822_537,Green,1,Green,1,Yemen,8/22/2002,9/6/2002,5.49,DFO,YEM,FL,28,0,FL 2051,,,,
FL_GTM_20020829_538,Green,1,Green,1,Guatemala,8/29/2002,9/5/2002,4.96,DFO,GTM,FL,3,0,FL 2047,,,,
FL_UNK_20020817_539,Green,1,Green,1,Burma,8/17/2002,9/4/2002,6.68,DFO,,FL,0,5000,FL 2041,,,,
FL_KOR_20020831_540,Orange,2,Orange,2,Republic Of Korea,8/31/2002,9/3/2002,4.68,DFO,PRK,FL,138,70000,FL 2045,,,,
FL_SLE_20020829_541,Green,1,Green,1,Sierra Leone,8/29/2002,9/1/2002,4.56,DFO,SLE,FL,0,500,FL 2044,,,,
FL_CHL_20020824_542,Green,1,Green,1,Chile,8/24/2002,8/29/2002,5.57,DFO,CHL,FL,2,8000,FL 2042,,,,
FL_IND_20020621_543,Red,3,Red,3,India,6/21/2002,8/28/2002,7.28,DFO,IND,FL,503,15000000,FL 1974,,,,
FL_DZA_20020817_544,Green,1,Green,1,Algeria,8/17/2002,8/28/2002,5.48,DFO,DZA,FL,28,500,FL 2038,,,,
FL_PAK_20020822_545,Green,1,Green,1,Pakistan,8/22/2002,8/28/2002,4.54,DFO,PAK,FL,22,3000,FL 2040,,,,
FL_CHN_20020806_546,Orange,2,Orange,2,China,8/6/2002,8/28/2002,6.34,DFO,CHN,FL,124,270000,FL 2023,,,,
FL_DEU_20020807_547,Orange,2,Orange,2,Germany,8/7/2002,8/28/2002,7.05,DFO,DEU,FL,55,250000,FL 2024,,,,
FL_VNM_20020819_548,Green,1,Green,1,Viet Nam,8/19/2002,8/24/2002,4.89,DFO,VNM,FL,4,6000,FL 2043,,,,
FL_VNM_20020814_549,Orange,2,Orange,2,Viet Nam,8/14/2002,8/22/2002,5.96,DFO,VNM,FL,29,80000,FL 2035,,,,
FL_CHN_20020814_550,Orange,2,Orange,2,China,8/14/2002,8/20/2002,5.08,DFO,CHN,FL,106,13000,FL 2034,,,,
FL_CHN_20020815_551,Green,1,Green,1,China,8/15/2002,8/19/2002,5.24,DFO,CHN,FL,0,0,FL 2036,,,,
FL_ZAF_20020816_552,Green,1,Green,1,South Africa,8/16/2002,8/18/2002,3.95,DFO,ZAF,FL,16,2500,FL 2033,,,,
FL_PHL_20020813_553,Green,1,Green,1,Philippines,8/13/2002,8/17/2002,4.77,DFO,PHL,FL,29,3000,FL 2030,,,,
FL_CHN_20020813_554,Green,1,Green,1,China,8/13/2002,8/17/2002,5.15,DFO,CHN,FL,21,0,FL 2031,,,,
FL_MEX_20020815_555,Green,1,Green,1,Mexico,8/15/2002,8/17/2002,3.48,DFO,MEX,FL,21,5000,FL 2032,,,,
FL_NPL_20020721_556,Orange,2,Orange,2,Nepal,7/21/2002,8/15/2002,5.59,DFO,NPL,FL,380,250000,FL 1999,,,,
FL_IRN_20020810_557,Green,1,Green,1,Islamic Republic Of Iran,8/10/2002,8/14/2002,4.69,DFO,IRN,FL,35,0,FL 2029,,,,
FL_IND_20020811_558,Green,1,Green,1,India,8/11/2002,8/13/2002,4.31,DFO,IND,FL,33,0,FL 2027,,,,
FL_VNM_20020715_559,Orange,2,Orange,2,Viet Nam,7/15/2002,12/2/2002,6.82,DFO,VNM,FL,155,200000,FL 1991,,,,
FL_THA_20020917_560,Green,1,Green,1,Thailand,9/17/2002,12/2/2002,7.03,DFO,THA,FL,1,3000,FL 2061,,,,
FL_THA_20020818_561,Orange,2,Orange,2,Thailand,8/18/2002,11/26/2002,7.88,DFO,THA,FL,65,400000,FL 2039,,,,
FL_ALB_20020921_562,Green,1,Green,1,Albania,9/21/2002,10/8/2002,5.33,DFO,ALB,FL,1,9700,FL 2060,,,,
FL_USA_20020929_563,Orange,2,Orange,2,Usa,9/29/2002,10/7/2002,5.26,DFO,USA,FL,8,317000,FL 2064,,,,
FL_VNM_20020920_564,Orange,2,Orange,2,Viet Nam,9/20/2002,9/30/2002,5.64,DFO,VNM,FL,76,200000,FL 2059,,,,
FL_USA_20020926_565,Green,1,Green,1,Usa,9/26/2002,9/29/2002,5.09,DFO,USA,FL,1,2500,FL 2063,,,,
FL_BGR_20020925_566,Green,1,Green,1,Bulgaria,9/25/2002,9/28/2002,4.25,DFO,BGR,FL,0,0,FL 2062,,,,
FL_NIC_20020918_567,Orange,2,Orange,2,Nicaragua,9/18/2002,9/26/2002,5.64,DFO,NIC,FL,6,300000,FL 2058,,,,
FL_USA_20020921_568,Green,1,Green,1,Usa,9/21/2002,9/24/2002,4.35,DFO,USA,FL,0,0,FL 2057,,,,
FL_NZL_20020919_569,Green,1,Green,1,New Zealand,9/19/2002,9/21/2002,4.18,DFO,NZL,FL,0,0,FL 2053,,,,
FL_MEX_20020917_570,Green,1,Green,1,Mexico,9/17/2002,9/21/2002,5.24,DFO,MEX,FL,10,0,FL 2054,,,,
FL_THA_20020817_571,Orange,2,Orange,2,Thailand,8/17/2002,9/20/2002,6.26,DFO,THA,FL,2,150000,FL 2037,,,,
FL_KEN_20020916_572,Green,1,Green,1,Kenya,9/16/2002,9/19/2002,5.4,DFO,KEN,FL,0,0,FL 2055,,,,
FL_USA_20020906_573,Green,1,Green,1,Usa,9/6/2002,9/19/2002,6.14,DFO,USA,FL,0,0,FL 2056,,,,
FL_FRA_20020908_574,Green,1,Green,1,France,9/8/2002,9/12/2002,4.72,DFO,FRA,FL,23,2500,FL 2052,,,,
FL_VNM_20020715_575,Orange,2,Orange,2,Viet Nam,7/15/2002,12/2/2002,6.82,DFO,VNM,FL,155,200000,FL 1991,,,,
FL_THA_20020917_576,Green,1,Green,1,Thailand,9/17/2002,12/2/2002,7.03,DFO,THA,FL,1,3000,FL 2061,,,,
FL_THA_20020818_577,Orange,2,Orange,2,Thailand,8/18/2002,11/26/2002,7.88,DFO,THA,FL,65,400000,FL 2039,,,,
FL_USA_20021023_578,Green,1,Green,1,Usa,10/23/2002,11/13/2002,6.37,DFO,USA,FL,1,75,FL 2076,,,,
FL_URY_20021012_579,Green,1,Green,1,Uruguay,10/12/2002,11/11/2002,6.76,DFO,URY,FL,0,2000,FL 2073,,,,
FL_KEN_20021029_580,Green,1,Green,1,Kenya,10/29/2002,11/4/2002,5.74,DFO,KEN,FL,14,20000,FL 2078,,,,
FL_IND_20021031_581,Green,1,Green,1,India,10/31/2002,11/4/2002,5.06,DFO,IND,FL,20,300,FL 2081,,,,
FL_CHN_20021028_582,Green,1,Green,1,China,10/28/2002,11/2/2002,4.67,DFO,CHN,FL,0,50000,FL 2079,,,,
FL_ARG_20021012_583,Green,1,Green,1,Argentina,10/12/2002,11/2/2002,6.8,DFO,ARG,FL,7,6000,FL 2070,,,,
FL_COL_20021029_584,Green,1,Green,1,Colombia,10/29/2002,10/31/2002,4.32,DFO,COL,FL,60,2000,FL 2080,,,,
FL_VNM_20021026_585,Green,1,Green,1,Viet Nam,10/26/2002,10/29/2002,4.5,DFO,VNM,FL,2,0,FL 2077,,,,
FL_USA_20021024_586,Green,1,Green,1,Usa,10/24/2002,10/28/2002,5.14,DFO,USA,FL,0,0,FL 2075,,,,
FL_GBR_20021022_587,Green,1,Green,1,Uk,10/22/2002,10/25/2002,4.78,DFO,UGA,FL,0,100,FL 2074,,,,
FL_IDN_20021018_588,Green,1,Green,1,Indonesia,10/18/2002,10/20/2002,2.61,DFO,IDN,FL,0,3000,FL 2072,,,,
FL_ROU_20021013_589,Green,1,Green,1,Romania,10/13/2002,10/16/2002,4.64,DFO,ROU,FL,0,0,FL 2071,,,,
FL_UNK_20021010_590,Green,1,Green,1,North Macedonia,10/10/2002,10/16/2002,4.75,DFO,MKD,FL,0,0,FL 2068,,,,
FL_IND_20021010_591,Green,1,Green,1,India,10/10/2002,10/16/2002,4.83,DFO,IND,FL,11,0,FL 2069,,,,
FL_USA_20021010_592,Green,1,Green,1,Usa,10/10/2002,10/15/2002,5,DFO,USA,FL,1,800,FL 2067,,,,
FL_DZA_20021009_593,Green,1,Green,1,Algeria,10/9/2002,10/12/2002,4.98,DFO,DZA,FL,13,0,FL 2065,,,,
FL_USA_20021010_594,Green,1,Green,1,Usa,10/10/2002,10/12/2002,4.55,DFO,USA,FL,3,0,FL 2066,,,,
FL_ALB_20020921_595,Green,1,Green,1,Albania,9/21/2002,10/8/2002,5.33,DFO,ALB,FL,1,9700,FL 2060,,,,
FL_CRI_20021123_596,Green,1,Green,1,Costa Rica,11/23/2002,12/13/2002,4.97,DFO,CRI,FL,8,7000,FL 2094,,,,
FL_IDN_20021119_597,Orange,2,Orange,2,Indonesia,11/19/2002,12/3/2002,5.71,DFO,IDN,FL,12,117000,FL 2095,,,,
FL_ITA_20021122_598,Green,1,Green,1,Italy,11/22/2002,12/3/2002,5.55,DFO,ITA,FL,0,10000,FL 2099,,,,
FL_VNM_20020715_599,Orange,2,Orange,2,Viet Nam,7/15/2002,12/2/2002,6.82,DFO,VNM,FL,155,200000,FL 1991,,,,
FL_THA_20020917_600,Green,1,Green,1,Thailand,9/17/2002,12/2/2002,7.03,DFO,THA,FL,1,3000,FL 2061,,,,
FL_MAR_20021124_601,Green,1,Green,1,Morocco,11/24/2002,11/29/2002,5.69,DFO,MAR,FL,63,0,FL 2097,,,,
FL_THA_20020818_602,Orange,2,Orange,2,Thailand,8/18/2002,11/26/2002,7.88,DFO,THA,FL,65,400000,FL 2039,,,,
FL_MYS_20021119_603,Green,1,Green,1,Malaysia,11/19/2002,11/26/2002,3.99,DFO,MYS,FL,0,400,FL 2098,,,,
FL_USA_20021123_604,Green,1,Green,1,Usa,11/23/2002,11/25/2002,3.71,DFO,USA,FL,0,0,FL 2096,,,,
FL_UGA_20021116_605,Green,1,Green,1,Uganda,11/16/2002,11/25/2002,5.18,DFO,UGA,FL,2,2300,FL 2092,,,,
FL_GBR_20021114_606,Green,1,Green,1,Uk,11/14/2002,11/25/2002,5.45,DFO,UGA,FL,1,400,FL 2085,,,,
FL_SOM_20021108_607,Green,1,Green,1,Somalia,11/8/2002,11/21/2002,5.96,DFO,SOM,FL,0,0,FL 2093,,,,
FL_NZL_20021119_608,Green,1,Green,1,New Zealand,11/19/2002,11/21/2002,3.26,DFO,NZL,FL,0,0,FL 2090,,,,
FL_USA_20021119_609,Green,1,Green,1,Usa,11/19/2002,11/21/2002,3.25,DFO,USA,FL,0,0,FL 2091,,,,
FL_FRA_20021116_610,Green,1,Green,1,France,11/16/2002,11/20/2002,4.38,DFO,FRA,FL,1,2500,FL 2087,,,,
FL_KEN_20021117_611,Green,1,Green,1,Kenya,11/17/2002,11/20/2002,3.57,DFO,KEN,FL,12,2000,FL 2088,,,,
FL_TTO_20021105_612,Green,1,Green,1,Trinidad And Tobago,11/5/2002,11/20/2002,4.15,DFO,TTO,FL,3,300,FL 2083,,,,
FL_CAN_20021114_613,Green,1,Green,1,Canada,11/14/2002,11/17/2002,4.24,DFO,CAN,FL,0,0,FL 2086,,,,
FL_USA_20021023_614,Green,1,Green,1,Usa,10/23/2002,11/13/2002,6.37,DFO,USA,FL,1,75,FL 2076,,,,
FL_PER_20021109_615,Green,1,Green,1,Peru,11/9/2002,11/12/2002,4.39,DFO,PER,FL,4,100,FL 2084,,,,
FL_URY_20021012_616,Green,1,Green,1,Uruguay,10/12/2002,11/11/2002,6.76,DFO,URY,FL,0,2000,FL 2073,,,,
FL_IDN_20021226_617,Green,1,Green,1,Indonesia,12/26/2002,12/31/2002,4.95,DFO,IDN,FL,24,10000,FL 2111,,,,
FL_USA_20021228_618,Green,1,Green,1,Usa,12/28/2002,12/31/2002,4.92,DFO,USA,FL,0,0,FL 2113,,,,
FL_MYS_20021227_619,Green,1,Green,1,Malaysia,12/27/2002,12/29/2002,3.43,DFO,MYS,FL,0,0,FL 2112,,,,
FL_VUT_20021221_620,Green,1,Green,1,Vanuatu,12/21/2002,12/25/2002,2.86,DFO,VUT,FL,0,0,FL 2114,,,,
FL_AGO_20021223_621,Green,1,Green,1,Angola,12/23/2002,12/25/2002,3.92,DFO,AGO,FL,4,40,FL 2110,,,,
FL_ZAF_20021221_622,Green,1,Green,1,South Africa,12/21/2002,12/24/2002,3.5,DFO,ZAF,FL,0,50,FL 2109,,,,
FL_USA_20021214_623,Green,1,Green,1,Usa,12/14/2002,12/24/2002,5.69,DFO,USA,FL,6,0,FL 2104,,,,
FL_KEN_20021221_624,Green,1,Green,1,Kenya,12/21/2002,12/23/2002,3.35,DFO,KEN,FL,6,3000,FL 2108,,,,
FL_LBN_20021220_625,Green,1,Green,1,Lebanon,12/20/2002,12/22/2002,4.09,DFO,LBN,FL,0,300,FL 2107,,,,
FL_LKA_20021216_626,Orange,2,Orange,2,Sri Lanka,12/16/2002,12/20/2002,4.85,DFO,LKA,FL,2,500000,FL 2105,,,,
FL_IDN_20021215_627,Green,1,Green,1,Indonesia,12/15/2002,12/20/2002,5.12,DFO,IDN,FL,0,60000,FL 2106,,,,
FL_IDN_20021211_628,Green,1,Green,1,Indonesia,12/11/2002,12/15/2002,3.51,DFO,IDN,FL,28,0,FL 2102,,,,
FL_FRA_20021213_629,Green,1,Green,1,France,12/13/2002,12/14/2002,3.41,DFO,FRA,FL,2,0,FL 2103,,,,
FL_ZMB_20030115_630,Green,1,Green,1,Zambia,1/15/2003,7/1/2003,8.31,DFO,ZMB,FL,7,20000,FL 2161,,,,
FL_BRA_20030111_631,Green,1,Green,1,Brazil,1/11/2003,4/22/2003,7.15,DFO,BRA,FL,0,0,FL 2173,,,,
FL_AUS_20030122_632,Green,1,Green,1,Australia,1/22/2003,3/6/2003,6.86,DFO,AUS,FL,0,0,FL 2137,,,,
FL_TUR_20030117_633,Green,1,Green,1,Türkiye,1/17/2003,3/3/2003,6.09,DFO,TUR,FL,0,0,FL 2174,,,,
FL_MWI_20030101_634,Orange,2,Orange,2,Malawi,1/1/2003,2/17/2003,7.29,DFO,MWI,FL,23,400000,FL 2119,,,,
FL_PER_20030123_635,Green,1,Green,1,Peru,1/23/2003,2/10/2003,6.18,DFO,PER,FL,7,12000,FL 2138,,,,
FL_MYS_20030120_636,Green,1,Green,1,Malaysia,1/20/2003,2/10/2003,4.82,DFO,MYS,FL,1,1500,FL 2134,,,,
FL_PER_20030128_637,Green,1,Green,1,Peru,1/28/2003,2/10/2003,5.71,DFO,PER,FL,12,0,FL 2144,,,,
FL_PER_20030128_638,Green,1,Green,1,Peru,1/28/2003,2/10/2003,5.96,DFO,PER,FL,6,34000,FL 2145,,,,
FL_IDN_20030130_639,Green,1,Green,1,Indonesia,1/30/2003,2/9/2003,4.66,DFO,IDN,FL,0,0,FL 2148,,,,
FL_GRC_20030127_640,Green,1,Green,1,Greece,1/27/2003,2/7/2003,5.63,DFO,GRC,FL,0,0,FL 2172,,,,
FL_IDN_20030125_641,Green,1,Green,1,Indonesia,1/25/2003,2/6/2003,5.55,DFO,IDN,FL,3,20000,FL 2142,,,,
FL_IDN_20030114_642,Green,1,Green,1,Indonesia,1/14/2003,2/6/2003,5.65,DFO,IDN,FL,0,30000,FL 2127,,,,
FL_BRA_20030111_643,Green,1,Green,1,Brazil,1/11/2003,2/4/2003,6.46,DFO,BRA,FL,29,16000,FL 2124,,,,
FL_AUS_20030126_644,Green,1,Green,1,Australia,1/26/2003,2/4/2003,6.47,DFO,AUS,FL,0,0,FL 2143,,,,
FL_AUS_20030125_645,Green,1,Green,1,Australia,1/25/2003,2/4/2003,4.31,DFO,AUS,FL,0,0,FL 2141,,,,
FL_ARG_20030113_646,Green,1,Green,1,Argentina,1/13/2003,1/31/2003,6.06,DFO,ARG,FL,0,0,FL 2130,,,,
FL_MDG_20030118_647,Green,1,Green,1,Madagascar,1/18/2003,1/31/2003,6.42,DFO,MDG,FL,16,25000,FL 2133,,,,
FL_ISR_20030129_648,Green,1,Green,1,Israel,1/29/2003,1/30/2003,2.74,DFO,ISR,FL,0,150,FL 2146,,,,
FL_ITA_20030125_649,Green,1,Green,1,Italy,1/25/2003,1/27/2003,4.94,DFO,ITA,FL,1,1000,FL 2140,,,,
FL_TUN_20030125_650,Green,1,Green,1,Tunisia,1/25/2003,1/26/2003,3.86,DFO,TUN,FL,2,0,FL 2139,,,,
FL_BRA_20030114_651,Green,1,Green,1,Brazil,1/14/2003,1/24/2003,4.87,DFO,BRA,FL,44,10000,FL 2131,,,,
FL_GBR_20030122_652,Green,1,Green,1,Uk,1/22/2003,1/23/2003,2.77,DFO,UGA,FL,0,0,FL 2136,,,,
FL_BOL_20030121_653,Green,1,Green,1,Plurinational State Of Bolivia,1/21/2003,1/22/2003,2.63,DFO,BOL,FL,4,300,FL 2132,,,,
FL_ISR_20030121_654,Green,1,Green,1,Israel,1/21/2003,1/22/2003,2.82,DFO,ISR,FL,0,0,FL 2135,,,,
FL_ZMB_20030115_655,Green,1,Green,1,Zambia,1/15/2003,7/1/2003,8.31,DFO,ZMB,FL,7,20000,FL 2161,,,,
FL_BRA_20030111_656,Green,1,Green,1,Brazil,1/11/2003,4/22/2003,7.15,DFO,BRA,FL,0,0,FL 2173,,,,
FL_AUS_20030222_657,Green,1,Green,1,Australia,2/22/2003,3/24/2003,7.59,DFO,AUS,FL,0,0,FL 2170,,,,
FL_USA_20030222_658,Green,1,Green,1,Usa,2/22/2003,3/17/2003,7.28,DFO,USA,FL,1,0,FL 2167,,,,
FL_TUR_20030204_659,Green,1,Green,1,Türkiye,2/4/2003,3/12/2003,6.15,DFO,TUR,FL,0,0,FL 2175,,,,
FL_ESP_20030227_660,Green,1,Green,1,Spain,2/27/2003,3/10/2003,5.37,DFO,ESP,FL,0,0,FL 2179,,,,
FL_USA_20030226_661,Green,1,Green,1,Usa,2/26/2003,3/7/2003,5.51,DFO,USA,FL,0,0,FL 2177,,,,
FL_AUS_20030122_662,Green,1,Green,1,Australia,1/22/2003,3/6/2003,6.86,DFO,AUS,FL,0,0,FL 2137,,,,
FL_TUR_20030117_663,Green,1,Green,1,Türkiye,1/17/2003,3/3/2003,6.09,DFO,TUR,FL,0,0,FL 2174,,,,
FL_ZWE_20030225_664,Green,1,Green,1,Zimbabwe,2/25/2003,2/28/2003,4.75,DFO,ZWE,FL,2,18000,FL 2171,,,,
FL_PAK_20030215_665,Green,1,Green,1,Pakistan,2/15/2003,2/24/2003,5.43,DFO,PAK,FL,27,0,FL 2163,,,,
FL_LBN_20030221_666,Green,1,Green,1,Lebanon,2/21/2003,2/24/2003,4.4,DFO,LBN,FL,0,0,FL 2164,,,,
FL_AUS_20030221_667,Green,1,Green,1,Australia,2/21/2003,2/24/2003,4.56,DFO,AUS,FL,0,0,FL 2165,,,,
FL_AUS_20030221_668,Green,1,Green,1,Australia,2/21/2003,2/24/2003,5.36,DFO,AUS,FL,0,100,FL 2166,,,,
FL_USA_20030222_669,Green,1,Green,1,Usa,2/22/2003,2/23/2003,5.22,DFO,USA,FL,2,0,FL 2168,,,,
FL_PAK_20030216_670,Green,1,Green,1,Pakistan,2/16/2003,2/22/2003,6.48,DFO,PAK,FL,20,3000,FL 2160,,,,
FL_CAN_20030215_671,Green,1,Green,1,Canada,2/15/2003,2/21/2003,3.85,DFO,CAN,FL,0,1100,FL 2157,,,,
FL_ZMB_20030115_672,Green,1,Green,1,Zambia,1/15/2003,7/1/2003,8.31,DFO,ZMB,FL,7,20000,FL 2161,,,,
FL_BLR_20030322_673,Green,1,Green,1,Belarus,3/22/2003,5/5/2003,7.11,DFO,BLR,FL,0,0,FL 2193,,,,
FL_BRA_20030111_674,Green,1,Green,1,Brazil,1/11/2003,4/22/2003,7.15,DFO,BRA,FL,0,0,FL 2173,,,,
FL_RUS_20030325_675,Green,1,Green,1,Russia,3/25/2003,4/11/2003,5.74,DFO,RUS,FL,0,0,FL 2191,,,,
